"genus_species","genus","family","class","order","kingdom","db","db_code","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","longevity_y","male_maturity_d","female_body_mass_g","male_body_mass_g","unsexed_body_mass_g","female_body_mass_at_maturity_g","growth_rate","unk_body_mass_g","wing_length_mm","trophic_level","trophic_niche","min_latitude_deg","max_latitude_deg","range_size_km2","body_length_mm","qualitative_body_size","trophic_guild","population_density_n_per_ha","male_wing_length_mm","female_wing_length_mm","unsexed_wing_length_mm","unsexed_body_length_cm","mean_unsexed_wing_length_mm","mean_male_wing_length_mm","mean_female_wing_length_mm","litter_or_clutch_size_n_min","litter_or_clutch_size_n_max","litter_or_clutch_size_n_mean","maturity_d","median_dispersal_distance_km","maximum_dispersal_distance_km","primary_source"
"Hemilepidotus papilio","Hemilepidotus","Cottidae","Actinopterygii","Scorpaeniformes","Animalia","gbif","GBIF:2333946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Lycodes raridens","Lycodes","Zoarcidae","Actinopterygii","Perciformes","Animalia","gbif","GBIF:5209445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Sebastes goodei","Sebastes","Sebastidae","Actinopterygii","Scorpaeniformes","Animalia","gbif","GBIF:2335531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Porichthys notatus","Porichthys","Batrachoididae","Actinopterygii","Batrachoidiformes","Animalia","gbif","GBIF:2350817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Citharichthys sordidus","Citharichthys","Paralichthyidae","Actinopterygii","Pleuronectiformes","Animalia","gbif","GBIF:2408726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Diaphus theta","Diaphus","Myctophidae","Actinopterygii","Myctophiformes","Animalia","gbif","GBIF:2406199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Engraulis mordax","Engraulis","Engraulidae","Actinopterygii","Clupeiformes","Animalia","gbif","GBIF:2414024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Sebastes aurora","Sebastes","Sebastidae","Actinopterygii","Scorpaeniformes","Animalia","gbif","GBIF:2335398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Cancer oregonensis","Cancer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Gymnocanthus galeatus","Gymnocanthus","Cottidae","Actinopterygii","Scorpaeniformes","Animalia","gbif","GBIF:2334013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Sardinops sagax","Sardinops","Clupeidae","Actinopterygii","Clupeiformes","Animalia","gbif","GBIF:2412583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Trachipterus altivelis","Trachipterus","Trachipteridae","Actinopterygii","Lampriformes","Animalia","gbif","GBIF:2400494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Fusitriton oregonensis","Fusitriton","Cymatiidae","Gastropoda","Littorinimorpha","Animalia","gbif","GBIF:2300808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Somateria spectabilis","Somateria","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Triglops scepticus","Triglops","Cottidae","Actinopterygii","Scorpaeniformes","Animalia","gbif","GBIF:2334046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Stenobrachius leucopsarus","Stenobrachius","Myctophidae","Actinopterygii","Myctophiformes","Animalia","gbif","GBIF:2405766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Glyptocephalus stelleri","Glyptocephalus","Pleuronectidae","Actinopterygii","Pleuronectiformes","Animalia","gbif","GBIF:5213991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Chauliodus macouni","Chauliodus","Stomiidae","Actinopterygii","Stomiiformes","Animalia","gbif","GBIF:5203199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Neptunea pribiloffensis","Neptunea","Buccinidae","Gastropoda","Neogastropoda","Animalia","gbif","GBIF:2304659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Boreogadus saida","Boreogadus","Gadidae","Actinopterygii","Gadiformes","Animalia","gbif","GBIF:2415752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Sebastes jordani","Sebastes","Sebastidae","Actinopterygii","Scorpaeniformes","Animalia","gbif","GBIF:2335495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Sebastes elongatus","Sebastes","Sebastidae","Actinopterygii","Scorpaeniformes","Animalia","gbif","GBIF:2335441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Pandalus platyceros","Pandalus","Pandalidae","Malacostraca","Decapoda","Animalia","gbif","GBIF:2222359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.0 - 200 mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Trachurus symmetricus","Trachurus","Carangidae","Actinopterygii","Perciformes","Animalia","gbif","GBIF:5210487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Neptunea lyrata","Neptunea","Buccinidae","Gastropoda","Neogastropoda","Animalia","gbif","GBIF:2304669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Cepphus grylle","Cepphus","Alcidae","Aves","Charadriiformes","Animalia","gbif","GBIF:2481312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Larus hyperboreus","Larus","Laridae","Aves","Charadriiformes","Animalia","gbif","GBIF:2481127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Larus fuscus","Larus","Laridae","Aves","Charadriiformes","Animalia","gbif","GBIF:2481174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Larus marinus","Larus","Laridae","Aves","Charadriiformes","Animalia","gbif","GBIF:2481172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Stercorarius longicaudus","Stercorarius","Stercorariidae","Aves","Charadriiformes","Animalia","gbif","GBIF:2481613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Phalaropus lobatus","Phalaropus","Scolopacidae","Aves","Charadriiformes","Animalia","gbif","GBIF:5739290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Fratercula arctica","Fratercula","Alcidae","Aves","Charadriiformes","Animalia","gbif","GBIF:2481353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Somateria mollissima","Somateria","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Calidris alba","Calidris","Scolopacidae","Aves","Charadriiformes","Animalia","gbif","GBIF:2481748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Clangula hyemalis","Clangula","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Gavia stellata","Gavia","Gaviidae","Aves","Gaviiformes","Animalia","gbif","GBIF:2481958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Melanitta fusca","Melanitta","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Phalaropus tricolor","Phalaropus","Scolopacidae","Aves","Charadriiformes","Animalia","gbif","GBIF:5229389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Alca torda","Alca","Alcidae","Aves","Charadriiformes","Animalia","gbif","GBIF:8277073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Morus bassanus","Morus","Sulidae","Aves","Suliformes","Animalia","gbif","GBIF:2480964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Sterna hirundo","Sterna","Laridae","Aves","Charadriiformes","Animalia","gbif","GBIF:9367409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Puffinus puffinus","Puffinus","Procellariidae","Aves","Procellariiformes","Animalia","gbif","GBIF:5229380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Melanitta nigra","Melanitta","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Gavia immer","Gavia","Gaviidae","Aves","Gaviiformes","Animalia","gbif","GBIF:2481962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Larus philadelphia","Larus","Laridae","Aves","Charadriiformes","Animalia","ncbi","NCBI:126714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Anas rubripes","Anas","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:9581438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Sterna dougallii","Sterna","Laridae","Aves","Charadriiformes","Animalia","gbif","GBIF:5229249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Phalacrocorax carbo","Phalacrocorax","Phalacrocoracidae","Aves","Suliformes","Animalia","gbif","GBIF:2481890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Bucephala albeola","Bucephala","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Calidris minutilla","Calidris","Scolopacidae","Aves","Charadriiformes","Animalia","gbif","GBIF:2481745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Larus delawarensis","Larus","Laridae","Aves","Charadriiformes","Animalia","gbif","GBIF:2481134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Larus atricilla","Larus",NA,NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Actitis macularia","Actitis",NA,NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Gallinago gallinago","Gallinago","Scolopacidae","Aves","Charadriiformes","Animalia","gbif","GBIF:2481819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Mergus serrator","Mergus","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Sterna forsteri","Sterna","Laridae","Aves","Charadriiformes","Animalia","gbif","GBIF:5229247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Anas platyrhynchos","Anas","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:9761484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Branta bernicla","Branta","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:5232446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Chlidonias niger","Chlidonias","Laridae","Aves","Charadriiformes","Animalia","gbif","GBIF:2481119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Branta canadensis","Branta","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:5232437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Larus californicus","Larus","Laridae","Aves","Charadriiformes","Animalia","gbif","GBIF:2481146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Lagenorhynchus obliquidens","Lagenorhynchus","Delphinidae","Mammalia","Cetacea","Animalia","gbif","GBIF:5220069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,">200 mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Limosa fedoa","Limosa","Scolopacidae","Aves","Charadriiformes","Animalia","gbif","GBIF:2481684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Numenius americanus","Numenius","Scolopacidae","Aves","Charadriiformes","Animalia","gbif","GBIF:2481794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Larus canus","Larus","Laridae","Aves","Charadriiformes","Animalia","gbif","GBIF:7982160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Podiceps nigricollis","Podiceps","Podicipedidae","Aves","Podicipediformes","Animalia","gbif","GBIF:2482065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Melanitta perspicillata","Melanitta","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Pluvialis squatarola","Pluvialis","Charadriidae","Aves","Charadriiformes","Animalia","gbif","GBIF:2480327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Gavia arctica","Gavia","Gaviidae","Aves","Gaviiformes","Animalia","gbif","GBIF:2481959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Aechmophorus occidentalis","Aechmophorus","Podicipedidae","Aves","Podicipediformes","Animalia","gbif","GBIF:2482033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Falco peregrinus","Falco","Falconidae","Aves","Falconiformes","Animalia","gbif","GBIF:2481047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
"Spizella breweri","Spizella","Emberizidae","Aves","Passeriformes","Animalia","gbif","GBIF:2492099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BioTIME_BodySize-0.1.1"
