reported_name,reported_name_fixed,scientificName,kingdom,phylum,class,order,family,db,db_code,ObservationType,Source,Field,DispersalDistance,Code,Database,Unit,Sex,Study duration (days),Comments
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,radio-tracking,Crook 2004,Maximum_dispersal_distance_(m),819.7,MaxDispersalDistance,Comte & Olden,m,NA,3.17,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4286975,mark-release-recapture,Osborne et al. 2009,Maximum_dispersal_distance_(m),75000,MaxDispersalDistance,Comte & Olden,m,NA,519,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Esox lucius,Esox lucius,Esox lucius,Animalia,Chordata,NA,Esociformes,Esocidae,gbif,GBIF:2346633,radio-tracking,Koed et al. 2006,Maximum_dispersal_distance_(m),10300,MaxDispersalDistance,Comte & Olden,m,NA,3,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Esox lucius,Esox lucius,Esox lucius,Animalia,Chordata,NA,Esociformes,Esocidae,gbif,GBIF:2346633,radio-tracking,Donnelly et al. 1998,Maximum_dispersal_distance_(m),8083.9,MaxDispersalDistance,Comte & Olden,m,NA,7.3,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Etheostoma flabellare,Etheostoma flabellare,Etheostoma flabellare,Animalia,Chordata,NA,Perciformes,Percidae,gbif,GBIF:2382246,mark-release-recapture,Mundahl & Ingersoll 1983,Maximum_dispersal_distance_(m),185.1,MaxDispersalDistance,Comte & Olden,m,NA,4.57,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Etheostoma flabellare,Etheostoma flabellare,Etheostoma flabellare,Animalia,Chordata,NA,Perciformes,Percidae,gbif,GBIF:2382246,mark-release-recapture,Roberts & Angermeier 2007,Maximum_dispersal_distance_(m),480,MaxDispersalDistance,Comte & Olden,m,NA,18.5,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Etheostoma fonticola,Etheostoma fonticola,Etheostoma fonticola,Animalia,Chordata,NA,Perciformes,Percidae,gbif,GBIF:2382361,mark-release-recapture,Dammeyer et al. 2013,Maximum_dispersal_distance_(m),95,MaxDispersalDistance,Comte & Olden,m,NA,37.33,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Etheostoma nigrum,Etheostoma nigrum,Etheostoma nigrum,Animalia,Chordata,NA,Perciformes,Percidae,gbif,GBIF:2382319,mark-release-recapture,Mundahl & Ingersoll 1983,Maximum_dispersal_distance_(m),109.3,MaxDispersalDistance,Comte & Olden,m,NA,4.57,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Etheostoma podostemone,Etheostoma podostemone,Etheostoma podostemone,Animalia,Chordata,NA,Perciformes,Percidae,gbif,GBIF:2382331,mark-release-recapture,Roberts & Angermeier 2007,Maximum_dispersal_distance_(m),228.2,MaxDispersalDistance,Comte & Olden,m,NA,18.5,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Fundulus notatus,Fundulus notatus,Fundulus notatus,Animalia,Chordata,NA,Cyprinodontiformes,Fundulidae,gbif,GBIF:5203690,mark-release-recapture,Alldredge et al. 2011,Maximum_dispersal_distance_(m),655.7,MaxDispersalDistance,Comte & Olden,m,NA,8.3,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Fundulus notatus,Fundulus notatus,Fundulus notatus,Animalia,Chordata,NA,Cyprinodontiformes,Fundulidae,gbif,GBIF:5203690,mark-release-recapture,Alldredge et al. 2011,Maximum_dispersal_distance_(m),1736,MaxDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Fundulus olivaceus,Fundulus olivaceus,Fundulus olivaceus,Animalia,Chordata,NA,Cyprinodontiformes,Fundulidae,gbif,GBIF:5203637,mark-release-recapture,Alldredge et al. 2011,Maximum_dispersal_distance_(m),37.35,MaxDispersalDistance,Comte & Olden,m,NA,8.3,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Gobio gobio,Gobio gobio,Gobio gobio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4409628,mark-release-recapture,Stott 1967,Maximum_dispersal_distance_(m),1920,MaxDispersalDistance,Comte & Olden,m,NA,5.08,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Gobio gobio,Gobio gobio,Gobio gobio,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4409628,mark-release-recapture,Stott 1967,Maximum_dispersal_distance_(m),1385,MaxDispersalDistance,Comte & Olden,m,NA,5.58,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Hemisorubim platyrhynchos,Hemisorubim platyrhynchos,Hemisorubim platyrhynchos,Animalia,Chordata,NA,Siluriformes,Pimelodidae,gbif,GBIF:2338702,mark-release-recapture,Makrakis et al. 2012,Maximum_dispersal_distance_(m),360000,MaxDispersalDistance,Comte & Olden,m,NA,166,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Hydrocynus vittatus,Hydrocynus vittatus,Hydrocynus vittatus,Animalia,Chordata,NA,Characiformes,Alestidae,gbif,GBIF:2356183,radio-tracking,Økland et al. 2005,Maximum_dispersal_distance_(m),7210,MaxDispersalDistance,Comte & Olden,m,NA,4.1,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Hypophthalmichthys nobilis,Hypophthalmichthys nobilis,Hypophthalmichthys nobilis,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:2362486,radio-tracking,Peters et al. 2006,Maximum_dispersal_distance_(m),56500,MaxDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lavinia exilicauda,Lavinia exilicauda,Lavinia exilicauda,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:5206009,radio-tracking,Jeffres et al. 2006,Maximum_dispersal_distance_(m),8127,MaxDispersalDistance,Comte & Olden,m,NA,2.08,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lefua echigonia,Lefua echigonia,Lefua echigonia,Animalia,Chordata,NA,Cypriniformes,Nemacheilidae,gbif,GBIF:2358858,mark-release-recapture,Mitsuo et al. 2013,Maximum_dispersal_distance_(m),150,MaxDispersalDistance,Comte & Olden,m,NA,365,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lefua echigonia,Lefua echigonia,Lefua echigonia,Animalia,Chordata,NA,Cypriniformes,Nemacheilidae,gbif,GBIF:2358858,mark-release-recapture,Mitsuo et al. 2013,Maximum_dispersal_distance_(m),475,MaxDispersalDistance,Comte & Olden,m,NA,122,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lefua echigonia,Lefua echigonia,Lefua echigonia,Animalia,Chordata,NA,Cypriniformes,Nemacheilidae,gbif,GBIF:2358858,mark-release-recapture,Mitsuo et al. 2013,Maximum_dispersal_distance_(m),300,MaxDispersalDistance,Comte & Olden,m,NA,61,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lefua echigonia,Lefua echigonia,Lefua echigonia,Animalia,Chordata,NA,Cypriniformes,Nemacheilidae,gbif,GBIF:2358858,mark-release-recapture,Mitsuo et al. 2013,Maximum_dispersal_distance_(m),500,MaxDispersalDistance,Comte & Olden,m,NA,365,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lefua echigonia,Lefua echigonia,Lefua echigonia,Animalia,Chordata,NA,Cypriniformes,Nemacheilidae,gbif,GBIF:2358858,mark-release-recapture,Mitsuo et al. 2013,Maximum_dispersal_distance_(m),225,MaxDispersalDistance,Comte & Olden,m,NA,122,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lepidomeda aliciae,Lepidomeda aliciae,Lepidomeda aliciae,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:2361903,mark-release-recapture,Rassmussen 2010,Maximum_dispersal_distance_(m),1000,MaxDispersalDistance,Comte & Olden,m,NA,730.5,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lepisosteus osseus,Lepisosteus osseus,Lepisosteus osseus,Animalia,Chordata,NA,Lepisosteiformes,Lepisosteidae,gbif,GBIF:2346701,radio-tracking,McGrath et al. 2012,Maximum_dispersal_distance_(m),74000,MaxDispersalDistance,Comte & Olden,m,NA,29.54,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lepomis auritus,Lepomis auritus,Lepomis auritus,Animalia,Chordata,NA,Perciformes,Centrarchidae,gbif,GBIF:2394491,mark-release-recapture,Skalski & Gilliam 2000,Maximum_dispersal_distance_(m),291,MaxDispersalDistance,Comte & Olden,m,NA,25,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lepomis auritus,Lepomis auritus,Lepomis auritus,Animalia,Chordata,NA,Perciformes,Centrarchidae,gbif,GBIF:2394491,mark-release-recapture,Freeman 1995,Maximum_dispersal_distance_(m),200,MaxDispersalDistance,Comte & Olden,m,NA,22.83,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lepomis cyanellus,Lepomis cyanellus,Lepomis cyanellus,Animalia,Chordata,NA,Perciformes,Centrarchidae,gbif,GBIF:2394494,mark-release-recapture,Smithson & Johnston 1999,Maximum_dispersal_distance_(m),453,MaxDispersalDistance,Comte & Olden,m,NA,30,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lepomis megalotis,Lepomis megalotis,Lepomis megalotis,Animalia,Chordata,NA,Perciformes,Centrarchidae,gbif,GBIF:2394510,mark-release-recapture,Berra & Gunning 1972,Maximum_dispersal_distance_(m),213.5,MaxDispersalDistance,Comte & Olden,m,NA,365.25,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lepomis megalotis,Lepomis megalotis,Lepomis megalotis,Animalia,Chordata,NA,Perciformes,Centrarchidae,gbif,GBIF:2394510,mark-release-recapture,Smithson & Johnston 1999,Maximum_dispersal_distance_(m),506,MaxDispersalDistance,Comte & Olden,m,NA,30,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Leporinus elongatus,Leporinus elongatus,Leporinus elongatus,Animalia,Chordata,NA,Characiformes,Anostomidae,gbif,GBIF:2355431,mark-release-recapture,Makrakis et al. 2012,Maximum_dispersal_distance_(m),565000,MaxDispersalDistance,Comte & Olden,m,NA,166,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Leporinus friderici,Leporinus friderici,Leporinus friderici,Animalia,Chordata,NA,Characiformes,Anostomidae,gbif,GBIF:2355324,mark-release-recapture,Makrakis et al. 2012,Maximum_dispersal_distance_(m),5000,MaxDispersalDistance,Comte & Olden,m,NA,166,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Leporinus obtusidens,Leporinus obtusidens,Leporinus obtusidens,Animalia,Chordata,NA,Characiformes,Anostomidae,gbif,GBIF:2355367,mark-release-recapture,Makrakis et al. 2012,Maximum_dispersal_distance_(m),10000,MaxDispersalDistance,Comte & Olden,m,NA,166,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Leuciscus idus,Leuciscus idus,Leuciscus idus,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4409643,radio-tracking,Kulíšková et al. 2009,Maximum_dispersal_distance_(m),19000,MaxDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Leuciscus idus,Leuciscus idus,Leuciscus idus,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:4409643,radio-tracking,Winter & Fredrich 2003,Maximum_dispersal_distance_(m),160856.69,MaxDispersalDistance,Comte & Olden,m,NA,94.7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lota lota,Lota lota,Lota lota,Animalia,Chordata,NA,Gadiformes,Lotidae,gbif,GBIF:2415460,radio-tracking,Slavík et al. 2005,Maximum_dispersal_distance_(m),9100,MaxDispersalDistance,Comte & Olden,m,NA,7,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Lota lota,Lota lota,Lota lota,Animalia,Chordata,NA,Gadiformes,Lotidae,gbif,GBIF:2415460,radio-tracking,Paragamian & Wakkinen 2008,Maximum_dispersal_distance_(m),67100,MaxDispersalDistance,Comte & Olden,m,NA,621,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Maccullochella macquariensis,Maccullochella macquariensis,Maccullochella macquariensis,Animalia,Chordata,NA,Perciformes,Percichthyidae,gbif,GBIF:2380475,radio-tracking,Jones & Stuart 2007,Maximum_dispersal_distance_(m),865,MaxDispersalDistance,Comte & Olden,m,NA,2.5,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Maccullochella macquariensis,Maccullochella macquariensis,Maccullochella macquariensis,Animalia,Chordata,NA,Perciformes,Percichthyidae,gbif,GBIF:2380475,radio-tracking,Ebner & Thiem 2009,Maximum_dispersal_distance_(m),15000,MaxDispersalDistance,Comte & Olden,m,NA,24.73,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Maccullochella macquariensis,Maccullochella macquariensis,Maccullochella macquariensis,Animalia,Chordata,NA,Perciformes,Percichthyidae,gbif,GBIF:2380475,radio-tracking,Simpson & Mapleston 2002,Maximum_dispersal_distance_(m),35000,MaxDispersalDistance,Comte & Olden,m,NA,30,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Macquaria ambigua,Macquaria ambigua,Macquaria ambigua,Animalia,Chordata,NA,Perciformes,Percichthyidae,gbif,GBIF:5209327,radio-tracking,Crook 2004,Maximum_dispersal_distance_(m),4791,MaxDispersalDistance,Comte & Olden,m,NA,4.31,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Micropterus dolomieu,Micropterus dolomieu,Micropterus dolomieu,Animalia,Chordata,NA,Perciformes,Centrarchidae,gbif,GBIF:5211250,radio-tracking,Altnea 2003,Maximum_dispersal_distance_(m),29441.7,MaxDispersalDistance,Comte & Olden,m,NA,3.84,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Micropterus dolomieu,Micropterus dolomieu,Micropterus dolomieu,Animalia,Chordata,NA,Perciformes,Centrarchidae,gbif,GBIF:5211250,radio-tracking,Hafs et al. 2010,Maximum_dispersal_distance_(m),3860,MaxDispersalDistance,Comte & Olden,m,NA,162,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Micropterus dolomieu,Micropterus dolomieu,Micropterus dolomieu,Animalia,Chordata,NA,Perciformes,Centrarchidae,gbif,GBIF:5211250,mark-release-recapture,Brown 1961,Maximum_dispersal_distance_(m),30577.46,MaxDispersalDistance,Comte & Olden,m,NA,449.03,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Micropterus dolomieu,Micropterus dolomieu,Micropterus dolomieu,Animalia,Chordata,NA,Perciformes,Centrarchidae,gbif,GBIF:5211250,mark-release-recapture,Fajan 1962,Maximum_dispersal_distance_(m),867,MaxDispersalDistance,Comte & Olden,m,NA,326.35,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Micropterus dolomieu,Micropterus dolomieu,Micropterus dolomieu,Animalia,Chordata,NA,Perciformes,Centrarchidae,gbif,GBIF:5211250,radio-tracking,Westhoff et al. 2016,Maximum_dispersal_distance_(m),42500,MaxDispersalDistance,Comte & Olden,m,NA,14,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Micropterus salmoides,Micropterus salmoides,Micropterus salmoides,Animalia,Chordata,NA,Perciformes,Centrarchidae,gbif,GBIF:2394563,radio-tracking,Paller et al. 2005,Maximum_dispersal_distance_(m),35430,MaxDispersalDistance,Comte & Olden,m,NA,14,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Morone saxatilis,Morone saxatilis,Morone saxatilis,Animalia,Chordata,NA,Perciformes,Moronidae,gbif,GBIF:2394612,mark-release-recapture,Nichols & Miller 1967,Maximum_dispersal_distance_(m),74029.64,MaxDispersalDistance,Comte & Olden,m,NA,24.4,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Morone saxatilis,Morone saxatilis,Morone saxatilis,Animalia,Chordata,NA,Perciformes,Moronidae,gbif,GBIF:2394612,mark-release-recapture,Nichols & Miller 1967,Maximum_dispersal_distance_(m),28968.12,MaxDispersalDistance,Comte & Olden,m,NA,706,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Morone saxatilis,Morone saxatilis,Morone saxatilis,Animalia,Chordata,NA,Perciformes,Moronidae,gbif,GBIF:2394612,mark-release-recapture,Nichols & Miller 1967,Maximum_dispersal_distance_(m),160934,MaxDispersalDistance,Comte & Olden,m,NA,341.75,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Morone saxatilis,Morone saxatilis,Morone saxatilis,Animalia,Chordata,NA,Perciformes,Moronidae,gbif,GBIF:2394612,mark-release-recapture,Nichols & Miller 1967,Maximum_dispersal_distance_(m),38624.16,MaxDispersalDistance,Comte & Olden,m,NA,759,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Morone saxatilis,Morone saxatilis,Morone saxatilis,Animalia,Chordata,NA,Perciformes,Moronidae,gbif,GBIF:2394612,mark-release-recapture,Nichols & Miller 1967,Maximum_dispersal_distance_(m),233354.3,MaxDispersalDistance,Comte & Olden,m,NA,45.13,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Morone saxatilis,Morone saxatilis,Morone saxatilis,Animalia,Chordata,NA,Perciformes,Moronidae,gbif,GBIF:2394612,mark-release-recapture,Nichols & Miller 1967,Maximum_dispersal_distance_(m),846512.84,MaxDispersalDistance,Comte & Olden,m,NA,400.44,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Morone saxatilis,Morone saxatilis,Morone saxatilis,Animalia,Chordata,NA,Perciformes,Moronidae,gbif,GBIF:2394612,mark-release-recapture,Wooley & Crateau 1983,Maximum_dispersal_distance_(m),346000,MaxDispersalDistance,Comte & Olden,m,NA,121.75,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Morone saxatilis,Morone saxatilis,Morone saxatilis,Animalia,Chordata,NA,Perciformes,Moronidae,gbif,GBIF:2394612,mark-release-recapture,Nichols & Miller 1967,Maximum_dispersal_distance_(m),193120.8,MaxDispersalDistance,Comte & Olden,m,NA,865.33,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Morone saxatilis,Morone saxatilis,Morone saxatilis,Animalia,Chordata,NA,Perciformes,Moronidae,gbif,GBIF:2394612,mark-release-recapture,Nichols & Miller 1967,Maximum_dispersal_distance_(m),141621.92,MaxDispersalDistance,Comte & Olden,m,NA,1621,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Morone saxatilis,Morone saxatilis,Morone saxatilis,Animalia,Chordata,NA,Perciformes,Moronidae,gbif,GBIF:2394612,mark-release-recapture,Nichols & Miller 1967,Maximum_dispersal_distance_(m),659829.4,MaxDispersalDistance,Comte & Olden,m,NA,486.5,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Mylopharodon conocephalus,Mylopharodon conocephalus,Mylopharodon conocephalus,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:2360262,mark-release-recapture,Grant & Maslin 1999,Maximum_dispersal_distance_(m),1023,MaxDispersalDistance,Comte & Olden,m,NA,77,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Nocomis leptocephalus,Nocomis leptocephalus,Nocomis leptocephalus,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:2365439,mark-release-recapture,Skalski & Gilliam 2000,Maximum_dispersal_distance_(m),328,MaxDispersalDistance,Comte & Olden,m,NA,25,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Nocomis leptocephalus,Nocomis leptocephalus,Nocomis leptocephalus,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:2365439,mark-release-recapture,Albanese et al. 2003,Maximum_dispersal_distance_(m),1144,MaxDispersalDistance,Comte & Olden,m,NA,42,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Notropis lutipinnis,Notropis lutipinnis,Notropis lutipinnis,Animalia,Chordata,NA,Cypriniformes,Cyprinidae,gbif,GBIF:2362319,mark-release-recapture,Goforth & Foltz 1998,Maximum_dispersal_distance_(m),521,MaxDispersalDistance,Comte & Olden,m,NA,30,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Oncorhynchus clarkii,Oncorhynchus clarkii,Oncorhynchus clarkii,Animalia,Chordata,NA,Salmoniformes,Salmonidae,gbif,GBIF:5711980,mark-release-recapture,Skyfield & Grossman 2008,Maximum_dispersal_distance_(m),58,MaxDispersalDistance,Comte & Olden,m,NA,5,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Oncorhynchus clarkii,Oncorhynchus clarkii,Oncorhynchus clarkii,Animalia,Chordata,NA,Salmoniformes,Salmonidae,gbif,GBIF:5711980,radio-tracking,Bryant et al. 2009,Maximum_dispersal_distance_(m),520,MaxDispersalDistance,Comte & Olden,m,NA,91.25,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Oncorhynchus clarkii,Oncorhynchus clarkii,Oncorhynchus clarkii,Animalia,Chordata,NA,Salmoniformes,Salmonidae,gbif,GBIF:5711980,mark-release-recapture,Bjornn & Mallet 1964,Maximum_dispersal_distance_(m),128747.2,MaxDispersalDistance,Comte & Olden,m,NA,730.5,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Oncorhynchus clarkii,Oncorhynchus clarkii,Oncorhynchus clarkii,Animalia,Chordata,NA,Salmoniformes,Salmonidae,gbif,GBIF:5711980,mark-release-recapture,Gresswell & Hendricks 2007,Maximum_dispersal_distance_(m),1526,MaxDispersalDistance,Comte & Olden,m,NA,2.46,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Oncorhynchus clarkii,Oncorhynchus clarkii,Oncorhynchus clarkii,Animalia,Chordata,NA,Salmoniformes,Salmonidae,gbif,GBIF:5711980,mark-release-recapture,Hilderbrand & Kershner 2000,Maximum_dispersal_distance_(m),3292,MaxDispersalDistance,Comte & Olden,m,NA,335,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Oncorhynchus clarkii,Oncorhynchus clarkii,Oncorhynchus clarkii,Animalia,Chordata,NA,Salmoniformes,Salmonidae,gbif,GBIF:5711980,radio-tracking,Starcevich 2005,Maximum_dispersal_distance_(m),393,MaxDispersalDistance,Comte & Olden,m,NA,193,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Oncorhynchus clarkii,Oncorhynchus clarkii,Oncorhynchus clarkii,Animalia,Chordata,NA,Salmoniformes,Salmonidae,gbif,GBIF:5711980,radio-tracking,Starcevich 2005,Maximum_dispersal_distance_(m),322,MaxDispersalDistance,Comte & Olden,m,NA,202,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Oncorhynchus clarkii,Oncorhynchus clarkii,Oncorhynchus clarkii,Animalia,Chordata,NA,Salmoniformes,Salmonidae,gbif,GBIF:5711980,radio-tracking,Starcevich 2005,Maximum_dispersal_distance_(m),1378,MaxDispersalDistance,Comte & Olden,m,NA,80,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Oncorhynchus clarkii,Oncorhynchus clarkii,Oncorhynchus clarkii,Animalia,Chordata,NA,Salmoniformes,Salmonidae,gbif,GBIF:5711980,radio-tracking,Starcevich 2005,Maximum_dispersal_distance_(m),3389,MaxDispersalDistance,Comte & Olden,m,NA,86,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Oncorhynchus clarkii,Oncorhynchus clarkii,Oncorhynchus clarkii,Animalia,Chordata,NA,Salmoniformes,Salmonidae,gbif,GBIF:5711980,radio-tracking,Starcevich 2005,Maximum_dispersal_distance_(m),1138,MaxDispersalDistance,Comte & Olden,m,NA,59,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
Oncorhynchus clarkii,Oncorhynchus clarkii,Oncorhynchus clarkii,Animalia,Chordata,NA,Salmoniformes,Salmonidae,gbif,GBIF:5711980,radio-tracking,Starcevich 2005,Maximum_dispersal_distance_(m),3771,MaxDispersalDistance,Comte & Olden,m,NA,62,study duration is species-specific based on tracking or mark-recapture; STUDY DURATION IS MEAN TIME BETWEEN SIGHTINGS
