reported_name,reported_name_fixed,scientificName,kingdom,phylum,class,order,family,db,db_code,ObservationType,Source,Field,DispersalDistance,Code,Database,Unit,Sex,Study duration (days),Comments
Sorex araneus,Sorex araneus,Sorex araneus,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,gbif,GBIF:8316400,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),869,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Otospermophilus beecheyi,Otospermophilus beecheyi,Otospermophilus beecheyi,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:8080937,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),1440,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Urocitellus beldingi,Urocitellus beldingi,Urocitellus beldingi,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:8428945,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),328,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Urocitellus leucopus,Urocitellus leucopus,NA,NA,NA,NA,NA,NA,NA,NA,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),515,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Urocitellus richardsonii,Urocitellus richardsonii,Urocitellus richardsonii,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:7905336,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),975,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Ictidomys tridecemlineatus,Ictidomys tridecemlineatus,Ictidomys tridecemlineatus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:7994322,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),239,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Sphyrna lewini,Sphyrna lewini,Sphyrna lewini,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,gbif,GBIF:2418789,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),1670000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Sphyrna mokarran,Sphyrna mokarran,Sphyrna mokarran,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,gbif,GBIF:2418792,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),1180000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Sphyrna tiburo,Sphyrna tiburo,Sphyrna tiburo,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,gbif,GBIF:2418800,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),343000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Sphyrna zygaena,Sphyrna zygaena,Sphyrna zygaena,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,gbif,GBIF:2418794,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),1120000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Spilotes pullatus,Spilotes pullatus,Spilotes pullatus,Animalia,Chordata,Squamata,NA,Colubridae,gbif,GBIF:9195230,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),45,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Spirostomum,Spirostomum,NA,NA,NA,NA,NA,NA,NA,NA,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),7,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Spodoptera exigua,Spodoptera exigua,Spodoptera exigua,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,gbif,GBIF:8352161,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),3230000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Squalus acanthias,Squalus acanthias,Squalus acanthias,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,gbif,GBIF:5216368,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),8700000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Squalus megalops,Squalus megalops,Squalus megalops,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,gbif,GBIF:5216351,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),39000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Stagnicola elodes,Stagnicola elodes,Ladislavella elodes,Animalia,Mollusca,Gastropoda,NA,Lymnaeidae,gbif,GBIF:7823183,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),10000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Stegonotus cucullatus,Stegonotus cucullatus,Stegonotus cucullatus,Animalia,Chordata,Squamata,NA,Colubridae,gbif,GBIF:5959557,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),400,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Sternotherus odoratus,Sternotherus odoratus,Sternotherus odoratus,Animalia,Chordata,Testudines,NA,Kinosternidae,gbif,GBIF:5220393,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),11,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Stipa comata,Stipa comata,Stipa comata,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:2704464,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),100,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Storeria dekayi,Storeria dekayi,Storeria dekayi,Animalia,Chordata,Squamata,NA,Colubridae,gbif,GBIF:9056579,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),197,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Streptopelia turtur,Streptopelia turtur,Streptopelia turtur,Animalia,Chordata,Aves,Columbiformes,Columbidae,gbif,GBIF:2495708,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),30400,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Streptopelia decaocto,Streptopelia decaocto,Streptopelia decaocto,Animalia,Chordata,Aves,Columbiformes,Columbidae,gbif,GBIF:2495696,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),59900,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Strix aluco,Strix aluco,Strix aluco,Animalia,Chordata,Aves,Strigiformes,Strigidae,gbif,GBIF:9282206,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),35300,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Strix nebulosa,Strix nebulosa,Strix nebulosa,Animalia,Chordata,Aves,Strigiformes,Strigidae,gbif,GBIF:2497522,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),50000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Strix occidentalis,Strix occidentalis,Strix occidentalis,Animalia,Chordata,Aves,Strigiformes,Strigidae,gbif,GBIF:2497487,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),87400,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Sturnus vulgaris,Sturnus vulgaris,Sturnus vulgaris,Animalia,Chordata,Aves,Passeriformes,Sturnidae,gbif,GBIF:9809229,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),65700,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Sylvia atricapilla,Sylvia atricapilla,Sylvia atricapilla,Animalia,Chordata,Aves,Passeriformes,Sylviidae,gbif,GBIF:2492956,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),117000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Sylvia communis,Sylvia communis,Sylvia communis,Animalia,Chordata,Aves,Passeriformes,Sylviidae,gbif,GBIF:2492943,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),52400,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Sylvia curruca,Sylvia curruca,Sylvia curruca,Animalia,Chordata,Aves,Passeriformes,Sylviidae,gbif,GBIF:2492960,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),80900,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Sylvilagus bachmani,Sylvilagus bachmani,Sylvilagus bachmani,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,gbif,GBIF:2436846,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),352,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Sylvilagus floridanus,Sylvilagus floridanus,Sylvilagus floridanus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,gbif,GBIF:2436886,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),3900,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Syrphus ribessii,Syrphus ribessii,Syrphus ribesii,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,gbif,GBIF:1537266,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),1290000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Eleutherodactylus marnockii,Eleutherodactylus marnockii,Eleutherodactylus marnockii,Animalia,Chordata,Amphibia,Anura,Eleutherodactylidae,gbif,GBIF:2424267,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),380,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:2437282,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),600,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Taricha rivularis,Taricha rivularis,Taricha rivularis,Animalia,Chordata,Amphibia,Caudata,Salamandridae,gbif,GBIF:2431916,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),12900,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Taxidea taxus,Taxidea taxus,Taxidea taxus,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,gbif,GBIF:2434102,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),110000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Taxodium distichum,Taxodium distichum,Taxodium distichum,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,gbif,GBIF:2684191,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),1800,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Terminalia amazonica,Terminalia amazonica,Terminalia amazonica,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,gbif,GBIF:8153963,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),335,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Thalassia hemprichii,Thalassia hemprichii,Thalassia hemprichii,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,gbif,GBIF:5329593,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),73500,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Thamnophis butleri,Thamnophis butleri,Thamnophis butleri,Animalia,Chordata,Squamata,NA,Colubridae,gbif,GBIF:2457520,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),130,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Thamnophis ordinoides,Thamnophis ordinoides,Thamnophis ordinoides,Animalia,Chordata,Squamata,NA,Colubridae,gbif,GBIF:2457636,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),43,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Thamnophis sauritus,Thamnophis sauritus,Thamnophis saurita,Animalia,Chordata,Squamata,NA,Colubridae,gbif,GBIF:2457577,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),94,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Thamnophis sirtalis,Thamnophis sirtalis,Thamnophis sirtalis,Animalia,Chordata,Squamata,NA,Colubridae,gbif,GBIF:2457522,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),8300,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Thomomys bottae,Thomomys bottae,Thomomys bottae,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,gbif,GBIF:2439385,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),300,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Toxostoma curvirostre,Toxostoma curvirostre,Toxostoma curvirostre,Animalia,Chordata,Aves,Passeriformes,Mimidae,gbif,GBIF:5231688,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),30000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Trachemys scripta,Trachemys scripta,Trachemys scripta,Animalia,Chordata,Testudines,NA,Emydidae,gbif,GBIF:2443002,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),1600,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Tragopogon porrifolius,Tragopogon porrifolius,Tragopogon porrifolius,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:5386938,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),5.77,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Triaenodon obesus,Triaenodon obesus,Triaenodon obesus,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,gbif,GBIF:2418054,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),3000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Triakis megalopterus,Triakis megalopterus,Triakis megalopterus,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,gbif,GBIF:2418377,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),1070000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Triakis semifasciata,Triakis semifasciata,Triakis semifasciata,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,gbif,GBIF:2418369,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),140000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Trichosurus vulpecula,Trichosurus vulpecula,Trichosurus vulpecula,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,gbif,GBIF:2440254,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),12800,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Trifolium dubium,Trifolium dubium,Trifolium dubium,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,gbif,GBIF:5359429,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),10,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Troglodytes troglodytes,Troglodytes troglodytes,Troglodytes troglodytes,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,gbif,GBIF:5231438,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),38300,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Turdus merula,Turdus merula,Turdus merula,Animalia,Chordata,Aves,Passeriformes,Turdidae,gbif,GBIF:2490719,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),355000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Turdus philomelos,Turdus philomelos,Turdus philomelos,Animalia,Chordata,Aves,Passeriformes,Turdidae,gbif,GBIF:7901064,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),50200,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Turdus viscivorus,Turdus viscivorus,Turdus viscivorus,Animalia,Chordata,Aves,Passeriformes,Turdidae,gbif,GBIF:2490774,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),43100,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Tursiops truncatus,Tursiops truncatus,Tursiops truncatus,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,gbif,GBIF:2440447,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),1.00E+06,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Tympanuchus cupido,Tympanuchus cupido,Tympanuchus cupido,Animalia,Chordata,Aves,Galliformes,Phasianidae,gbif,GBIF:2473510,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),10800,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Tyto alba,Tyto alba,Tyto alba,Animalia,Chordata,Aves,Strigiformes,Tytonidae,gbif,GBIF:2497921,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),97100,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Animalia,Chordata,Mammalia,Carnivora,Canidae,gbif,GBIF:2434566,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),83700,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Uronema,Uronema,NA,NA,NA,NA,NA,NA,NA,NA,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),32,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Ursus americanus,Ursus americanus,Ursus americanus,Animalia,Chordata,Mammalia,Carnivora,Ursidae,gbif,GBIF:2433407,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),219000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Ursus americanus,Ursus americanus,Ursus americanus,Animalia,Chordata,Mammalia,Carnivora,Ursidae,gbif,GBIF:2433407,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),225000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Ursus arctos,Ursus arctos,Ursus arctos,Animalia,Chordata,Mammalia,Carnivora,Ursidae,gbif,GBIF:2433433,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),134000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Vampyrellidae,Vampyrellidae,NA,NA,NA,NA,NA,NA,NA,NA,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),64,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Varanus varius,Varanus varius,Varanus varius,Animalia,Chordata,Squamata,NA,Varanidae,gbif,GBIF:2470715,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),1800,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Viola odorata,Viola odorata,Viola odorata,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,gbif,GBIF:5331181,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),50,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Viola spp.,Viola spp.,NA,NA,NA,NA,NA,NA,NA,NA,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),1.5,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Viola striata,Viola striata,Viola striata,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,gbif,GBIF:5331184,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),3.3,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Vipera berus,Vipera berus,Vipera berus,Animalia,Chordata,Squamata,NA,Viperidae,gbif,GBIF:5960862,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),1300,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Vireo griseus,Vireo griseus,Vireo griseus,Animalia,Chordata,Aves,Passeriformes,Vireonidae,gbif,GBIF:2487413,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),20000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Vorticella,Vorticella,NA,NA,NA,NA,NA,NA,NA,NA,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),64,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Vouacapoua americana,Vouacapoua americana,Vouacapoua americana,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,gbif,GBIF:2940383,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),50,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Animalia,Chordata,Mammalia,Carnivora,Canidae,gbif,GBIF:5219243,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),395000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Vulpia fasciculata,Vulpia fasciculata,Festuca fasciculata,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:4124456,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),0.921,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Xiphias gladius,Xiphias gladius,Xiphias gladius,Animalia,Chordata,NA,Perciformes,Xiphiidae,gbif,GBIF:2397850,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),3050000,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Zenaida macroura,Zenaida macroura,Zenaida macroura,Animalia,Chordata,Aves,Columbiformes,Columbidae,gbif,GBIF:2495347,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),4800,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Zonotrichia leucophrys,Zonotrichia leucophrys,Zonotrichia leucophrys,Animalia,Chordata,Aves,Passeriformes,Emberizidae,gbif,GBIF:5231132,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),2600,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Zostera marina,Zostera marina,Zostera marina,Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,gbif,GBIF:2863967,individual dispersal distance,NA,Max._Indiv._Dispersal_Distance_(m),200,MaxDispersalDistance,Jenkins et al. 2007,m,NA,,could not find the data
Acer negundo,Acer negundo,Acer negundo,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,gbif,GBIF:3189866,seed/plant dispersal (field),"S�umel I, Kowarik I. Urban rivers as dispersal corridors for primarily wind-dispersed invasive tree species. Landscape and Urban Planning. 2010;94:244-249",Mean.dispersal.distance.m.,541.0342084,MeanDispersalDistance,Flores et al. 2013,m,NA,,seed dispersal
Acer platanoides,Acer platanoides,Acer platanoides,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,gbif,GBIF:3189846,seed/plant dispersal (field),"Martin PH, Canham CD. Dispersal and recruitment limitation in native versus exotic tree species: life-history strategies and Janzen-Connell effects. Oikos. 2010;119(5):807-824",Mean.dispersal.distance.m.,5.5,MeanDispersalDistance,Flores et al. 2013,m,NA,,seed dispersal
Aegilops triuncialis,Aegilops triuncialis,Aegilops triuncialis,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:5289793,seed/plant dispersal (field),Thomson DM. Do source-sink dynamics promote the spread of an invasive grass into a novel habitat? Ecology. 2007;88(12):3126-3134,Mean.dispersal.distance.m.,0.4,MeanDispersalDistance,Flores et al. 2013,m,NA,,seed dispersal
Ailanthus altissima,Ailanthus altissima,Ailanthus altissima,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,gbif,GBIF:3190653,seed/plant dispersal (field),"Landenberger RE, Kota NL, McGraw JB. Seed dispersal of the non-native invasive tree Ailanthus altissima into contrasting environments. Plant Ecology. 2006;192(1):55-70",Mean.dispersal.distance.m.,30.73,MeanDispersalDistance,Flores et al. 2013,m,NA,,seed dispersal
Ailanthus altissima,Ailanthus altissima,Ailanthus altissima,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,gbif,GBIF:3190653,seed/plant dispersal (field),"Martin PH, Canham CD. Dispersal and recruitment limitation in native versus exotic tree species: life-history strategies and Janzen-Connell effects. Oikos. 2010;119(5):807-824",Mean.dispersal.distance.m.,13.5,MeanDispersalDistance,Flores et al. 2013,m,NA,,seed dispersal
Ailanthus altissima,Ailanthus altissima,Ailanthus altissima,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,gbif,GBIF:3190653,seed/plant dispersal (field),"Kaproth MA, Mcgraw JB. Seed Viability and Dispersal of the Wind-Dispersed Invasive Ailanthus altissima in Aqueous Environments. Forest Science. 2008;54(5):490-496",Mean.dispersal.distance.m.,4050,MeanDispersalDistance,Flores et al. 2013,m,NA,,seed dispersal
Ailanthus altissima,Ailanthus altissima,Ailanthus altissima,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,gbif,GBIF:3190653,seed/plant dispersal (field),"S�umel I, Kowarik I. Urban rivers as dispersal corridors for primarily wind-dispersed invasive tree species. Landscape and Urban Planning. 2010;94:244-249",Mean.dispersal.distance.m.,543.8857023,MeanDispersalDistance,Flores et al. 2013,m,NA,,seed dispersal
Annona glabra,Annona glabra,Annona glabra,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,gbif,GBIF:5407100,seed/plant dispersal (field),"Westcott DA, Setter M, Bradford MG, McKeown A, Setter S. Cassowary dispersal of the invasive pond apple in a tropical rainforest: the contribution of subordinate dispersal modes in invasion. Diversity and Distributions. 2008;14(2):432-439",Mean.dispersal.distance.m.,605,MeanDispersalDistance,Flores et al. 2013,m,NA,,seed dispersal
Avena fatua,Avena fatua,Avena fatua,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:2705297,seed/plant dispersal (field),"Shirtliffe SJ, Entz MH. Chaff collection reduces seed dispersal of wild oat (Avena fatua) by a combine harvester. Weed Science. 2005;53(4):465-470",Mean.dispersal.distance.m.,27.1245,MeanDispersalDistance,Flores et al. 2013,m,NA,,seed dispersal
Banksia ericifolia,Banksia ericifolia,Banksia ericifolia,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,gbif,GBIF:7124454,seed/plant dispersal (field),"Honig M A, Cowling RM, Richardson DM. The invasive potential of Australian banksias in South African fynbos: A comparison of the reproductive potential of Banksia ericifolia and Leucadendron laureolum. Austral Ecology. 1992;17(3):305-314",Mean.dispersal.distance.m.,7.6,MeanDispersalDistance,Flores et al. 2013,m,NA,,seed dispersal
Berberis darwinii,Berberis darwinii,Berberis darwinii,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,gbif,GBIF:3033905,seed/plant dispersal (field),"McAlpine KG, Jesson LK. Linking seed dispersal, germination and seedling recruitment in the invasive species Berberis darwinii (Darwin�s barberry). Plant Ecology. 2008;197:119-129",Mean.dispersal.distance.m.,75.46,MeanDispersalDistance,Flores et al. 2013,m,NA,,seed dispersal
Carduus acanthoides,Carduus acanthoides,Carduus acanthoides,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3114643,seed/plant dispersal (field),"Feldman SR, Lewis JP. Output and dispersal of propagules of Carduus acanthoides L. Weed Research. 1990;30:3:161-169",Mean.dispersal.distance.m.,1.21,MeanDispersalDistance,Flores et al. 2013,m,NA,,seed dispersal
