"X","SpeciesChecked","Taxa","Group","BodyLength","Database","Field","Unit","Code","Comment","kingdom","phylum","class","order","family","genus","species","new_name","group","temp","valid_species_name","SpeciesChecked.1","spnameoriginal"
"17826","Aracana aurita","Aracana aurita","Animalia","200","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Aracanidae","Aracana","aurita","Aracana_aurita","vertebrate","ectotherme","yes","Aracana aurita","Aracana_aurita"
"17827","Dactylophora nigricans","Dactylophora nigricans","Animalia","1200","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Centrarchiformes","Cheilodactylidae","Dactylophora","nigricans","Dactylophora_nigricans","vertebrate","ectotherme","yes","Dactylophora nigricans","Dactylophora_nigricans"
"17828","Diodon nicthemerus","Diodon nicthemerus","Animalia","400","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Diodontidae","Diodon","nicthemerus","Diodon_nicthemerus","vertebrate","ectotherme","yes","Diodon nicthemerus","Diodon_nicthemerus"
"17832","Eubalichthys gunnii","Eubalichthys gunnii","Animalia","600","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Eubalichthys","gunnii","Eubalichthys_gunnii","vertebrate","ectotherme","yes","Eubalichthys gunnii","Eubalichthys_gunnii"
"17855","Siphamia cephalotes","Siphamia cephalotes","Animalia","50","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae","Siphamia","cephalotes","Siphamia_cephalotes","vertebrate","ectotherme","yes","Siphamia cephalotes","Siphamia_cephalotes"
"17862","Meuschenia freycineti","Meuschenia freycineti","Animalia","600","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","freycineti","Meuschenia_freycineti","vertebrate","ectotherme","yes","Meuschenia freycineti","Meuschenia_freycineti"
"17892","Atypichthys strigatus","Atypichthys strigatus","Animalia","215","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Centrarchiformes","Kyphosidae","Atypichthys","strigatus","Atypichthys_strigatus","vertebrate","ectotherme","yes","Atypichthys strigatus","Atypichthys_strigatus"
"17903","Parma microlepis","Parma microlepis","Animalia","140","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Parma","microlepis","Parma_microlepis","vertebrate","ectotherme","yes","Parma microlepis","Parma_microlepis"
"17907","Scorpis lineolata","Scorpis lineolata","Animalia","300","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Centrarchiformes","Kyphosidae","Scorpis","lineolata","Scorpis_lineolata","vertebrate","ectotherme","yes","Scorpis lineolata","Scorpis_lineolata"
"17921","Chromis hypsilepis","Chromis hypsilepis","Animalia","160","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","hypsilepis","Chromis_hypsilepis","vertebrate","ectotherme","yes","Chromis hypsilepis","Chromis_hypsilepis"
"17946","Meuschenia australis","Meuschenia australis","Animalia","300","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","australis","Meuschenia_australis","vertebrate","ectotherme","yes","Meuschenia australis","Meuschenia_australis"
"17947","Neoodax balteatus","Neoodax balteatus","Animalia","140","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Labriformes","Odacidae","Neoodax","balteatus","Neoodax_balteatus","vertebrate","ectotherme","yes","Neoodax balteatus","Neoodax_balteatus"
"17953","Girella elevata","Girella elevata","Animalia","620","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Centrarchiformes","Kyphosidae","Girella","elevata","Girella_elevata","vertebrate","ectotherme","yes","Girella elevata","Girella_elevata"
"17964","Urolophus paucimaculatus","Urolophus paucimaculatus","Animalia","570","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Chondrichthyes","Myliobatiformes","Urolophidae","Urolophus","paucimaculatus","Urolophus_paucimaculatus","vertebrate","ectotherme","yes","Urolophus paucimaculatus","Urolophus_paucimaculatus"
"17994","Pentaceropsis recurvirostris","Pentaceropsis recurvirostris","Animalia","500","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Pempheriformes","Pentacerotidae","Pentaceropsis","recurvirostris","Pentaceropsis_recurvirostris","vertebrate","ectotherme","yes","Pentaceropsis recurvirostris","Pentaceropsis_recurvirostris"
"18032","Acanthaluteres spilomelanurus","Acanthaluteres spilomelanurus","Animalia","140","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","spilomelanurus","Acanthaluteres_spilomelanurus","vertebrate","ectotherme","yes","Acanthaluteres spilomelanurus","Acanthaluteres_spilomelanurus"
"18090","Heliocidaris erythrogramma","Heliocidaris erythrogramma","Animalia","68.5","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Echinodermata","Echinoidea","Echinoida","Echinometridae","Heliocidaris","erythrogramma","Heliocidaris_erythrogramma","other.animal","ectotherme","yes","Heliocidaris erythrogramma","Heliocidaris_erythrogramma"
"18146","Charonia lampas","Charonia lampas","Animalia","255","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Mollusca","Gastropoda","Incertae.Gastropoda","Ranellidae","Charonia","lampas","Charonia_lampas","other.animal","ectotherme","yes","Charonia lampas","Charonia_lampas"
"18193","Centrostephanus rodgersii","Centrostephanus rodgersii","Animalia","65.1428571428571","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Echinodermata","Echinoidea","Diadematoida","Diadematidae","Centrostephanus","rodgersii","Centrostephanus_rodgersii","other.animal","ectotherme","yes","Centrostephanus rodgersii","Centrostephanus_rodgersii"
"19325","Skeletonema costatum","Skeletonema costatum","Chromista","0.02","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Plantae","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","costatum","Skeletonema_costatum","algae",NA,"yes","Skeletonema costatum","Skeletonema_costatum"
"19350","Rhizosolenia imbricata","Rhizosolenia imbricata","Chromista","0.057","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Plantae","Ochrophyta","Bacillariophyceae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","imbricata","Rhizosolenia_imbricata","algae",NA,"yes","Rhizosolenia imbricata","Rhizosolenia_imbricata"
"19404","Noctiluca scintillans","Noctiluca scintillans","Chromista","2","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Plantae","Dinophyta","Dinophyceae","Noctilucales","Noctilucaceae","Noctiluca","scintillans","Noctiluca_scintillans","algae",NA,"yes","Noctiluca scintillans","Noctiluca_scintillans"
"20996","Tripos furca","Tripos furca","Chromista","0.31","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Plantae","Dinophyta","Dinophyceae","Gonyaulacales","Ceratiaceae","Tripos","furca","Neoceratium_furca","algae",NA,"yes","Tripos furca","Neoceratium_furca"
"20997","Tripos muelleri","Tripos muelleri","Chromista","0.22","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Plantae","Dinophyta","Dinophyceae","Gonyaulacales","Ceratiaceae","Tripos","tripos","Neoceratium_tripos","algae",NA,"yes","Tripos muelleri","Neoceratium_tripos"
"21074","Tripos lineatus","Tripos lineatus","Chromista","1.37","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Plantae","Dinophyta","Dinophyceae","Gonyaulacales","Ceratiaceae","Tripos","lineatum","Neoceratium_lineatum","algae",NA,"yes","Tripos lineatus","Neoceratium_lineatum"
"21132","Tripos fusus","Tripos fusus","Chromista","0.6","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Plantae","Dinophyta","Dinophyceae","Gonyaulacales","Ceratiaceae","Tripos","fusus","Neoceratium_fusus","algae",NA,"yes","Tripos fusus","Neoceratium_fusus"
"21978","Conger verreauxi","Conger verreauxi","Animalia","1625","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Anguilliformes","Congridae","Conger","verreauxi","Conger_verreauxi","vertebrate","ectotherme","yes","Conger verreauxi","Conger_verreauxi"
"22045","Arcuatula senhousia","Arcuatula senhousia","Animalia","30","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Arcuatula","senhousia","Musculista_senhousia","other.animal","ectotherme","yes","Arcuatula senhousia","Musculista_senhousia"
"22121","Monodonta labio","Monodonta labio","Animalia","35","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Mollusca","Gastropoda","Incertae.Gastropoda","Trochidae","Monodonta","labio","Monodonta_labio","other.animal","ectotherme","yes","Monodonta labio","Monodonta_labio"
"22498","Tachybaptus ruficollis","Tachybaptus ruficollis","Animalia","450","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Tachybaptus","ruficollis","Tachybaptus_ruficollis","vertebrate","endotherme","yes","Tachybaptus ruficollis","Tachybaptus_ruficollis"
"22584","Calidris alpina","Calidris alpina","Animalia","430","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","alpina","Calidris_alpina","vertebrate","endotherme","yes","Calidris alpina","Calidris_alpina"
"22588","Actitis hypoleucos","Actitis hypoleucos","Animalia","410","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Actitis","hypoleucos","Actitis_hypoleucos","vertebrate","endotherme","yes","Actitis hypoleucos","Actitis_hypoleucos"
"22596","Limosa lapponica","Limosa lapponica","Animalia","800","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","lapponica","Limosa_lapponica","vertebrate","endotherme","yes","Limosa lapponica","Limosa_lapponica"
"22598","Tringa nebularia","Tringa nebularia","Animalia","700","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","nebularia","Tringa_nebularia","vertebrate","endotherme","yes","Tringa nebularia","Tringa_nebularia"
"22600","Calidris canutus","Calidris canutus","Animalia","610","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","canutus","Calidris_canutus","vertebrate","endotherme","yes","Calidris canutus","Calidris_canutus"
"22602","Charadrius dubius","Charadrius dubius","Animalia","480","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","dubius","Charadrius_dubius","vertebrate","endotherme","yes","Charadrius dubius","Charadrius_dubius"
"22603","Tringa erythropus","Tringa erythropus","Animalia","670","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","erythropus","Tringa_erythropus","vertebrate","endotherme","yes","Tringa erythropus","Tringa_erythropus"
"22605","Limicola falcinellus","Limicola falcinellus","Animalia","390","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limicola","falcinellus","Limicola_falcinellus","vertebrate","endotherme","yes","Limicola falcinellus","Limicola_falcinellus"
"22606","Tringa stagnatilis","Tringa stagnatilis","Animalia","590","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","stagnatilis","Tringa_stagnatilis","vertebrate","endotherme","yes","Tringa stagnatilis","Tringa_stagnatilis"
"22610","Numenius arquata","Numenius arquata","Animalia","1000","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","arquata","Numenius_arquata","vertebrate","endotherme","yes","Numenius arquata","Numenius_arquata"
"22611","Tringa totanus","Tringa totanus","Animalia","660","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","totanus","Tringa_totanus","vertebrate","endotherme","yes","Tringa totanus","Tringa_totanus"
"22614","Recurvirostra avosetta","Recurvirostra avosetta","Animalia","800","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Recurvirostra","avosetta","Recurvirostra_avosetta","vertebrate","endotherme","yes","Recurvirostra avosetta","Recurvirostra_avosetta"
"22619","Calidris temminckii","Calidris temminckii","Animalia","370","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","temminckii","Calidris_temminckii","vertebrate","endotherme","yes","Calidris temminckii","Calidris_temminckii"
"22623","Charadrius hiaticula","Charadrius hiaticula","Animalia","570","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","hiaticula","Charadrius_hiaticula","vertebrate","endotherme","yes","Charadrius hiaticula","Charadrius_hiaticula"
"23338","Paralichthys olivaceus","Paralichthys olivaceus","Animalia","1030","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","olivaceus","Paralichthys_olivaceus","vertebrate","ectotherme","yes","Paralichthys olivaceus","Paralichthys_olivaceus"
"23678","Pluvialis apricaria","Pluvialis apricaria","Animalia","760","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","apricaria","Pluvialis_apricaria","vertebrate","endotherme","yes","Pluvialis apricaria","Pluvialis_apricaria"
"23680","Calidris maritima","Calidris maritima","Animalia","460","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","maritima","Calidris_maritima","vertebrate","endotherme","yes","Calidris maritima","Calidris_maritima"
"23686","Pluvialis apricaria","Pluvialis apricarius","Animalia","760","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","apricaria","Pluvialis_apricaria","vertebrate","endotherme","yes","Pluvialis apricaria","Pluvialis_apricaria"
"23687","Aythya marila","Aythya marila","Animalia","840","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","marila","Aythya_marila","vertebrate","endotherme","yes","Aythya marila","Aythya_marila"
"23689","Gavia arctica","Gavia arctia","Animalia","1300","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","arctica","Gavia_arctica","vertebrate","endotherme","yes","Gavia arctica","Gavia_arctica"
"23826","Perca fluviatilis","Perca fluviatilis","Animalia","425","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Percidae","Perca","fluviatilis","Perca_fluviatilis","vertebrate","ectotherme","yes","Perca fluviatilis","Perca_fluviatilis"
"23828","Tinca tinca","Tinca tinca","Animalia","450","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Tinca","tinca","Tinca_tinca","vertebrate","ectotherme","yes","Tinca tinca","Tinca_tinca"
"23832","Scardinius erythrophthalmus","Scardinius erythrophthalmus","Animalia","355","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Scardinius","erythrophthalmus","Scardinius_erythrophthalmus","vertebrate","ectotherme","yes","Scardinius erythrophthalmus","Scardinius_erythrophthalmus"
"24404","Cololabis saira","Cololabis saira","Animalia","400","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Beloniformes","Belonidae","Cololabis","saira","Cololabis_saira","vertebrate","ectotherme","yes","Cololabis saira","Cololabis_saira"
"24609","Acropora muricata","Acropora muricata","Animalia","500","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","Acropora","muricata","Acropora_muricata","other.animal","ectotherme","yes","Acropora muricata","Acropora_muricata"
"24686","Trisopterus esmarkii","Trisopterus esmarki","Animalia","263.333333333333","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Trisopterus","esmarkii","Trisopterus_esmarkii","vertebrate","ectotherme","yes","Trisopterus esmarkii","Trisopterus_esmarkii"
"24699","Chelidonichthys lucerna","Chelidonichthys lucerna","Animalia","550","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Triglidae","Chelidonichthys","lucernus","Chelidonichthys_lucernus","vertebrate","ectotherme","yes","Chelidonichthys lucerna","Chelidonichthys_lucernus"
"24718","Solea senegalensis","Solea senegalensis","Animalia","525","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","Solea","senegalensis","Solea_senegalensis","vertebrate","ectotherme","yes","Solea senegalensis","Solea_senegalensis"
"24735","Boops boops","Boops boops","Animalia","280","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Spariformes","Sparidae","Boops","boops","Boops_boops","vertebrate","ectotherme","yes","Boops boops","Boops_boops"
"24738","Symphodus cinereus","Symphodus cinereus","Animalia","120","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Labriformes","Labridae","Symphodus","cinereus","Symphodus_cinereus","vertebrate","ectotherme","yes","Symphodus cinereus","Symphodus_cinereus"
"25745","Epinephelus aeneus","Epinephelus aeneus","Animalia","900","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Epinephelus","aeneus","Epinephelus_aeneus","vertebrate","ectotherme","yes","Epinephelus aeneus","Epinephelus_aeneus"
"25750","Lithognathus mormyrus","Lithognathus mormyrus","Animalia","425","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Spariformes","Sparidae","Lithognathus","mormyrus","Lithognathus_mormyrus","vertebrate","ectotherme","yes","Lithognathus mormyrus","Lithognathus_mormyrus"
"25772","Dentex macrophthalmus","Dentex macrophthalmus","Animalia","475","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Dentex","macrophthalmus","Dentex_macrophthalmus","vertebrate","ectotherme","yes","Dentex macrophthalmus","Dentex_macrophthalmus"
"25774","Torpedo torpedo","Torpedo torpedo","Animalia","425","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Chondrichthyes","Torpediniformes","Torpedinidae","Torpedo","torpedo","Torpedo_torpedo","vertebrate","ectotherme","yes","Torpedo torpedo","Torpedo_torpedo"
"25776","Sphyraena sphyraena","Sphyraena sphyraena","Animalia","1125","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","sphyraena","Sphyraena_sphyraena","vertebrate","ectotherme","yes","Sphyraena sphyraena","Sphyraena_sphyraena"
"25796","Raja miraletus","Raja miraletus","Animalia","525.666666666667","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja","miraletus","Raja_miraletus","vertebrate","ectotherme","yes","Raja miraletus","Raja_miraletus"
"25843","Monochirus hispidus","Monochirus hispidus","Animalia","160","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","Monochirus","hispidus","Monochirus_hispidus","vertebrate","ectotherme","yes","Monochirus hispidus","Monochirus_hispidus"
"25850","Scorpaena notata","Scorpaena notata","Animalia","180","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Scorpaenidae","Scorpaena","notata","Scorpaena_notata","vertebrate","ectotherme","yes","Scorpaena notata","Scorpaena_notata"
"25866","Diplodus cervinus","Diplodus cervinus","Animalia","450","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Spariformes","Sparidae","Diplodus","cervinus","Diplodus_cervinus","vertebrate","ectotherme","yes","Diplodus cervinus","Diplodus_cervinus"
"26131","Cyclopsetta chittendeni","Cyclopsetta chittendeni","Animalia","285","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Bothidae","Cyclopsetta","chittendeni","Cyclopsetta_chittendeni","vertebrate","ectotherme","yes","Cyclopsetta chittendeni","Cyclopsetta_chittendeni"
"26355","Esox lucius","Esox lucius","Animalia","955","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Esociformes","Esocidae","Esox","lucius","Esox_lucius","vertebrate","ectotherme","yes","Esox lucius","Esox_lucius"
"26360","Lepomis gibbosus","Lepomis gibbosus","Animalia","249.5","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Centrarchiformes","Centrarchidae","Lepomis","gibbosus","Lepomis_gibbosus","vertebrate","ectotherme","yes","Lepomis gibbosus","Lepomis_gibbosus"
"26361","Lota lota","Lota lota","Animalia","960","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Lota","lota","Lota_lota","vertebrate","ectotherme","yes","Lota lota","Lota_lota"
"26385","Pungitius pungitius","Pungitius pungitius","Animalia","90","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Gasterosteidae","Pungitius","pungitius","Pungitius_pungitius","vertebrate","ectotherme","yes","Pungitius pungitius","Pungitius_pungitius"
"26598","Stercorarius parasiticus","Stercorarius parasiti","Animalia","1250","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius","parasiticus","Stercorarius_parasiticus","vertebrate","endotherme","yes","Stercorarius parasiticus","Stercorarius_parasiticus"
"26626","Phalacrocorax aristotelis","Phalacrocorax aristotelis","Animalia","1050","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","aristotelis","Gulosus_aristotelis","vertebrate","endotherme","yes","Phalacrocorax aristotelis","Gulosus_aristotelis"
"27139","Calanus helgolandicus","Calanus helgolandicus","Animalia","3.385","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Maxillopoda","Calanoida","Calanidae","Calanus","helgolandicus","Calanus_helgolandicus","other.animal","ectotherme","yes","Calanus helgolandicus","Calanus_helgolandicus"
"27148","Paraeuchaeta hebes","Paraeuchaeta hebes","Animalia","3.14666666666667","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Maxillopoda","Calanoida","Euchaetidae","Paraeuchaeta","hebes","Paraeuchaeta_hebes","other.animal","ectotherme","yes","Paraeuchaeta hebes","Paraeuchaeta_hebes"
"27152","Isias clavipes","Isias clavipes","Animalia","1.38666666666667","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Arthropoda","Maxillopoda","Calanoida","Centropagidae","Isias","clavipes","Isias_clavipes","other.animal","ectotherme","yes","Isias clavipes","Isias_clavipes"
"27159","Podiceps cristatus","Podiceps cristatus","Animalia","900","BioTIME","TR_BodyLength_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","cristatus","Podiceps_cristatus","vertebrate","endotherme","yes","Podiceps cristatus","Podiceps_cristatus"
"18114","Myoxocephalus scorpius","Myoxocephalus scorpius","Animalia","52.65","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Cottidae","Myoxocephalus","scorpius","Myoxocephalus_scorpius","vertebrate","ectotherme","yes","Myoxocephalus scorpius","Myoxocephalus_scorpius"
"3628","Cyclopterus lumpus","Cyclopterus lumpus","Animalia","56.8333333333333","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Cyclopteridae","Cyclopterus","lumpus","Cyclopterus_lumpus","vertebrate","ectotherme","yes","Cyclopterus lumpus","Cyclopterus_lumpus"
"3654","Pollachius virens","Pollachius virens","Animalia","130","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius","virens","Pollachius_virens","vertebrate","ectotherme","yes","Pollachius virens","Pollachius_virens"
"3666","Scyliorhinus canicula","Scyliorhinus canicula","Animalia","67.5","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","canicula","Scyliorhinus_canicula","vertebrate","ectotherme","yes","Scyliorhinus canicula","Scyliorhinus_canicula"
"5117","Anguilla anguilla","Anguilla anguilla","Animalia","125.3","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","anguilla","Anguilla_anguilla","vertebrate","ectotherme","yes","Anguilla anguilla","Anguilla_anguilla"
"5133","Gasterosteus aculeatus","Gasterosteus aculeatus","Animalia","9.72222222222222","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Gasterosteidae","Gasterosteus","aculeatus","Gasterosteus_aculeatus","vertebrate","ectotherme","yes","Gasterosteus aculeatus","Gasterosteus_aculeatus"
"5152","Pleuronectes platessa","Pleuronectes platessa","Animalia","98","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","platessa","Pleuronectes_platessa","vertebrate","ectotherme","yes","Pleuronectes platessa","Pleuronectes_platessa"
