"X","SpeciesChecked","Taxa","Group","BodyLength","Database","Field","Unit","Code","Comment","kingdom","phylum","class","order","family","genus","species","new_name","group","temp","valid_species_name","SpeciesChecked.1","spnameoriginal"
"157","Arthroleptis wahlbergii","Arthroleptis wahlbergii","Anura","34.6","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Arthroleptidae","Arthroleptis","wahlbergii","Arthroleptis_wahlbergii","vertebrate","ectotherme","yes","Arthroleptis wahlbergii","Arthroleptis_wahlbergii"
"236","Leptopelis mossambicus","Leptopelis mossambicus","Anura","63","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Arthroleptidae","Leptopelis","mossambicus","Leptopelis_mossambicus","vertebrate","ectotherme","yes","Leptopelis mossambicus","Leptopelis_mossambicus"
"237","Leptopelis natalensis","Leptopelis natalensis","Anura","65","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Arthroleptidae","Leptopelis","natalensis","Leptopelis_natalensis","vertebrate","ectotherme","yes","Leptopelis natalensis","Leptopelis_natalensis"
"255","Leptopelis xenodactylus","Leptopelis xenodactylus","Anura","55","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Arthroleptidae","Leptopelis","xenodactylus","Leptopelis_xenodactylus","vertebrate","ectotherme","yes","Leptopelis xenodactylus","Leptopelis_xenodactylus"
"318","Breviceps acutirostris","Breviceps acutirostris","Anura","40","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Brevicipitidae","Breviceps","acutirostris","Breviceps_acutirostris","vertebrate","ectotherme","yes","Breviceps acutirostris","Breviceps_acutirostris"
"319","Breviceps adspersus","Breviceps adspersus","Anura","60","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Brevicipitidae","Breviceps","adspersus","Breviceps_adspersus","vertebrate","ectotherme","yes","Breviceps adspersus","Breviceps_adspersus"
"322","Breviceps fuscus","Breviceps fuscus","Anura","51","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Brevicipitidae","Breviceps","fuscus","Breviceps_fuscus","vertebrate","ectotherme","yes","Breviceps fuscus","Breviceps_fuscus"
"323","Breviceps gibbosus","Breviceps gibbosus","Anura","80","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Brevicipitidae","Breviceps","gibbosus","Breviceps_gibbosus","vertebrate","ectotherme","yes","Breviceps gibbosus","Breviceps_gibbosus"
"325","Breviceps montanus","Breviceps montanus","Anura","31","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Brevicipitidae","Breviceps","montanus","Breviceps_montanus","vertebrate","ectotherme","yes","Breviceps montanus","Breviceps_montanus"
"326","Breviceps mossambicus","Breviceps mossambicus","Anura","52","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Brevicipitidae","Breviceps","mossambicus","Breviceps_mossambicus","vertebrate","ectotherme","yes","Breviceps mossambicus","Breviceps_mossambicus"
"327","Breviceps namaquensis","Breviceps namaquensis","Anura","49","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Brevicipitidae","Breviceps","namaquensis","Breviceps_namaquensis","vertebrate","ectotherme","yes","Breviceps namaquensis","Breviceps_namaquensis"
"329","Breviceps rosei","Breviceps rosei","Anura","36","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Brevicipitidae","Breviceps","rosei","Breviceps_rosei","vertebrate","ectotherme","yes","Breviceps rosei","Breviceps_rosei"
"330","Breviceps sopranus","Breviceps sopranus","Anura","26.2","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Brevicipitidae","Breviceps","sopranus","Breviceps_sopranus","vertebrate","ectotherme","yes","Breviceps sopranus","Breviceps_sopranus"
"331","Breviceps sylvestris","Breviceps sylvestris","Anura","50","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Brevicipitidae","Breviceps","sylvestris","Breviceps_sylvestris","vertebrate","ectotherme","yes","Breviceps sylvestris","Breviceps_sylvestris"
"332","Breviceps verrucosus","Breviceps verrucosus","Anura","53","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Brevicipitidae","Breviceps","verrucosus","Breviceps_verrucosus","vertebrate","ectotherme","yes","Breviceps verrucosus","Breviceps_verrucosus"
"366","Sclerophrys garmani","Amietophrynus garmani","Anura","115","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Sclerophrys","garmani","Amietophrynus_garmani","vertebrate","ectotherme","yes","Sclerophrys garmani","Amietophrynus_garmani"
"368","Sclerophrys gutturalis","Amietophrynus gutturalis","Anura","120","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Sclerophrys","gutturalis","Amietophrynus_gutturalis","vertebrate","ectotherme","yes","Sclerophrys gutturalis","Amietophrynus_gutturalis"
"375","Sclerophrys maculata","Amietophrynus maculatus","Anura","85","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Sclerophrys","maculata","Sclerophrys_maculata","vertebrate","ectotherme","yes","Sclerophrys maculata","Sclerophrys_maculata"
"377","Sclerophrys pantherina","Amietophrynus pantherinus","Anura","140","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Sclerophrys","pantherinus","Amietophrynus_pantherinus","vertebrate","ectotherme","yes","Sclerophrys pantherina","Amietophrynus_pantherinus"
"378","Sclerophrys pardalis","Amietophrynus pardalis","Anura","147","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Sclerophrys","pardalis","Amietophrynus_pardalis","vertebrate","ectotherme","yes","Sclerophrys pardalis","Amietophrynus_pardalis"
"381","Sclerophrys capensis","Amietophrynus rangeri","Anura","115","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Sclerophrys","rangeri","Amietophrynus_rangeri","vertebrate","ectotherme","yes","Sclerophrys capensis","Amietophrynus_rangeri"
"541","Bufo bufo","Bufo bufo","Anura","150","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Bufo","bufo","Bufo_bufo","vertebrate","ectotherme","yes","Bufo bufo","Bufo_bufo"
"556","Capensibufo rosei","Capensibufo rosei","Anura","39","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Capensibufo","rosei","Capensibufo_rosei","vertebrate","ectotherme","yes","Capensibufo rosei","Capensibufo_rosei"
"557","Capensibufo tradouwi","Capensibufo tradouwi","Anura","38","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Capensibufo","tradouwi","Capensibufo_tradouwi","vertebrate","ectotherme","yes","Capensibufo tradouwi","Capensibufo_tradouwi"
"603","Epidalea calamita","Epidalea calamita","Anura","100","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Epidalea","calamita","Epidalea_calamita","vertebrate","ectotherme","yes","Epidalea calamita","Epidalea_calamita"
"767","Poyntonophrynus fenoulheti","Poyntonophrynus fenoulheti","Anura","43","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Poyntonophrynus","fenoulheti","Poyntonophrynus_fenoulheti","vertebrate","ectotherme","yes","Poyntonophrynus fenoulheti","Poyntonophrynus_fenoulheti"
"773","Poyntonophrynus vertebralis","Poyntonophrynus vertebralis","Anura","36","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Poyntonophrynus","vertebralis","Poyntonophrynus_vertebralis","vertebrate","ectotherme","yes","Poyntonophrynus vertebralis","Poyntonophrynus_vertebralis"
"887","Schismaderma carens","Schismaderma carens","Anura","92","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Schismaderma","carens","Schismaderma_carens","vertebrate","ectotherme","yes","Schismaderma carens","Schismaderma_carens"
"890","Vandijkophrynus amatolicus","Vandijkophrynus amatolicus","Anura","41","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Vandijkophrynus","amatolicus","Vandijkophrynus_amatolicus","vertebrate","ectotherme","yes","Vandijkophrynus amatolicus","Vandijkophrynus_amatolicus"
"892","Vandijkophrynus gariepensis","Vandijkophrynus gariepensis","Anura","95","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Bufonidae","Vandijkophrynus","gariepensis","Vandijkophrynus_gariepensis","vertebrate","ectotherme","yes","Vandijkophrynus gariepensis","Vandijkophrynus_gariepensis"
"1821","Eleutherodactylus antillensis","Eleutherodactylus antillensis","Anura","33","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","antillensis","Eleutherodactylus_antillensis","vertebrate","ectotherme","yes","Eleutherodactylus antillensis","Eleutherodactylus_antillensis"
"1836","Eleutherodactylus brittoni","Eleutherodactylus brittoni","Anura","20","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","brittoni","Eleutherodactylus_brittoni","vertebrate","ectotherme","yes","Eleutherodactylus brittoni","Eleutherodactylus_brittoni"
"1841","Eleutherodactylus cochranae","Eleutherodactylus cochranae","Anura","23","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","cochranae","Eleutherodactylus_cochranae","vertebrate","ectotherme","yes","Eleutherodactylus cochranae","Eleutherodactylus_cochranae"
"1843","Eleutherodactylus coqui","Eleutherodactylus coqui","Anura","52","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","coqui","Eleutherodactylus_coqui","vertebrate","ectotherme","yes","Eleutherodactylus coqui","Eleutherodactylus_coqui"
"1878","Eleutherodactylus gryllus","Eleutherodactylus gryllus","Anura","17.9","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","gryllus","Eleutherodactylus_gryllus","vertebrate","ectotherme","yes","Eleutherodactylus gryllus","Eleutherodactylus_gryllus"
"1884","Eleutherodactylus hedricki","Eleutherodactylus hedricki","Anura","35","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","hedricki","Eleutherodactylus_hedricki","vertebrate","ectotherme","yes","Eleutherodactylus hedricki","Eleutherodactylus_hedricki"
"1908","Eleutherodactylus locustus","Eleutherodactylus locustus","Anura","20","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","locustus","Eleutherodactylus_locustus","vertebrate","ectotherme","yes","Eleutherodactylus locustus","Eleutherodactylus_locustus"
"1949","Eleutherodactylus portoricensis","Eleutherodactylus portoricensis","Anura","42","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","portoricensis","Eleutherodactylus_portoricensis","vertebrate","ectotherme","yes","Eleutherodactylus portoricensis","Eleutherodactylus_portoricensis"
"1953","Eleutherodactylus richmondi","Eleutherodactylus richmondi","Anura","50","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","richmondi","Eleutherodactylus_richmondi","vertebrate","ectotherme","yes","Eleutherodactylus richmondi","Eleutherodactylus_richmondi"
"1983","Eleutherodactylus unicolor","Eleutherodactylus unicolor","Anura","17","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","unicolor","Eleutherodactylus_unicolor","vertebrate","ectotherme","yes","Eleutherodactylus unicolor","Eleutherodactylus_unicolor"
"1992","Eleutherodactylus wightmanae","Eleutherodactylus wightmanae","Anura","23","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","wightmanae","Eleutherodactylus_wightmanae","vertebrate","ectotherme","yes","Eleutherodactylus wightmanae","Eleutherodactylus_wightmanae"
"2002","Hadromophryne natalensis","Hadromophryne natalensis","Anura","65","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Heleophrynidae","Hadromophryne","natalensis","Hadromophryne_natalensis","vertebrate","ectotherme","yes","Hadromophryne natalensis","Hadromophryne_natalensis"
"2004","Heleophryne hewitti","Heleophryne hewitti","Anura","50","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Heleophrynidae","Heleophryne","hewitti","Heleophryne_hewitti","vertebrate","ectotherme","yes","Heleophryne hewitti","Heleophryne_hewitti"
"2005","Heleophryne orientalis","Heleophryne orientalis","Anura","46","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Heleophrynidae","Heleophryne","orientalis","Heleophryne_orientalis","vertebrate","ectotherme","yes","Heleophryne orientalis","Heleophryne_orientalis"
"2006","Heleophryne purcelli","Heleophryne purcelli","Anura","56","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Heleophrynidae","Heleophryne","purcelli","Heleophryne_purcelli","vertebrate","ectotherme","yes","Heleophryne purcelli","Heleophryne_purcelli"
"2007","Heleophryne regis","Heleophryne regis","Anura","49","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Heleophrynidae","Heleophryne","regis","Heleophryne_regis","vertebrate","ectotherme","yes","Heleophryne regis","Heleophryne_regis"
"2008","Heleophryne rosei","Heleophryne rosei","Anura","63","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Heleophrynidae","Heleophryne","rosei","Heleophryne_rosei","vertebrate","ectotherme","yes","Heleophryne rosei","Heleophryne_rosei"
"2106","Hemisus guttatus","Hemisus guttatus","Anura","80","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hemisotidae","Hemisus","guttatus","Hemisus_guttatus","vertebrate","ectotherme","yes","Hemisus guttatus","Hemisus_guttatus"
"2107","Hemisus marmoratus","Hemisus marmoratus","Anura","55","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hemisotidae","Hemisus","marmoratus","Hemisus_marmoratus","vertebrate","ectotherme","yes","Hemisus marmoratus","Hemisus_marmoratus"
"3056","Afrixalus aureus","Afrixalus aureus","Anura","26","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Afrixalus","aureus","Afrixalus_aureus","vertebrate","ectotherme","yes","Afrixalus aureus","Afrixalus_aureus"
"3059","Afrixalus delicatus","Afrixalus delicatus","Anura","27","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Afrixalus","delicatus","Afrixalus_delicatus","vertebrate","ectotherme","yes","Afrixalus delicatus","Afrixalus_delicatus"
"3064","Afrixalus fornasini","Afrixalus fornasini","Anura","40","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Afrixalus","fornasini","Afrixalus_fornasini","vertebrate","ectotherme","yes","Afrixalus fornasini","Afrixalus_fornasini"
"3066","Afrixalus knysnae","Afrixalus knysnae","Anura","26","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Afrixalus","knysnae","Afrixalus_knysnae","vertebrate","ectotherme","yes","Afrixalus knysnae","Afrixalus_knysnae"
"3078","Afrixalus spinifrons","Afrixalus spinifrons","Anura","25","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Afrixalus","spinifrons","Afrixalus_spinifrons","vertebrate","ectotherme","yes","Afrixalus spinifrons","Afrixalus_spinifrons"
"3107","Hyperolius microps","Hyperolius acuticeps","Anura","26","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Hyperolius","acuticeps","Hyperolius_acuticeps","vertebrate","ectotherme","yes","Hyperolius microps","Hyperolius_acuticeps"
"3112","Hyperolius argus","Hyperolius argus","Anura","40","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Hyperolius","argus","Hyperolius_argus","vertebrate","ectotherme","yes","Hyperolius argus","Hyperolius_argus"
"3145","Hyperolius horstockii","Hyperolius horstockii","Anura","43","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Hyperolius","horstockii","Hyperolius_horstockii","vertebrate","ectotherme","yes","Hyperolius horstockii","Hyperolius_horstockii"
"3167","Hyperolius marmoratus","Hyperolius marmoratus","Anura","43","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Hyperolius","marmoratus","Hyperolius_marmoratus","vertebrate","ectotherme","yes","Hyperolius marmoratus","Hyperolius_marmoratus"
"3185","Hyperolius pickersgilli","Hyperolius pickersgilli","Anura","30","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Hyperolius","pickersgilli","Hyperolius_pickersgilli","vertebrate","ectotherme","yes","Hyperolius pickersgilli","Hyperolius_pickersgilli"
"3196","Hyperolius pusillus","Hyperolius pusillus","Anura","25","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Hyperolius","pusillus","Hyperolius_pusillus","vertebrate","ectotherme","yes","Hyperolius pusillus","Hyperolius_pusillus"
"3209","Hyperolius semidiscus","Hyperolius semidiscus","Anura","36","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Hyperolius","semidiscus","Hyperolius_semidiscus","vertebrate","ectotherme","yes","Hyperolius semidiscus","Hyperolius_semidiscus"
"3225","Hyperolius tuberilinguis","Hyperolius tuberilinguis","Anura","40","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Hyperolius","tuberilinguis","Hyperolius_tuberilinguis","vertebrate","ectotherme","yes","Hyperolius tuberilinguis","Hyperolius_tuberilinguis"
"3243","Kassina maculosa","Kassina maculata","Anura","68","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Kassina","maculata","Kassina_maculata","vertebrate","ectotherme","yes","Kassina maculosa","Kassina_maculata"
"3245","Kassina maculosa","Kassina maculosa","Anura","38","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Kassina","maculata","Kassina_maculata","vertebrate","ectotherme","yes","Kassina maculosa","Kassina_maculata"
"3248","Kassina senegalensis","Kassina senegalensis","Anura","52","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Kassina","senegalensis","Kassina_senegalensis","vertebrate","ectotherme","yes","Kassina senegalensis","Kassina_senegalensis"
"3260","Semnodactylus wealii","Semnodactylus wealii","Anura","44","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Hyperoliidae","Semnodactylus","wealii","Semnodactylus_wealii","vertebrate","ectotherme","yes","Semnodactylus wealii","Semnodactylus_wealii"
"3358","Leptodactylus albilabris","Leptodactylus albilabris","Anura","49","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","albilabris","Leptodactylus_albilabris","vertebrate","ectotherme","yes","Leptodactylus albilabris","Leptodactylus_albilabris"
"3534","Boophis marojezensis","Boophis marojezensis","Anura","33","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Mantellidae","Boophis","marojezensis","Boophis_marojezensis","vertebrate","ectotherme","yes","Boophis marojezensis","Boophis_marojezensis"
"3570","Aglyptodactylus madagascariensis","Aglyptodactylus madagascariensis","Anura","92","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Mantellidae","Aglyptodactylus","madagascariensis","Aglyptodactylus_madagascariensis","vertebrate","ectotherme","yes","Aglyptodactylus madagascariensis","Aglyptodactylus_madagascariensis"
"3584","Gephyromantis asper","Gephyromantis asper","Anura","31","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Mantellidae","Gephyromantis","asper","Gephyromantis_asper","vertebrate","ectotherme","yes","Gephyromantis asper","Gephyromantis_asper"
"3612","Gephyromantis tandroka","Gephyromantis tandroka","Anura","45","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Mantellidae","Gephyromantis","tandroka","Gephyromantis_tandroka","vertebrate","ectotherme","yes","Gephyromantis tandroka","Gephyromantis_tandroka"
"3623","Guibemantis liber","Guibemantis liber","Anura","29","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Mantellidae","Guibemantis","liber","Guibemantis_liber","vertebrate","ectotherme","yes","Guibemantis liber","Guibemantis_liber"
"3659","Mantidactylus femoralis","Mantidactylus femoralis","Anura","55","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Mantellidae","Mantidactylus","femoralis","Mantidactylus_femoralis","vertebrate","ectotherme","yes","Mantidactylus femoralis","Mantidactylus_femoralis"
"4137","Cophyla alticola","Platypelis alticola","Anura","40","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Microhylidae","Cophyla","alticola","Platypelis_alticola","vertebrate","ectotherme","yes","Cophyla alticola","Platypelis_alticola"
"4143","Cophyla pollicaris","Platypelis pollicaris","Anura","28","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Microhylidae","Cophyla","pollicaris","Platypelis_pollicaris","vertebrate","ectotherme","yes","Cophyla pollicaris","Platypelis_pollicaris"
"4329","Phrynomantis bifasciatus","Phrynomantis bifasciatus","Anura","75","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Microhylidae","Phrynomantis","bifasciatus","Phrynomantis_bifasciatus","vertebrate","ectotherme","yes","Phrynomantis bifasciatus","Phrynomantis_bifasciatus"
"4517","Phrynobatrachus mababiensis","Phrynobatrachus mababiensis","Anura","21","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Phrynobatrachidae","Phrynobatrachus","mababiensis","Phrynobatrachus_mababiensis","vertebrate","ectotherme","yes","Phrynobatrachus mababiensis","Phrynobatrachus_mababiensis"
"4522","Phrynobatrachus natalensis","Phrynobatrachus natalensis","Anura","40","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Phrynobatrachidae","Phrynobatrachus","natalensis","Phrynobatrachus_natalensis","vertebrate","ectotherme","yes","Phrynobatrachus natalensis","Phrynobatrachus_natalensis"
"4572","Xenopus gilli","Xenopus gilli","Anura","52","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pipidae","Xenopus","gilli","Xenopus_gilli","vertebrate","ectotherme","yes","Xenopus gilli","Xenopus_gilli"
"4574","Xenopus laevis","Xenopus laevis","Anura","147","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pipidae","Xenopus","laevis","Xenopus_laevis","vertebrate","ectotherme","yes","Xenopus laevis","Xenopus_laevis"
"4578","Xenopus muelleri","Xenopus muelleri","Anura","90","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pipidae","Xenopus","muelleri","Xenopus_muelleri","vertebrate","ectotherme","yes","Xenopus muelleri","Xenopus_muelleri"
"4586","Hildebrandtia ornata","Hildebrandtia ornata","Anura","70","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Ptychadenidae","Hildebrandtia","ornata","Hildebrandtia_ornata","vertebrate","ectotherme","yes","Hildebrandtia ornata","Hildebrandtia_ornata"
"4590","Ptychadena anchietae","Ptychadena anchietae","Anura","62","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Ptychadenidae","Ptychadena","anchietae","Ptychadena_anchietae","vertebrate","ectotherme","yes","Ptychadena anchietae","Ptychadena_anchietae"
"4612","Ptychadena mascareniensis","Ptychadena mascareniensis","Anura","72","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Ptychadenidae","Ptychadena","mascareniensis","Ptychadena_mascareniensis","vertebrate","ectotherme","yes","Ptychadena mascareniensis","Ptychadena_mascareniensis"
"4613","Ptychadena mossambica","Ptychadena mossambica","Anura","53","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Ptychadenidae","Ptychadena","mossambica","Ptychadena_mossambica","vertebrate","ectotherme","yes","Ptychadena mossambica","Ptychadena_mossambica"
"4618","Ptychadena oxyrhynchus","Ptychadena oxyrhynchus","Anura","85","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Ptychadenidae","Ptychadena","oxyrhynchus","Ptychadena_oxyrhynchus","vertebrate","ectotherme","yes","Ptychadena oxyrhynchus","Ptychadena_oxyrhynchus"
"4621","Ptychadena porosissima","Ptychadena porosissima","Anura","52.1","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Ptychadenidae","Ptychadena","porosissima","Ptychadena_porosissima","vertebrate","ectotherme","yes","Ptychadena porosissima","Ptychadena_porosissima"
"4639","Amietia angolensis","Amietia angolensis","Anura","110","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Amietia","angolensis","Amietia_angolensis","vertebrate","ectotherme","yes","Amietia angolensis","Amietia_angolensis"
"4641","Amietia delalandii","Amietia dracomontana","Anura","65","amphibio","Body_size_mm","mm","BodyLengthMean",NA,"Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","Amietia","dracomontana","Amietia_dracomontana","vertebrate","ectotherme","yes","Amietia delalandii","Amietia_dracomontana"
