"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Database","Unit","Sex","ObservationTypeGeneral"
"Pinus ponderosa","Pinus ponderosa","Pinus ponderosa","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285053","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean","120","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus resinosa","Pinus resinosa","Pinus resinosa","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285067","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","12","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus resinosa","Pinus resinosa","Pinus resinosa","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285067","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean","275","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Sequoia sempervirens","Sequoia sempervirens","Sequoia sempervirens","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","gbif","GBIF:2683909","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","61","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Sequoia sempervirens","Sequoia sempervirens","Sequoia sempervirens","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","gbif","GBIF:2683909","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean","122","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Tsuga heterophylla","Tsuga heterophylla","Tsuga heterophylla","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2687210","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","610","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Tsuga heterophylla","Tsuga heterophylla","Tsuga heterophylla","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2687210","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMin","1160","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Tsuga heterophylla","Tsuga heterophylla","Tsuga heterophylla","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2687210","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMax","1600","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Picea sitchensis","Picea sitchensis","Picea sitchensis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284827","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMin","30","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Picea sitchensis","Picea sitchensis","Picea sitchensis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284827","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean","800","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus banksiana","Pinus banksiana","Pinus banksiana","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285533","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMin","30","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus banksiana","Pinus banksiana","Pinus banksiana","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285533","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","60","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus clausa","Pinus clausa","Pinus clausa","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285768","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMin","23","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus clausa","Pinus clausa","Pinus clausa","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285768","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","38","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus clausa","Pinus clausa","Pinus clausa","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285768","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean","105","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus contorta","Pinus contorta","Pinus contorta","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285750","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMin","20","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus contorta","Pinus contorta","Pinus contorta","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285750","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","60","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus rigida","Pinus rigida","Pinus rigida","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285635","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","90","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus serotina","Pinus serotina","Pinus serotina","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285602","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMean","100","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus strobus","Pinus strobus","Pinus strobus","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284982","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","60","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus strobus","Pinus strobus","Pinus strobus","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284982","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean","210","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus sylvestris","Pinus sylvestris","Pinus sylvestris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285637","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMin","50","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus sylvestris","Pinus sylvestris","Pinus sylvestris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285637","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","100","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus sylvestris","Pinus sylvestris","Pinus sylvestris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285637","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean","1000","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus taeda","Pinus taeda","Pinus taeda","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285241","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMin","23","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus taeda","Pinus taeda","Pinus taeda","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285241","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","30","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus taeda","Pinus taeda","Pinus taeda","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285241","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMin","61","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus taeda","Pinus taeda","Pinus taeda","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285241","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean","91","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus virginiana","Pinus virginiana","Pinus virginiana","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285091","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","30","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Sequoiadendron giganteum","Sequoiadendron giganteum","Sequoiadendron giganteum","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","gbif","GBIF:2684120","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","400","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Larix laricina","Larix laricina","Larix laricina","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2686231","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMean","46","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Larix laricina","Larix laricina","Larix laricina","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2686231","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean","60","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Liquidambar styraciflua","Liquidambar styraciflua","Liquidambar styraciflua","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Altingiaceae","gbif","GBIF:3152824","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","61","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Liquidambar styraciflua","Liquidambar styraciflua","Liquidambar styraciflua","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Altingiaceae","gbif","GBIF:3152824","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMax","183","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Liriodendron tulipifera","Liriodendron tulipifera","Liriodendron tulipifera","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","gbif","GBIF:3152861","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMin","30","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Liriodendron tulipifera","Liriodendron tulipifera","Liriodendron tulipifera","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","gbif","GBIF:3152861","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","60","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Liriodendron tulipifera","Liriodendron tulipifera","Liriodendron tulipifera","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","gbif","GBIF:3152861","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMin","183","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Picea engelmannii","Picea engelmannii","Picea engelmannii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284917","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMin","31","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Picea engelmannii","Picea engelmannii","Picea engelmannii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284917","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean","244","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Picea glauca","Picea glauca","Picea glauca","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284745","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","300","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Picea mariana","Picea mariana","Picea mariana","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284802","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","79","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus elliottii","Pinus elliottii","Pinus elliottii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285777","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","46","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pinus palustris","Pinus palustris","Pinus palustris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285816","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","20","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pseudotsuga menziesii","Pseudotsuga menziesii","Pseudotsuga menziesii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685796","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax","100","MeanDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pseudotsuga menziesii","Pseudotsuga menziesii","Pseudotsuga menziesii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685796","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMin","1000","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Pseudotsuga menziesii","Pseudotsuga menziesii","Pseudotsuga menziesii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685796","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean","2000","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Abies balsamea","Abies balsamea","Abies balsamea","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685383","seed/plant dispersal (unknown)","unpub.","Effective Seed Dispersal Distance","60","DispersalDistance","TRY database","m",NA,"seed dispersal"
"Abies balsamea","Abies balsamea","Abies balsamea","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685383","seed/plant dispersal (unknown)","unpub.","Max Seed Dispersal Distance","160","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
"Acer negundo","Acer negundo","Acer negundo","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189866","seed/plant dispersal (unknown)","unpub.","Effective Seed Dispersal Distance","91","DispersalDistance","TRY database","m",NA,"seed dispersal"
"Acer pensylvanicum","Acer pensylvanicum","Acer pensylvanicum","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189836","seed/plant dispersal (unknown)","unpub.","Effective Seed Dispersal Distance","10","DispersalDistance","TRY database","m",NA,"seed dispersal"
"Acer pensylvanicum","Acer pensylvanicum","Acer pensylvanicum","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189836","seed/plant dispersal (unknown)","unpub.","Max Seed Dispersal Distance","60","MaxDispersalDistance","TRY database","m",NA,"seed dispersal"
