"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Database","Unit","Sex","ObservationTypeGeneral"
"Helichrysum luteoalbum","Helichrysum luteoalbum","Helichrysum luteoalbum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3131229","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","1.91","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Helminthotheca echioides","Helminthotheca echioides","Helminthotheca echioides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3141855","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","1.47","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Hieracium pilosella","Hieracium pilosella","Hieracium pilosulum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8259516","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","1.71","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Hieracium sabaudum","Hieracium sabaudum","Hieracium sabaudum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3136606","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","15.7","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Hieracium umbellatum","Hieracium umbellatum","Hieracium umbellatum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3135329","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","5.12","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Hieracium vulgatum","Hieracium vulgatum","Hieracium lachenalii","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:7647400","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","1.07","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Hypericum perforatum","Hypericum perforatum","Hypericum perforatum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","gbif","GBIF:3189486","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.72","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Hypericum tetrapterum","Hypericum tetrapterum","Hypericum tetrapterum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","gbif","GBIF:6436469","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.23","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Hypochaeris maculata","Hypochaeris maculata","Trommsdorffia maculata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5387328","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","3.8","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Jasione montana","Jasione montana","Jasione montana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:8366345","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.67","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Juncus compressus","Juncus compressus","Juncus compressus","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","gbif","GBIF:2701599","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.42","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Juncus effusus","Juncus effusus","Juncus effusus","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","gbif","GBIF:2701311","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","2.42","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Lactuca serriola","Lactuca serriola","Lactuca serriola","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3140490","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","6.81","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Leontodon hispidus","Leontodon hispidus","Leontodon hispidus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3137498","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.83","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Leucanthemum vulgare","Leucanthemum vulgare","Leucanthemum vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8848598","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.42","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Linaria vulgaris","Linaria vulgaris","Linaria vulgaris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5415020","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","1.37","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Lunaria annua","Lunaria annua","Lunaria annua","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5373324","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.33","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Luzula campestris","Luzula campestris","Luzula campestris","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","gbif","GBIF:2700828","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.07","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Lythrum salicaria","Lythrum salicaria","Lythrum salicaria","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","gbif","GBIF:3188736","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","1.01","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Matricaria matricarioides","Matricaria matricarioides","Matricaria discoidea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3103791","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.13","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Melilotus officinalis","Melilotus officinalis","Melilotus officinalis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:8193111","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.24","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Mycelis muralis","Mycelis muralis","Mycelis muralis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3139040","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","14.33","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Myosotis arvensis","Myosotis arvensis","Myosotis arvensis","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:5341170","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.19","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Myosotis scorpioides","Myosotis scorpioides","Myosotis scorpioides","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:5341184","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.12","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Narthecium ossifragum","Narthecium ossifragum","Narthecium ossifragum","Plantae","Tracheophyta","Liliopsida","Dioscoreales","Nartheciaceae","gbif","GBIF:5602614","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.87","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Nepeta cataria","Nepeta cataria","Nepeta cataria","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:5341499","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.31","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Odontites vernus","Odontites vernus","Odontites vernus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:8971475","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.26","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Onopordum acanthium","Onopordum acanthium","Onopordum acanthium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3094900","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.54","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Papaver rhoeas","Papaver rhoeas","Papaver rhoeas","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888443","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.5","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Pedicularis palustris","Pedicularis palustris","Pedicularis palustris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3171734","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.15","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Picris angustifolia subsp. angustiolia","Picris angustifolia","Picris angustifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093314","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","3.54","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Pilosella lactucella","Pilosella lactucella","Pilosella lactucella","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9509071","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.43","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Potentilla argentea","Potentilla argentea","Potentilla argentea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:8011540","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.3","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Potentilla erecta","Potentilla erecta","Potentilla erecta","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5365576","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.19","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Potentilla verna","Potentilla verna","Potentilla verna","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:8182596","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.05","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Primula elatior","Primula elatior","Primula elatior","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:5414326","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.12","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Primula veris","Primula veris","Primula veris","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:8377689","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.12","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Pulicaria dysenterica","Pulicaria dysenterica","Pulicaria dysenterica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3095609","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","6.91","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Raphanus raphanistrum","Raphanus raphanistrum","Raphanus raphanistrum","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3040983","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.15","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Raphanus sativus","Raphanus sativus","Raphanus sativus","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:7678610","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.18","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Reseda lutea","Reseda lutea","Reseda lutea","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Resedaceae","gbif","GBIF:3040252","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.35","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Rhinanthus alectorolophus","Rhinanthus alectorolophus","Rhinanthus alectorolophus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3172045","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.33","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Rhinanthus minor","Rhinanthus minor","Rhinanthus minor","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","gbif","GBIF:3172043","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.45","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Rumex acetosa","Rumex acetosa","Rumex acetosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2888951","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.99","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Rumex crispus","Rumex crispus","Rumex crispus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:8195144","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.98","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Rumex hydrolapathum","Rumex hydrolapathum","Rumex hydrolapathum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:7291247","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.68","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Sanguisorba minor","Sanguisorba minor","Sanguisorba minor","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:7817383","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.17","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Sanguisorba officinalis","Sanguisorba officinalis","Sanguisorba officinalis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3029627","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.83","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Saponaria officinalis","Saponaria officinalis","Saponaria officinalis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085360","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.21","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Scleranthus annuus","Scleranthus annuus","Scleranthus annuus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085894","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.09","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Scrophularia nodosa","Scrophularia nodosa","Scrophularia nodosa","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","gbif","GBIF:3170886","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.91","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Senecio inaequidens","Senecio inaequidens","Senecio inaequidens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3109086","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","13.29","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Senecio ovatus","Senecio ovatus","Senecio ovatus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3107361","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","9.36","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Senecio sylvaticus","Senecio sylvaticus","Senecio sylvaticus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3107987","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","33.13","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Serratula tinctoria","Serratula tinctoria","Serratula tinctoria","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5388835","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","1.34","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Silene dioica","Silene dioica","Silene dioica","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384795","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.5","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Silene flos-cuculi","Silene flos-cuculi","Silene flos-cuculi","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384738","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.37","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Silene latifolia subsp. alba","Silene latifolia","Silene latifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384805","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.57","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Silene vulgaris","Silene vulgaris","Silene vulgaris","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:9172281","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.13","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Sinapis arvensis","Sinapis arvensis","Sinapis arvensis","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3047598","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.13","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Sisymbrium altissimum","Sisymbrium altissimum","Sisymbrium altissimum","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3046736","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.42","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Solidago canadensis","Solidago canadensis","Solidago canadensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5389029","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","51.66","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Solidago gigantea","Solidago gigantea","Solidago gigantea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5389017","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","135.61","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Solidago virgaurea","Solidago virgaurea","Solidago virgaurea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:6446462","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","5.6","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Sonchus asper","Sonchus asper","Sonchus asper","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3105782","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","6.12","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Sonchus oleraceus","Sonchus oleraceus","Sonchus oleraceus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8228544","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","13.28","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Spergularia rubra","Spergularia rubra","Spergularia rubra","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085633","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.15","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Stellaria graminea","Stellaria graminea","Stellaria graminea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384616","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.25","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Stellaria media","Stellaria media","Stellaria media","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384604","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.32","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Tanacetum vulgare","Tanacetum vulgare","Tanacetum vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3118274","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","2.4","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Triglochin maritima","Triglochin maritima","Triglochin maritima","Plantae","Tracheophyta","Liliopsida","Alismatales","Juncaginaceae","gbif","GBIF:2865368","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.34","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Tripleurospermum maritimum","Tripleurospermum maritimum","Tripleurospermum maritimum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3104173","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.31","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Typha angustifolia","Typha angustifolia","Typha angustifolia","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","gbif","GBIF:5289461","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","2193.84","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Valeriana dioica","Valeriana dioica","Valeriana dioica","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","gbif","GBIF:2888762","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.69","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Valeriana officinalis","Valeriana officinalis","Valeriana officinalis","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","gbif","GBIF:2888763","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","4.85","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Verbena officinalis","Verbena officinalis","Verbena officinalis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","gbif","GBIF:2925529","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.44","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Pinus palustris","Pinus palustris","Pinus palustris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285816","seed dispersal (field)","Boyer 1958 in Hughes et al. 1994","99th_percentile_dispersal_distance_(m)","90","99thPercentileDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Macrocystis pyrifera","Macrocystis pyrifera","Macrocystis pyrifera","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","gbif","GBIF:5422328","experimental","Reed et al. (2006)","Dispersal_distance","200","DispersalDistance","Shanks 2009","m",NA,"larval dispersal"
"Cancer magister","Cancer magister","Metacarcinus magister","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","gbif","GBIF:5863764","tagged larvae","Shanks (unpubl. data)","Dispersal_distance","500","DispersalDistance","Shanks 2009","km",NA,"larval dispersal"
"Macrocystis pyrifera","Macrocystis pyrifera","Macrocystis pyrifera","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","gbif","GBIF:5422328","experimental","2, 41","Realized_dispersal_distance_(mean)","10-40","MeanDispersalDistanceRange","Shanks et al. 2003","m",NA,"larval dispersal"
"Haliotis rubra","Haliotis rubra","Haliotis rubra","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","gbif","GBIF:4615980","experimental","38","Realized_dispersal_distance_(mean)","15","MeanDispersalDistance","Shanks et al. 2003","m",NA,"larval dispersal"
"Trichosurus vulpecula","Trichosurus vulpecula","Trichosurus vulpecula","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","gbif","GBIF:2440254","natal dispersal","Cowan et al. (1996)","Natal_dispersal_median_distance_(km)","5.4","MedianDispersalDistance","Sutherland (mammals)","km","m","natal dispersal"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243","natal dispersal","Jensen (1973)","Natal_dispersal_median_distance_(km)","8.6","MedianDispersalDistance","Sutherland (mammals)","km","m","natal dispersal"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243","natal dispersal",NA,"Natal_dispersal_median_distance_(km)","4.9","MedianDispersalDistance","Sutherland (mammals)","km","f","natal dispersal"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243","natal dispersal","Storm et al. (1976)","Natal_dispersal_median_distance_(km)","24.2","MedianDispersalDistance","Sutherland (mammals)","km","m","natal dispersal"
