"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","ObservationType","Source","Field","DispersalDistance","Code","Database","Unit","Sex"
"Senecio inaequidens","Senecio inaequidens","Senecio inaequidens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3109086","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.96","MedianDispersalDistance","Tamme","m",NA
"Senecio ovatus","Senecio ovatus","Senecio ovatus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3107361","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.98","MedianDispersalDistance","Tamme","m",NA
"Senecio sylvaticus","Senecio sylvaticus","Senecio sylvaticus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3107987","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","1.21","MedianDispersalDistance","Tamme","m",NA
"Serratula tinctoria","Serratula tinctoria","Serratula tinctoria","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5388835","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.2","MedianDispersalDistance","Tamme","m",NA
"Silene dioica","Silene dioica","Silene dioica","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384795","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.09","MedianDispersalDistance","Tamme","m",NA
"Silene flos-cuculi","Silene flos-cuculi","Silene flos-cuculi","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384738","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.07","MedianDispersalDistance","Tamme","m",NA
"Silene latifolia subsp. alba","Silene latifolia","Silene latifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384805","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.1","MedianDispersalDistance","Tamme","m",NA
"Silene vulgaris","Silene vulgaris","Silene vulgaris","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:9172281","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.02","MedianDispersalDistance","Tamme","m",NA
"Sinapis arvensis","Sinapis arvensis","Sinapis arvensis","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3047598","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.03","MedianDispersalDistance","Tamme","m",NA
"Sisymbrium altissimum","Sisymbrium altissimum","Sisymbrium altissimum","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3046736","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.07","MedianDispersalDistance","Tamme","m",NA
"Solidago canadensis","Solidago canadensis","Solidago canadensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5389029","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","2.52","MedianDispersalDistance","Tamme","m",NA
"Solidago gigantea","Solidago gigantea","Solidago gigantea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5389017","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","4.24","MedianDispersalDistance","Tamme","m",NA
"Solidago virgaurea","Solidago virgaurea","Solidago virgaurea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:6446462","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.58","MedianDispersalDistance","Tamme","m",NA
"Sonchus asper","Sonchus asper","Sonchus asper","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3105782","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.58","MedianDispersalDistance","Tamme","m",NA
"Sonchus oleraceus","Sonchus oleraceus","Sonchus oleraceus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8228544","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","1.08","MedianDispersalDistance","Tamme","m",NA
"Spergularia rubra","Spergularia rubra","Spergularia rubra","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085633","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.03","MedianDispersalDistance","Tamme","m",NA
"Stellaria graminea","Stellaria graminea","Stellaria graminea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384616","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.04","MedianDispersalDistance","Tamme","m",NA
"Stellaria media","Stellaria media","Stellaria media","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384604","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.05","MedianDispersalDistance","Tamme","m",NA
"Tanacetum vulgare","Tanacetum vulgare","Tanacetum vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3118274","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.36","MedianDispersalDistance","Tamme","m",NA
"Triglochin maritima","Triglochin maritima","Triglochin maritima","Plantae","Tracheophyta","Liliopsida","Alismatales","Juncaginaceae","gbif","GBIF:2865368","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.07","MedianDispersalDistance","Tamme","m",NA
"Tripleurospermum maritimum","Tripleurospermum maritimum","Tripleurospermum maritimum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3104173","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.05","MedianDispersalDistance","Tamme","m",NA
"Typha angustifolia","Typha angustifolia","Typha angustifolia","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","gbif","GBIF:5289461","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","11.31","MedianDispersalDistance","Tamme","m",NA
"Valeriana dioica","Valeriana dioica","Valeriana dioica","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","gbif","GBIF:2888762","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.11","MedianDispersalDistance","Tamme","m",NA
"Valeriana officinalis","Valeriana officinalis","Valeriana officinalis","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","gbif","GBIF:2888763","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.59","MedianDispersalDistance","Tamme","m",NA
"Verbena officinalis","Verbena officinalis","Verbena officinalis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","gbif","GBIF:2925529","model","Soons & Ozinga 2005","Median_dispersal_distance_(m)","0.08","MedianDispersalDistance","Tamme","m",NA
"Geranium purpureum","Geranium purpureum","Geranium purpureum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2890541","field","Herrera 1991","Median_dispersal_distance_(m)","0.44","MedianDispersalDistance","Tamme","m",NA
"Quercus ilex","Quercus ilex","Quercus ilex","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879098","field","Pons & Pausas 2007","Median_dispersal_distance_(m)","49.15","MedianDispersalDistance","Tamme","m",NA
"Quercus suber","Quercus suber","Quercus suber","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879411","field","Pons & Pausas 2007","Median_dispersal_distance_(m)","49.15","MedianDispersalDistance","Tamme","m",NA
"Aegopodium podagraria","Aegopodium podagraria","Aegopodium podagraria","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034620","model","Jongejans & Telenius 2001","Median_dispersal_distance_(m)","0.58","MedianDispersalDistance","Tamme","m",NA
"Aethusa cynapium","Aethusa cynapium","Aethusa cynapium","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371825","model","Jongejans & Telenius 2001","Median_dispersal_distance_(m)","0.72","MedianDispersalDistance","Tamme","m",NA
"Angelica sylvestris","Angelica sylvestris","Angelica sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371818","model","Jongejans & Telenius 2001","Median_dispersal_distance_(m)","2.29","MedianDispersalDistance","Tamme","m",NA
"Calestania palustris","Calestania palustris","Thysselinum palustre","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3634395","model","Jongejans & Telenius 2001","Median_dispersal_distance_(m)","1.31","MedianDispersalDistance","Tamme","m",NA
"Heracleum sphondylium","Heracleum sphondylium","Heracleum sphondylium","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034830","model","Jongejans & Telenius 2001","Median_dispersal_distance_(m)","3.12","MedianDispersalDistance","Tamme","m",NA
"Laserpitium latifolium","Laserpitium latifolium","Laserpitium latifolium","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:6026401","model","Jongejans & Telenius 2001","Median_dispersal_distance_(m)","1.9","MedianDispersalDistance","Tamme","m",NA
"Myrrhis odorata","Myrrhis odorata","Myrrhis odorata","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034681","model","Jongejans & Telenius 2001","Median_dispersal_distance_(m)","0.65","MedianDispersalDistance","Tamme","m",NA
"Oxalis acetosella","Oxalis acetosella","Oxalis acetosella","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","gbif","GBIF:8211958","field","Berg 2000","Median_dispersal_distance_(m)","2.06","MedianDispersalDistance","Tamme","m",NA
"Pastinaca sativa","Pastinaca sativa","Pastinaca sativa","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:8262702","model","Jongejans & Telenius 2001","Median_dispersal_distance_(m)","3.05","MedianDispersalDistance","Tamme","m",NA
"Selinum carvifolia","Selinum carvifolia","Selinum carvifolia","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371781","model","Jongejans & Telenius 2001","Median_dispersal_distance_(m)","0.79","MedianDispersalDistance","Tamme","m",NA
"Amphicarpaea bracteata","Amphicarpaea bracteata","Amphicarpaea bracteata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2960161","field","Trapp 1988","Median_dispersal_distance_(m)","1.43","MedianDispersalDistance","Tamme","m",NA
"Juglans nigra","Juglans nigra","Juglans nigra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","gbif","GBIF:3054357","field","Stapanian & Smith 1986","Median_dispersal_distance_(m)","11.6","MedianDispersalDistance","Tamme","m",NA
"Parthenocissus quinquefolia","Parthenocissus quinquefolia","Parthenocissus quinquefolia","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","gbif","GBIF:3039194","field","Hoppes 1988","Median_dispersal_distance_(m)","9","MedianDispersalDistance","Tamme","m",NA
"Quercus macrocarpa","Quercus macrocarpa","Quercus macrocarpa","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878213","field","Stapanian & Smith 1986","Median_dispersal_distance_(m)","10.3","MedianDispersalDistance","Tamme","m",NA
"Quercus muehlenbergii","Quercus muehlenbergii","Quercus muehlenbergii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879947","field","Stapanian & Smith 1986","Median_dispersal_distance_(m)","6.4","MedianDispersalDistance","Tamme","m",NA
"Trillium grandiflorum","Trillium grandiflorum","Trillium grandiflorum","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","gbif","GBIF:2742283","field","Vellend et al. 2003","Median_dispersal_distance_(m)","700","MedianDispersalDistance","Tamme","m",NA
"Amphicarpaea bracteata","Amphicarpaea bracteata","Amphicarpaea bracteata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2960161","field","Trapp 1988","Mode_dispersal_distance_(m)","0.75","ModeDispersalDistance","Tamme","m",NA
"Carex pilulifera","Carex pilulifera","Carex pilulifera","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2726614","field","Kjellsson 1985","Mode_dispersal_distance_(m)","0.35","ModeDispersalDistance","Tamme","m",NA
"Anthoxanthum odoratum","Anthoxanthum odoratum","Anthoxanthum odoratum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705975","field","Antonovics & Ellstrand 1985 in Willson 1993","Mode_dispersal_distance_(m)","0.3","ModeDispersalDistance","Tamme","m",NA
"Geranium maculatum","Geranium maculatum","Geranium maculatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:7808016","model","Willson & Agren unpublished in Willson 1993","Mode_dispersal_distance_(m)","1.4","ModeDispersalDistance","Tamme","m",NA
"Mercurialis annua","Mercurialis annua","Mercurialis annua","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3062975","field","Lisci & Pacini 1997 in Ness et al. 2004","Mode_dispersal_distance_(m)","3.4","ModeDispersalDistance","Tamme","m",NA
"Rhamnus alaternus","Rhamnus alaternus","Rhamnus alaternus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:6371424","field","Gómez et al. 2003","Mode_dispersal_distance_(m)","1","ModeDispersalDistance","Tamme","m",NA
"Helianthus annuus","Helianthus annuus","Helianthus annuus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9206251","field","Müller-Schneider 1949 in Vittoz & Engler 2007","Mode_dispersal_distance_(m)","20","ModeDispersalDistance","Tamme","m",NA
"Cardamine hirsuta","Cardamine hirsuta","Cardamine hirsuta","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3046258","field","Salisbury 1961 in Willson 1993","Mode_dispersal_distance_(m)","0.3","ModeDispersalDistance","Tamme","m",NA
"Papaver dubium","Papaver dubium","Papaver dubium","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888464","field","Salisbury 1942 in Willson 1993","Mode_dispersal_distance_(m)","0.9","ModeDispersalDistance","Tamme","m",NA
"Tussilago farfara","Tussilago farfara","Tussilago farfara","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3149879","field","Bakker 1961 in Willson 1993","Mode_dispersal_distance_(m)","10","ModeDispersalDistance","Tamme","m",NA
"Amphicarpaea bracteata","Amphicarpaea bracteata","Amphicarpaea bracteata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2960161","field","Trapp 1988","Mode_dispersal_distance_(m)","0.25","ModeDispersalDistance","Tamme","m",NA
"Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959","field","Smith & Kok 1984","Mode_dispersal_distance_(m)","5","ModeDispersalDistance","Tamme","m",NA
"Chaenorhinum minus","Chaenorhinum minus","Chaenorhinum minus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3171669","field","Arnold 1981","Mode_dispersal_distance_(m)","0.12","ModeDispersalDistance","Tamme","m",NA
"Euphorbia esula","Euphorbia esula","Euphorbia esula","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:8203538","field","Pemberton 1988","Mode_dispersal_distance_(m)","2.5","ModeDispersalDistance","Tamme","m",NA
"Juglans nigra","Juglans nigra","Juglans nigra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","gbif","GBIF:3054357","field","Stapanian & Smith 1986","Mode_dispersal_distance_(m)","38.1","ModeDispersalDistance","Tamme","m",NA
"Parthenocissus quinquefolia","Parthenocissus quinquefolia","Parthenocissus quinquefolia","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","gbif","GBIF:3039194","field","Hoppes 1988","Mode_dispersal_distance_(m)","3","ModeDispersalDistance","Tamme","m",NA
"Phytolacca americana","Phytolacca americana","Phytolacca americana","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","gbif","GBIF:3084015","field","Hoppes 1988","Mode_dispersal_distance_(m)","0.5","ModeDispersalDistance","Tamme","m",NA
"Tsuga heterophylla","Tsuga heterophylla","Tsuga heterophylla","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2687210","field","Gashwiler 1969 in Hughes et al. 1994","Mode_dispersal_distance_(m)","30","ModeDispersalDistance","Tamme","m",NA
"Quercus ilex","Quercus ilex","Quercus ilex","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879098","field","Pons & Pausas 2007","90th_percentile_dispersal_distance_(m)","149.6","90thPercentileDispersalDistance","Tamme","m",NA
"Quercus suber","Quercus suber","Quercus suber","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879411","field","Pons & Pausas 2007","90th_percentile_dispersal_distance_(m)","149.6","90thPercentileDispersalDistance","Tamme","m",NA
"Calluna vulgaris","Calluna vulgaris","Calluna vulgaris","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2882482","field","Bullock & Clarke 2000","90th_percentile_dispersal_distance_(m)","0.8","90thPercentileDispersalDistance","Tamme","m",NA
"Erica cinerea","Erica cinerea","Erica cinerea","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:5333411","field","Bullock & Clarke 2000","90th_percentile_dispersal_distance_(m)","0.8","90thPercentileDispersalDistance","Tamme","m",NA
"Mimulus guttatus","Mimulus guttatus","Mimulus guttatus","Plantae",NA,"Magnoliopsida","Lamiales","Phrymaceae","itis","ITIS:33236","field","Vickery et al. 1986","90th_percentile_dispersal_distance_(m)","1","90thPercentileDispersalDistance","Tamme","m",NA
"Daucus carota","Daucus carota","Daucus carota","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034742","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.93","99thPercentileDispersalDistance","Tamme","m",NA
"Acer rubrum","Acer rubrum","Acer rubrum","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189883","field","Higgins et al. 2003","99th_percentile_dispersal_distance_(m)","314.3","99thPercentileDispersalDistance","Tamme","m",NA
"Carya glabra","Carya glabra","Carya glabra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","gbif","GBIF:3054325","field","Higgins et al. 2003","99th_percentile_dispersal_distance_(m)","140","99thPercentileDispersalDistance","Tamme","m",NA
"Achillea millefolium","Achillea millefolium","Achillea millefolium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120060","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.39","99thPercentileDispersalDistance","Tamme","m",NA
"Achillea ptarmica","Achillea ptarmica","Achillea ptarmica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120333","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.68","99thPercentileDispersalDistance","Tamme","m",NA
"Allium oleraceum","Allium oleraceum","Allium oleraceum","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","gbif","GBIF:2857071","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.28","99thPercentileDispersalDistance","Tamme","m",NA
"Allium vineale","Allium vineale","Allium vineale","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","gbif","GBIF:7792960","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.24","99thPercentileDispersalDistance","Tamme","m",NA
"Anagallis minima","Anagallis minima","Lysimachia minima","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:7939955","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.02","99thPercentileDispersalDistance","Tamme","m",NA
"Aquilegia vulgaris","Aquilegia vulgaris","Aquilegia vulgaris","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033191","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.41","99thPercentileDispersalDistance","Tamme","m",NA
"Arabidopsis thaliana","Arabidopsis thaliana","Arabidopsis thaliana","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3052436","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.25","99thPercentileDispersalDistance","Tamme","m",NA
"Arabis hirsuta subsp. hirsuta","Arabis hirsuta","Arabis hirsuta","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:9202524","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.47","99thPercentileDispersalDistance","Tamme","m",NA
"Arenaria serpyllifolia","Arenaria serpyllifolia","Arenaria serpyllifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:8089871","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.13","99thPercentileDispersalDistance","Tamme","m",NA
"Armeria maritima","Armeria maritima","Armeria maritima","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","gbif","GBIF:8930531","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.28","99thPercentileDispersalDistance","Tamme","m",NA
"Arnica montana","Arnica montana","Arnica montana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5405976","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.93","99thPercentileDispersalDistance","Tamme","m",NA
"Artemisia vulgaris","Artemisia vulgaris","Artemisia vulgaris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120946","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","2.43","99thPercentileDispersalDistance","Tamme","m",NA
"Atriplex patula","Atriplex patula","Atriplex patula","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","gbif","GBIF:3083728","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.22","99thPercentileDispersalDistance","Tamme","m",NA
"Atriplex prostrata","Atriplex prostrata","Atriplex prostrata","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","gbif","GBIF:3083786","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.73","99thPercentileDispersalDistance","Tamme","m",NA
"Barbarea vulgaris","Barbarea vulgaris","Barbarea vulgaris","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5708780","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.28","99thPercentileDispersalDistance","Tamme","m",NA
"Bellis perennis","Bellis perennis","Bellis perennis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3117424","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.09","99thPercentileDispersalDistance","Tamme","m",NA
"Brassica nigra","Brassica nigra","Brassica nigra","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3042658","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.36","99thPercentileDispersalDistance","Tamme","m",NA
"Brassica oleracea","Brassica oleracea","Brassica oleracea","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3042845","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.21","99thPercentileDispersalDistance","Tamme","m",NA
"Brassica rapa","Brassica rapa","Brassica rapa","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:7903057","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.29","99thPercentileDispersalDistance","Tamme","m",NA
"Campanula rapunculoides","Campanula rapunculoides","Campanula rapunculoides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:5410436","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.77","99thPercentileDispersalDistance","Tamme","m",NA
"Campanula rotundifolia","Campanula rotundifolia","Campanula rotundifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:5410907","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.35","99thPercentileDispersalDistance","Tamme","m",NA
"Campanula trachelium","Campanula trachelium","Campanula trachelium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:5412014","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","1.45","99thPercentileDispersalDistance","Tamme","m",NA
"Carduus crispus","Carduus crispus","Carduus crispus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3114649","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","17.25","99thPercentileDispersalDistance","Tamme","m",NA
"Carex echinata","Carex echinata","Carex echinata","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2726894","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.16","99thPercentileDispersalDistance","Tamme","m",NA
"Carex remota","Carex remota","Carex remota","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2727294","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.62","99thPercentileDispersalDistance","Tamme","m",NA
"Carlina vulgaris","Carlina vulgaris","Carlina vulgaris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3105380","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","1.67","99thPercentileDispersalDistance","Tamme","m",NA
"Centaurea cyanus","Centaurea cyanus","Centaurea cyanus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3089561","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.16","99thPercentileDispersalDistance","Tamme","m",NA
"Centaurea scabiosa","Centaurea scabiosa","Centaurea scabiosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8087525","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","1.95","99thPercentileDispersalDistance","Tamme","m",NA
"Cephalanthera damasonium","Cephalanthera damasonium","Cephalanthera damasonium","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2795952","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","14.67","99thPercentileDispersalDistance","Tamme","m",NA
"Cerastium fontanum subsp. vulgare","Cerastium fontanum","Cerastium fontanum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085458","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.16","99thPercentileDispersalDistance","Tamme","m",NA
"Cerastium semidecandrum","Cerastium semidecandrum","Cerastium semidecandrum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085434","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.11","99thPercentileDispersalDistance","Tamme","m",NA
"Cichorium intybus","Cichorium intybus","Cichorium intybus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5392252","model","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.96","99thPercentileDispersalDistance","Tamme","m",NA
