"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","ObservationType","Source","Field","DispersalDistance","Code","Database","Unit","Sex"
"Semotilus atromaculatus","Semotilus atromaculatus","Semotilus atromaculatus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","gbif","GBIF:2360481","Mark-Recapture","Belica & Rahel 2008","Median_dispersal_distance_(m)","49.9","MedianDispersalDistance","Comte & Olden","m",NA
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"1","Value","302","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"1","Value","153","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"1","Value","25.33","MeanDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"1","Value","35","MeanDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"1","Value","5.67","MedianDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"1","Value","19.67","MedianDispersalDistance","Whitmee & Orme","km","Male"
"Marmota flaviventris","Marmota flaviventris","Marmota flaviventris","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:2437369",NA,"4","Value","6.4","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Marmota flaviventris","Marmota flaviventris","Marmota flaviventris","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:2437369",NA,"4","Value","15.5","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Marmota flaviventris","Marmota flaviventris","Marmota flaviventris","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:2437369",NA,"4","Value","0.4","MedianDispersalDistance","Whitmee & Orme","km","Female"
"Marmota flaviventris","Marmota flaviventris","Marmota flaviventris","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:2437369",NA,"4","Value","1.5","MedianDispersalDistance","Whitmee & Orme","km","Male"
"Trichosurus vulpecula","Trichosurus vulpecula","Trichosurus vulpecula","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","gbif","GBIF:2440254",NA,"19","Value","11.5","MaxDispersalDistance","Whitmee & Orme","km","Both"
"Trichosurus vulpecula","Trichosurus vulpecula","Trichosurus vulpecula","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","gbif","GBIF:2440254",NA,"19","Value","5.54","MeanDispersalDistance","Whitmee & Orme","km","Both"
"Trichosurus vulpecula","Trichosurus vulpecula","Trichosurus vulpecula","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","gbif","GBIF:2440254",NA,"19","Value","4.5","MedianDispersalDistance","Whitmee & Orme","km","Both"
"Thomomys bottae","Thomomys bottae","Thomomys bottae","Animalia","Chordata","Mammalia","Rodentia","Geomyidae","gbif","GBIF:2439385",NA,"20","Value","300","MaxDispersalDistance","Whitmee & Orme","m","Both"
"Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2437967",NA,"22","Value","1005.84","MaxDispersalDistance","Whitmee & Orme","m","Female"
"Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2437967",NA,"22","Value","883.92","MaxDispersalDistance","Whitmee & Orme","m","Male"
"Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2437967",NA,"22","Value","132.87","MeanDispersalDistance","Whitmee & Orme","m","Female"
"Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2437967",NA,"22","Value","188.6","MeanDispersalDistance","Whitmee & Orme","m","Male"
"Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2437967",NA,"22","Value","776.2","MedianDispersalDistance","Whitmee & Orme","m","Female"
"Peromyscus maniculatus","Peromyscus maniculatus","Peromyscus maniculatus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2437967",NA,"22","Value","137.16","MedianDispersalDistance","Whitmee & Orme","m","Male"
"Phascolarctos cinereus","Phascolarctos cinereus","Phascolarctos cinereus","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","gbif","GBIF:2440012",NA,"23","Value","10.6","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Phascolarctos cinereus","Phascolarctos cinereus","Phascolarctos cinereus","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","gbif","GBIF:2440012",NA,"23","Value","9.7","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Phascolarctos cinereus","Phascolarctos cinereus","Phascolarctos cinereus","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","gbif","GBIF:2440012",NA,"23","Value","3.4","MeanDispersalDistance","Whitmee & Orme","km","Female"
"Phascolarctos cinereus","Phascolarctos cinereus","Phascolarctos cinereus","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","gbif","GBIF:2440012",NA,"23","Value","3.5","MeanDispersalDistance","Whitmee & Orme","km","Male"
"Phascolarctos cinereus","Phascolarctos cinereus","Phascolarctos cinereus","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","gbif","GBIF:2440012",NA,"23","Value","1.7","MedianDispersalDistance","Whitmee & Orme","km","Female"
"Phascolarctos cinereus","Phascolarctos cinereus","Phascolarctos cinereus","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","gbif","GBIF:2440012",NA,"23","Value","2","MedianDispersalDistance","Whitmee & Orme","km","Male"
"Brachylagus idahoensis","Brachylagus idahoensis","Brachylagus idahoensis","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436688",NA,"25","Value","11.9","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Brachylagus idahoensis","Brachylagus idahoensis","Brachylagus idahoensis","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436688",NA,"25","Value","6.5","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Brachylagus idahoensis","Brachylagus idahoensis","Brachylagus idahoensis","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436688",NA,"25","Value","2.9","MedianDispersalDistance","Whitmee & Orme","km","Female"
"Brachylagus idahoensis","Brachylagus idahoensis","Brachylagus idahoensis","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436688",NA,"25","Value","1","MedianDispersalDistance","Whitmee & Orme","km","Male"
"Spermophilus beecheyi","Spermophilus beecheyi","Otospermophilus beecheyi","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:8080937",NA,"26","Value","1.14","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Spermophilus beecheyi","Spermophilus beecheyi","Otospermophilus beecheyi","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:8080937",NA,"26","Value","1.14","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Spermophilus beecheyi","Spermophilus beecheyi","Otospermophilus beecheyi","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:8080937",NA,"26","Value","0.43","MeanDispersalDistance","Whitmee & Orme","km","Female"
"Spermophilus beecheyi","Spermophilus beecheyi","Otospermophilus beecheyi","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:8080937",NA,"26","Value","0.48","MeanDispersalDistance","Whitmee & Orme","km","Male"
"Spermophilus beecheyi","Spermophilus beecheyi","Otospermophilus beecheyi","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:8080937",NA,"26","Value","0.41","MedianDispersalDistance","Whitmee & Orme","km","Female"
"Spermophilus beecheyi","Spermophilus beecheyi","Otospermophilus beecheyi","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:8080937",NA,"26","Value","0.41","MedianDispersalDistance","Whitmee & Orme","km","Male"
"Procyon lotor","Procyon lotor","Procyon lotor","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","gbif","GBIF:5218786",NA,"32","Value","33","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Procyon lotor","Procyon lotor","Procyon lotor","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","gbif","GBIF:5218786",NA,"32","Value","9.7","MeanDispersalDistance","Whitmee & Orme","km","Male"
"Lepus americanus","Lepus americanus","Lepus americanus","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436794",NA,"36","Value","16.5","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Lepus americanus","Lepus americanus","Lepus americanus","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436794",NA,"36","Value","6.75","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Lepus americanus","Lepus americanus","Lepus americanus","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436794",NA,"36","Value","3.1","MeanDispersalDistance","Whitmee & Orme","km","Female"
"Lepus americanus","Lepus americanus","Lepus americanus","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436794",NA,"36","Value","1.63","MeanDispersalDistance","Whitmee & Orme","km","Male"
"Lepus americanus","Lepus americanus","Lepus americanus","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436794",NA,"36","Value","0.275","MedianDispersalDistance","Whitmee & Orme","km","Female"
"Lepus americanus","Lepus americanus","Lepus americanus","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436794",NA,"36","Value","1.1","MedianDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"39","Value","2.2","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"39","Value","3.4","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"39","Value","1.73","MeanDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"39","Value","2.42","MeanDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"39","Value","1.7","MedianDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"39","Value","2.3","MedianDispersalDistance","Whitmee & Orme","km","Male"
"Peromyscus leucopus","Peromyscus leucopus","Peromyscus leucopus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438019",NA,"45","Value","129","MaxDispersalDistance","Whitmee & Orme","m","Female"
"Peromyscus leucopus","Peromyscus leucopus","Peromyscus leucopus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438019",NA,"45","Value","183","MaxDispersalDistance","Whitmee & Orme","m","Male"
"Peromyscus leucopus","Peromyscus leucopus","Peromyscus leucopus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438019",NA,"45","Value","25","MedianDispersalDistance","Whitmee & Orme","m","Female"
"Peromyscus leucopus","Peromyscus leucopus","Peromyscus leucopus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438019",NA,"45","Value","85","MedianDispersalDistance","Whitmee & Orme","m","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"46","Value","140","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"46","Value","110","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Peromyscus leucopus","Peromyscus leucopus","Peromyscus leucopus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438019",NA,"50","Value","282","MaxDispersalDistance","Whitmee & Orme","m","Female"
"Peromyscus leucopus","Peromyscus leucopus","Peromyscus leucopus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438019",NA,"50","Value","201","MaxDispersalDistance","Whitmee & Orme","m","Male"
"Peromyscus leucopus","Peromyscus leucopus","Peromyscus leucopus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438019",NA,"50","Value","88","MeanDispersalDistance","Whitmee & Orme","m","Female"
"Peromyscus leucopus","Peromyscus leucopus","Peromyscus leucopus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438019",NA,"50","Value","109","MeanDispersalDistance","Whitmee & Orme","m","Male"
"Peromyscus leucopus","Peromyscus leucopus","Peromyscus leucopus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438019",NA,"57","Value","1000","MaxDispersalDistance","Whitmee & Orme","m","Unspecified"
"Peromyscus leucopus","Peromyscus leucopus","Peromyscus leucopus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438019",NA,"57","Value","100","MeanDispersalDistance","Whitmee & Orme","m","Unspecified"
"Rupicapra rupicapra","Rupicapra rupicapra","Rupicapra rupicapra","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","gbif","GBIF:5220170",NA,"63","Value","17","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Rupicapra rupicapra","Rupicapra rupicapra","Rupicapra rupicapra","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","gbif","GBIF:5220170",NA,"63","Value","5.95","MeanDispersalDistance","Whitmee & Orme","km","Male"
"Rupicapra rupicapra","Rupicapra rupicapra","Rupicapra rupicapra","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","gbif","GBIF:5220170",NA,"63","Value","4.1","MedianDispersalDistance","Whitmee & Orme","km","Male"
"Aepyceros melampus","Aepyceros melampus","Aepyceros melampus","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","gbif","GBIF:2441144",NA,"78","Value","3.2","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Aepyceros melampus","Aepyceros melampus","Aepyceros melampus","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","gbif","GBIF:2441144",NA,"78","Value","1.2","MeanDispersalDistance","Whitmee & Orme","km","Male"
"Lepus americanus","Lepus americanus","Lepus americanus","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436794",NA,"82","Value","12.5","MaxDispersalDistance","Whitmee & Orme",NA,"Both"
"Lepus americanus","Lepus americanus","Lepus americanus","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436794",NA,"82","Value","3.38","MeanDispersalDistance","Whitmee & Orme",NA,"Both"
"Lepus americanus","Lepus americanus","Lepus americanus","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","gbif","GBIF:2436794",NA,"82","Value","0.4","MedianDispersalDistance","Whitmee & Orme",NA,"Both"
"Ochotona princeps","Ochotona princeps","Ochotona princeps","Animalia","Chordata","Mammalia","Lagomorpha","Ochotonidae","gbif","GBIF:2436982",NA,"83","Value","396","MaxDispersalDistance","Whitmee & Orme","m","Unspecified"
"Ochotona princeps","Ochotona princeps","Ochotona princeps","Animalia","Chordata","Mammalia","Lagomorpha","Ochotonidae","gbif","GBIF:2436982",NA,"83","Value","91.25","MeanDispersalDistance","Whitmee & Orme","m","Unspecified"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"84","Value","52.1","MaxDispersalDistance","Whitmee & Orme",NA,"Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"84","Value","101.2","MaxDispersalDistance","Whitmee & Orme",NA,"Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"84","Value","6.2","MeanDispersalDistance","Whitmee & Orme",NA,"Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"84","Value","18.4","MeanDispersalDistance","Whitmee & Orme",NA,"Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"84","Value","2.2","MedianDispersalDistance","Whitmee & Orme",NA,"Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"84","Value","10.1","MedianDispersalDistance","Whitmee & Orme",NA,"Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"94","Value","5","MaxDispersalDistance","Whitmee & Orme",NA,"Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"94","Value","17","MaxDispersalDistance","Whitmee & Orme",NA,"Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"94","Value","2.75","MeanDispersalDistance","Whitmee & Orme",NA,"Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"94","Value","2.75","MedianDispersalDistance","Whitmee & Orme",NA,"Female"
"Ochotona princeps","Ochotona princeps","Ochotona princeps","Animalia","Chordata","Mammalia","Lagomorpha","Ochotonidae","gbif","GBIF:2436982",NA,"97","Value","0.17","MaxDispersalDistance","Whitmee & Orme","km","Both"
"Ochotona princeps","Ochotona princeps","Ochotona princeps","Animalia","Chordata","Mammalia","Lagomorpha","Ochotonidae","gbif","GBIF:2436982",NA,"97","Value","0.00556","MeanDispersalDistance","Whitmee & Orme","km","Both"
"Ochotona princeps","Ochotona princeps","Ochotona princeps","Animalia","Chordata","Mammalia","Lagomorpha","Ochotonidae","gbif","GBIF:2436982",NA,"97","Value","0","MedianDispersalDistance","Whitmee & Orme","km","Both"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"100","Value","107.83","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"100","Value","210.18","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"100","Value","10.78","MeanDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"100","Value","31","MeanDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"100","Value","3.06","MedianDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"100","Value","22","MedianDispersalDistance","Whitmee & Orme","km","Male"
"Microtus pennsylvanicus","Microtus pennsylvanicus","Microtus pennsylvanicus","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","gbif","GBIF:2438655",NA,"103","Value","0.245","MaxDispersalDistance","Whitmee & Orme","km","Both"
"Alces alces","Alces alces","Alces alces","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","gbif","GBIF:2440940",NA,"103","Value","118","MaxDispersalDistance","Whitmee & Orme","km","Both"
"Didelphis virginiana","Didelphis virginiana","Didelphis virginiana","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","gbif","GBIF:2439923",NA,"103","Value","5.152","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Didelphis virginiana","Didelphis virginiana","Didelphis virginiana","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","gbif","GBIF:2439923",NA,"103","Value","4.3","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","5.2","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","24","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","140","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","67.7","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","4","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","85.7","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","60.8","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","50","MaxDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","13.7","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","19","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","52","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","110","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","64.9","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","86","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","61.4","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","89.6","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"107","Value","122","MaxDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"108","Value","3.1","MeanDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"108","Value","8.4","MeanDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"108","Value","11.1","MeanDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"108","Value","28.6","MeanDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"108","Value","38.6","MeanDispersalDistance","Whitmee & Orme","km","Female"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"108","Value","2.8","MeanDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"108","Value","7.9","MeanDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"108","Value","17.4","MeanDispersalDistance","Whitmee & Orme","km","Male"
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,"108","Value","29.8","MeanDispersalDistance","Whitmee & Orme","km","Male"
