"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Database","Unit","Sex","ObservationTypeGeneral"
"Anguilla rostrata","Anguilla rostrata","Anguilla rostrata","Animalia","Chordata",NA,"Anguilliformes","Anguillidae","gbif","GBIF:5212956","mark-release-recapture","Gunning 1963","Mean_dispersal_distance_(m)","28.47","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Aplodinotus grunniens","Aplodinotus grunniens","Aplodinotus grunniens","Animalia","Chordata",NA,"Perciformes","Sciaenidae","gbif","GBIF:2400265","mark-release-recapture","Funk 1957","Mean_dispersal_distance_(m)","28911.79","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Barbus barbus","Barbus barbus","Barbus barbus","Animalia","Chordata",NA,"Cypriniformes","Cyprinidae","gbif","GBIF:5739539","mark-release-recapture","Vilizzi et al. 2006","Mean_dispersal_distance_(m)","202","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Barbus barbus","Barbus barbus","Barbus barbus","Animalia","Chordata",NA,"Cypriniformes","Cyprinidae","gbif","GBIF:5739539","mark-release-recapture","Penczak 2006","Mean_dispersal_distance_(m)","257.73","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Barbus barbus","Barbus barbus","Barbus barbus","Animalia","Chordata",NA,"Cypriniformes","Cyprinidae","gbif","GBIF:5739539","mark-release-recapture","Hunt & Jones 1974","Mean_dispersal_distance_(m)","1460.65","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Barbus barbus","Barbus barbus","Barbus barbus","Animalia","Chordata",NA,"Cypriniformes","Cyprinidae","gbif","GBIF:5739539","radio-tracking","Lucas & Batley 1996","Mean_dispersal_distance_(m)","7696.92","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Barbus barbus","Barbus barbus","Barbus barbus","Animalia","Chordata",NA,"Cypriniformes","Cyprinidae","gbif","GBIF:5739539","radio-tracking","Lucas & Batley 1996","Mean_dispersal_distance_(m)","8483.64","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Barbus haasi","Barbus haasi","Barbus haasi","Animalia","Chordata",NA,"Cypriniformes","Cyprinidae","gbif","GBIF:5207307","mark-release-recapture","Aparicio & De Sostoa 1999","Mean_dispersal_distance_(m)","15.8","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Barbus haasi","Barbus haasi","Barbus haasi","Animalia","Chordata",NA,"Cypriniformes","Cyprinidae","gbif","GBIF:5207307","mark-release-recapture","Aparicio & De Sostoa 1999","Mean_dispersal_distance_(m)","25.3","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Barbus haasi","Barbus haasi","Barbus haasi","Animalia","Chordata",NA,"Cypriniformes","Cyprinidae","gbif","GBIF:5207307","mark-release-recapture","Aparicio & De Sostoa 1999","Mean_dispersal_distance_(m)","36.1","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Brycon orbignyanus","Brycon orbignyanus","Brycon orbignyanus","Animalia","Chordata",NA,"Characiformes","Bryconidae","gbif","GBIF:2353463","mark-release-recapture","Makrakis et al. 2012","Mean_dispersal_distance_(m)","7500","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
"Catostomus clarkii","Catostomus clarkii","Catostomus clarkii","Animalia","Chordata",NA,"Cypriniformes","Catostomidae","gbif","GBIF:2359050","radio-tracking","Booth et al. 2014","Mean_dispersal_distance_(m)","188","MeanDispersalDistance","Comte & Olden","m",NA,"movement study"
