"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Database","Unit","Sex","ObservationTypeGeneral"
"Setonix brachyurus","Setonix brachyurus","Setonix brachyurus","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","gbif","GBIF:2440110","individual movement distance","134","Value","750","MeanDispersalDistance","Whitmee & Orme 2013","m","Both","movement study"
"Macropus rufogriseus","Macropus rufogriseus","Macropus rufogriseus","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","gbif","GBIF:2440196","individual movement distance","134","Value","670","MeanDispersalDistance","Whitmee & Orme 2013","m","Male","movement study"
"Adriana quadripartita","Adriana quadripartita","Adriana quadripartita","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:8321214","seed dispersal (field)","Beaumont et al. 2009","Maximum_recorded_dispersal_distance_(m)","2","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Cornus controversa","Cornus controversa","Cornus controversa","Plantae","Tracheophyta","Magnoliopsida","Cornales","Cornaceae","gbif","GBIF:7846556","seed dispersal (field)","Masaki et al. 1994","Maximum_recorded_dispersal_distance_(m)","35","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Calathea ovandensis","Calathea ovandensis","Goeppertia ovandensis","Plantae","Tracheophyta","Liliopsida","Zingiberales","Marantaceae","gbif","GBIF:9277281","seed dispersal (field)","Horvitz & Schemske 1994","Maximum_recorded_dispersal_distance_(m)","2.75","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Seseli libanotis","Seseli libanotis","Seseli libanotis","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034133","seed dispersal (model)","Jongejans & Telenius 2001","Maximum_recorded_dispersal_distance_(m)","2","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Mercurialis annua","Mercurialis annua","Mercurialis annua","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3062975","seed dispersal (field)","M�ller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","2.9","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Picea abies","Picea abies","Picea abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284884","seed dispersal (field)","M�ller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)","60","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Amphicarpaea bracteata","Amphicarpaea bracteata","Amphicarpaea bracteata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2960161","seed dispersal (field)","Trapp 1988","Maximum_recorded_dispersal_distance_(m)","3.25","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Cnidoscolus urens subsp. stimulosus","Cnidoscolus urens","Cnidoscolus urens","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3073653","seed dispersal (field)","Stamp & Lucas 1990","Maximum_recorded_dispersal_distance_(m)","1.15","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Crotalaria rotundifolia","Crotalaria rotundifolia","Crotalaria rotundifolia","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2942940","seed dispersal (field)","Stamp & Lucas 1990","Maximum_recorded_dispersal_distance_(m)","2.39","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Dendromecon rigida","Dendromecon rigida","Dendromecon rigida","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888424","seed dispersal (field)","Carney et al. 2003","Maximum_recorded_dispersal_distance_(m)","0.06","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Heterotheca subaxillaris subsp. latifolia","Heterotheca subaxillaris","Heterotheca subaxillaris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5401971","seed dispersal (field)","Venable & Levin 1985","Maximum_recorded_dispersal_distance_(m)","11","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Lophion rostratum","Lophion rostratum","Viola rostrata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331225","seed dispersal (field)","Culver & Beattie 1978","Maximum_recorded_dispersal_distance_(m)","1.25","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Pinus strobus","Pinus strobus","Pinus strobus","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284982","seed dispersal (field)","Abbott & Quink 1970","Maximum_recorded_dispersal_distance_(m)","30","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Senecio jacobaea","Senecio jacobaea","Senecio jacobaea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8965572","seed dispersal (field)","McEvoy & Cox 1987","Maximum_recorded_dispersal_distance_(m)","7","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Stillingia sylvatica","Stillingia sylvatica","Stillingia sylvatica","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3055154","seed dispersal (field)","Stamp & Lucas 1990","Maximum_recorded_dispersal_distance_(m)","3","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Viola odorata","Viola odorata","Viola odorata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331181","seed dispersal (field)","Beattie & Lyons 1975","Maximum_recorded_dispersal_distance_(m)","0.02","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Viola pedata","Viola pedata","Viola pedata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331278","seed dispersal (field)","Culver & Beattie 1978","Maximum_recorded_dispersal_distance_(m)","1.5","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Viola pubescens subsp. scabriuscula","Viola pubescens","Viola pubescens","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331338","seed dispersal (field)","Culver & Beattie 1978","Maximum_recorded_dispersal_distance_(m)","1.08","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Tristerix corymbosus","Tristerix corymbosus","Tristerix corymbosus","Plantae","Tracheophyta","Magnoliopsida","Santalales","Loranthaceae","gbif","GBIF:4003938","seed dispersal (field)","Morales et al. 2012","Maximum_recorded_dispersal_distance_(m)","20","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Acacia holosericea","Acacia holosericea","Acacia holosericea","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2978751","seed dispersal (field)","Andersen & Morrison 1998","Maximum_recorded_dispersal_distance_(m)","13.08","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Acacia suaveolens","Acacia suaveolens","Acacia suaveolens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2979671","seed dispersal (field)","Andersen 1988","Maximum_recorded_dispersal_distance_(m)","10.75","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Acacia terminalis","Acacia terminalis","Acacia terminalis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2978771","seed dispersal (field)","Hughes & Westoby 1992","Maximum_recorded_dispersal_distance_(m)","11","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Adriana quadripartita","Adriana quadripartita","Adriana quadripartita","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:8321214","seed dispersal (field)","Beaumont et al. 2009","Maximum_recorded_dispersal_distance_(m)","4.9","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Brachyloma daphnoides","Brachyloma daphnoides","Brachyloma daphnoides","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:6053200","seed dispersal (field)","Berg 1975","Maximum_recorded_dispersal_distance_(m)","5.4","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Dillwynia juniperina","Dillwynia juniperina","Dillwynia juniperina","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5348681","seed dispersal (field)","Berg 1975","Maximum_recorded_dispersal_distance_(m)","1.3","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Dillwynia retorta","Dillwynia retorta","Dillwynia retorta","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5348693","seed dispersal (field)","Hughes & Westoby 1992","Maximum_recorded_dispersal_distance_(m)","11","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Goodenia hederacea","Goodenia hederacea","Goodenia hederacea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Goodeniaceae","gbif","GBIF:7262165","seed dispersal (field)","Berg 1975","Maximum_recorded_dispersal_distance_(m)","5","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Hibbertia obtusifolia","Hibbertia obtusifolia","Hibbertia obtusifolia","Plantae","Tracheophyta","Magnoliopsida","Dilleniales","Dilleniaceae","gbif","GBIF:5680863","seed dispersal (field)","Berg 1975","Maximum_recorded_dispersal_distance_(m)","5.2","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Hovea rosmarinifolia","Hovea rosmarinifolia","Hovea rosmarinifolia","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2974750","seed dispersal (field)","Berg 1975","Maximum_recorded_dispersal_distance_(m)","1","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Macrozamia communis","Macrozamia communis","Macrozamia communis","Plantae","Tracheophyta","Cycadopsida","Cycadales","Zamiaceae","gbif","GBIF:2683568","seed dispersal (field)","Ballardie & Whelan 1986","Maximum_recorded_dispersal_distance_(m)","25","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
"Monotoca scoparia","Monotoca scoparia","Monotoca scoparia","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:7288611","seed dispersal (field)","Berg 1975","Maximum_recorded_dispersal_distance_(m)","5","MaxDispersalDistance","Tamme et al. 2014","m",NA,"seed dispersal"
