"Code","Species","MaxDispersalDistanceKm","Genus","Hemisphere","Ecosystem","Gradient","Position","ShiftR","EleVeloT","LatVeloT","Unit","BaselineT","HFI","PrAb","Sampling","Grain","Signif","Quality","Ntaxa","Start","Area","LifeForm","Reference","Source","n_cl","n_sp","StartF","AreaF","NtaxaF","IDn","corrected_shift","kingdom","phylum","class","order","family","Group","LifeSpanYears","AgeAtMaturityDays","YearOfMaturity","MaxDispersalPotentialKmY","MaxDispersalPotentialmY","MaxDispersalDistancem","lag","raw_lag","expect_tracking","expected_lag","annual_dispersal_pot","climate_velocity"
"MaxDispersalDistance","Hirundo rustica",70.9,"Hirundo","North","Terrestrial","Latitudinal","Centroid",-2.308181818,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2432,3720,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2432,-0.614839096025284,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Birds",16,NA,NA,4.43125,4431.25,70900,-1.36761811102528,-3.060960833,"Yes",3.678470985,4.43125,0.752779015
"MaxDispersalDistance","Acrocephalus schoenobaenus",156,"Acrocephalus","North","Terrestrial","Latitudinal","Centroid",-7.411909091,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2433,3721,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2433,-2.64446407859734,"Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Birds",12,NA,NA,13,13000,156000,-3.39724309359734,-8.164688106,"Yes",12.247220985,13,0.752779015
"MaxDispersalDistance","Delichon urbicum",34.8,"Delichon","North","Terrestrial","Latitudinal","Centroid",-5.544363636,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2434,3722,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2434,-1.85089904080563,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Birds",15,NA,NA,2.32,2320,34800,-2.60367805580563,-6.297142651,"Yes",1.567220985,2.32,0.752779015
"MaxDispersalDistance","Acanthis flammea",84.7,"Acanthis","North","Terrestrial","Latitudinal","Centroid",3.154636364,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2437,7005,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2437,0.781383545607133,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Birds",25,NA,NA,3.388,3388,84700,0.028604530607133,2.401857349,"Yes",2.635220985,3.388,0.752779015
"MaxDispersalDistance","Motacilla flava",35.5,"Motacilla","North","Terrestrial","Latitudinal","Centroid",-1.614363636,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2438,3726,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2438,-1.20277916292883,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","Birds",9,NA,NA,3.94444444444444,3944.44444444444,35500,-1.95555817792883,-2.367142651,"Yes",3.19166542944444,3.94444444444444,0.752779015
"MaxDispersalDistance","Phylloscopus trochilus",112,"Phylloscopus","North","Terrestrial","Latitudinal","Centroid",-0.330363636,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2440,3728,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2440,-0.41610183249985,"Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Birds",11.8,NA,NA,9.49152542372881,9491.52542372881,112000,-1.16888084749985,-1.083142651,"Yes",8.73874640872881,9.49152542372881,0.752779015
"MaxDispersalDistance","Motacilla alba",100,"Motacilla","North","Terrestrial","Latitudinal","Centroid",-1.486181818,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2443,3731,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2443,-1.15791803572363,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","Birds",14,NA,NA,7.14285714285714,7142.85714285714,1e+05,-1.91069705072363,-2.238960833,"Yes",6.39007812785714,7.14285714285714,0.752779015
"MaxDispersalDistance","Pica pica",44.3,"Pica","North","Terrestrial","Latitudinal","Centroid",-0.019181818,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2446,3734,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2446,-0.290222650109896,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Birds",22,NA,NA,2.01363636363636,2013.63636363636,44300,-1.0430016651099,-0.771960833,"Yes",1.26085734863636,2.01363636363636,0.752779015
"MaxDispersalDistance","Sturnus vulgaris",65.7,"Sturnus","North","Terrestrial","Latitudinal","Centroid",-8.257727273,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2450,3738,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2450,-2.50440562778426,"Animalia","Chordata","Aves","Passeriformes","Sturnidae","Birds",23,NA,NA,2.85652173913043,2856.52173913043,65700,-3.25718464278426,-9.010506288,"Yes",2.10374272413044,2.85652173913043,0.752779015
"MaxDispersalDistance","Sylvia communis",52.4,"Sylvia","North","Terrestrial","Latitudinal","Centroid",0.118909091,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2451,3739,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2451,-0.0747438010680666,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Birds",9,NA,NA,5.82222222222222,5822.22222222222,52400,-0.827522816068067,-0.633869924,"Yes",5.06944320722222,5.82222222222222,0.752779015
"MaxDispersalDistance","Emberiza schoeniclus",31.6,"Emberiza","North","Terrestrial","Latitudinal","Centroid",-0.159727273,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2455,3743,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2455,-0.449833432183406,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Birds",12.25,NA,NA,2.57959183673469,2579.59183673469,31600,-1.20261244718341,-0.912506288,"Yes",1.82681282173469,2.57959183673469,0.752779015
"MaxDispersalDistance","Emberiza citrinella",36,"Emberiza","North","Terrestrial","Latitudinal","Centroid",0.597363636,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2457,3745,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2457,-0.184866433708222,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Birds",13.25,NA,NA,2.71698113207547,2716.98113207547,36000,-0.937645448708222,-0.155415379,"Yes",1.96420211707547,2.71698113207547,0.752779015
"MaxDispersalDistance","Erithacus rubecula",79.8,"Erithacus","North","Terrestrial","Latitudinal","Centroid",-0.441181818,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2458,3746,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2458,-1.0169047653417,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Birds",19.33333333,NA,NA,4.1275862076082,4127.5862076082,79800,-1.7696837803417,-1.193960833,"Yes",3.3748071926082,4.1275862076082,0.752779015
"MaxDispersalDistance","Sylvia atricapilla",117,"Sylvia","North","Terrestrial","Latitudinal","Centroid",-0.996,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2459,3747,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2459,-0.464940159131806,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Birds",14,NA,NA,8.35714285714286,8357.14285714286,117000,-1.21771917413181,-1.748779015,"Yes",7.60436384214286,8.35714285714286,0.752779015
"MaxDispersalDistance","Acrocephalus scirpaceus",271,"Acrocephalus","North","Terrestrial","Latitudinal","Centroid",-1.555090909,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2460,3748,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2460,-0.412609603120232,"Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Birds",14,NA,NA,19.3571428571429,19357.1428571429,271000,-1.16538861812023,-2.307869924,"Yes",18.6043638421429,19.3571428571429,0.752779015
"MaxDispersalDistance","Turdus philomelos",50.2,"Turdus","North","Terrestrial","Latitudinal","Centroid",-0.902090909,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2461,7029,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2461,-1.15788284446618,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Birds",18,NA,NA,2.78888888888889,2788.88888888889,50200,-1.91066185946618,-1.654869924,"Yes",2.03610987388889,2.78888888888889,0.752779015
"MaxDispersalDistance","Columba oenas",41.6,"Columba","North","Terrestrial","Latitudinal","Centroid",-0.019454545,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2465,3753,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2465,-0.0884986427858251,"Animalia","Chordata","Aves","Columbiformes","Columbidae","Birds",13,NA,NA,3.2,3200,41600,-0.841277657785825,-0.77223356,"Yes",2.447220985,3.2,0.752779015
"MaxDispersalDistance","Pyrrhula pyrrhula",24.2,"Pyrrhula","North","Terrestrial","Latitudinal","Centroid",-1.050545455,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2466,3754,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2466,-0.990560725988393,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Birds",17.5,NA,NA,1.38285714285714,1382.85714285714,24200,-1.74333974098839,-1.80332447,"Yes",0.630078127857143,1.38285714285714,0.752779015
"MaxDispersalDistance","Ficedula hypoleuca",75,"Ficedula","North","Terrestrial","Latitudinal","Centroid",-1.990545455,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2467,3755,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2467,-0.709769390738917,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Birds",15,NA,NA,5,5000,75000,-1.46254840573892,-2.74332447,"Yes",4.247220985,5,0.752779015
"MaxDispersalDistance","Parus major",41.1,"Parus","North","Terrestrial","Latitudinal","Centroid",-2.885636364,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2470,3758,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2470,-1.61987892876967,"Animalia","Chordata","Aves","Passeriformes","Paridae","Birds",15.417,NA,NA,2.66588830511773,2665.88830511773,41100,-2.37265794376967,-3.638415379,"Yes",1.91310929011773,2.66588830511773,0.752779015
"MaxDispersalDistance","Fringilla coelebs",22.6,"Fringilla","North","Terrestrial","Latitudinal","Centroid",-2.199454545,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2471,3759,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2471,-1.57687389260694,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Birds",29,NA,NA,0.779310344827586,779.310344827586,22600,-2.32965290760694,-2.95223356,"Yes",0.0265313298275862,0.779310344827586,0.752779015
"MaxDispersalDistance","Garrulus glandarius",19,"Garrulus","North","Terrestrial","Latitudinal","Centroid",1.938,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2472,3760,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2472,0.35704042530535,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Birds",17.91666667,NA,NA,1.06046511608177,1060.46511608177,19000,-0.39573858969465,1.185220985,"Yes",0.307686101081774,1.06046511608177,0.752779015
"MaxDispersalDistance","Corvus corax",39.6,"Corvus","North","Terrestrial","Latitudinal","Centroid",-10.17054545,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2473,3761,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2473,-3.66425948728079,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Birds",69,NA,NA,0.573913043478261,573.913043478261,39600,-4.41703850228079,-10.923324465,"No",-0.178865971521739,0.573913043478261,0.752779015
"MaxDispersalDistance","Lagopus lagopus",7.5,"Lagopus","North","Terrestrial","Latitudinal","Centroid",1.989454545,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2474,3762,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2474,0.159917935249345,"Animalia","Chordata","Aves","Galliformes","Phasianidae","Birds",9,NA,NA,0.833333333333333,833.333333333333,7500,-0.592861079750655,1.23667553,"Yes",0.0805543183333334,0.833333333333333,0.752779015
"MaxDispersalDistance","Alauda arvensis",51.7,"Alauda","North","Terrestrial","Latitudinal","Centroid",3.899545455,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2477,3765,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2477,1.50316883670837,"Animalia","Chordata","Aves","Passeriformes","Alaudidae","Birds",10.1,NA,NA,5.11881188118812,5118.81188118812,51700,0.75038982170837,3.14676644,"Yes",4.36603286618812,5.11881188118812,0.752779015
"MaxDispersalDistance","Phoenicurus phoenicurus",36,"Phoenicurus","North","Terrestrial","Latitudinal","Centroid",6.115454545,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2479,3767,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2479,1.76097329009612,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Birds",10.25,NA,NA,3.51219512195122,3512.19512195122,36000,1.00819427509612,5.36267553,"Yes",2.75941610695122,3.51219512195122,0.752779015
"MaxDispersalDistance","Numenius phaeopus",1.63,"Numenius","North","Terrestrial","Latitudinal","Centroid",4.599363636,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2484,3772,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2484,1.44417816055158,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Birds",24.2,NA,NA,0.0673553719008264,67.3553719008265,1630,0.69139914555158,3.846584621,"No",-0.685423643099174,0.0673553719008264,0.752779015
"MaxDispersalDistance","Corvus corone",35.5,"Corvus","North","Terrestrial","Latitudinal","Centroid",-0.945272727,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2487,7055,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2487,-0.435594614317297,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Birds",19.2,NA,NA,1.84895833333333,1848.95833333333,35500,-1.1883736293173,-1.698051742,"Yes",1.09617931833333,1.84895833333333,0.752779015
"MaxDispersalDistance","Turdus merula",355,"Turdus","North","Terrestrial","Latitudinal","Centroid",-4.128454545,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2489,3777,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2489,-2.28704696261623,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Birds",22,NA,NA,16.1363636363636,16136.3636363636,355000,-3.03982597761623,-4.88123356,"Yes",15.3835846213636,16.1363636363636,0.752779015
"MaxDispersalDistance","Riparia riparia",144,"Riparia","North","Terrestrial","Latitudinal","Centroid",3.785727273,NA,0.752779015,"km/year",-0.01793,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1970,4.13364801313842,"endo",114,"A113_P2",2490,3778,"(1.97e+03,1.98e+03]","(31.3,62.4]","[1,99]",2490,1.31497044729143,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Birds",10,NA,NA,14.4,14400,144000,0.56219143229143,3.032948258,"Yes",13.647220985,14.4,0.752779015
"MaxDispersalDistance","Corvus corax",39.6,"Corvus","North","Terrestrial","Latitudinal","Centroid",-7.5114,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2493,3781,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2493,-2.74013681203059,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Birds",69,NA,NA,0.573913043478261,573.913043478261,39600,-9.66966928003059,-14.440932468,"No",-6.35561942452174,0.573913043478261,6.929532468
"MaxDispersalDistance","Columba palumbus",150,"Columba","North","Terrestrial","Latitudinal","Centroid",-3.9071,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2496,3784,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2496,-1.45562463413729,"Animalia","Chordata","Aves","Columbiformes","Columbidae","Birds",18,NA,NA,8.33333333333333,8333.33333333333,150000,-8.38515710213729,-10.836632468,"Yes",1.40380086533333,8.33333333333333,6.929532468
"MaxDispersalDistance","Acrocephalus schoenobaenus",156,"Acrocephalus","North","Terrestrial","Latitudinal","Centroid",12.6211,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2500,3788,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2500,4.36017078633614,"Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Birds",12,NA,NA,13,13000,156000,-2.56936168166386,5.691567532,"Yes",6.070467532,13,6.929532468
"MaxDispersalDistance","Fringilla coelebs",22.6,"Fringilla","North","Terrestrial","Latitudinal","Centroid",0.4975,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2501,3789,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2501,-0.639518774200817,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Birds",29,NA,NA,0.779310344827586,779.310344827586,22600,-7.56905124220082,-6.432032468,"No",-6.15022212317241,0.779310344827586,6.929532468
"MaxDispersalDistance","Prunella modularis",18,"Prunella","North","Terrestrial","Latitudinal","Centroid",2.1872,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2502,3790,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2502,-0.102905121608734,"Animalia","Chordata","Aves","Passeriformes","Prunellidae","Birds",21,NA,NA,0.857142857142857,857.142857142857,18000,-7.03243758960873,-4.742332468,"No",-6.07238961085714,0.857142857142857,6.929532468
"MaxDispersalDistance","Turdus philomelos",50.2,"Turdus","North","Terrestrial","Latitudinal","Centroid",-5.2535,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2504,3792,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2504,-2.68731703047707,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Birds",18,NA,NA,2.78888888888889,2788.88888888889,50200,-9.61684949847707,-12.183032468,"No",-4.14064357911111,2.78888888888889,6.929532468
"MaxDispersalDistance","Oenanthe oenanthe",95.6,"Oenanthe","North","Terrestrial","Latitudinal","Centroid",-7.3076,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2505,3793,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2505,-3.40345076519112,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Birds",10.1,NA,NA,9.46534653465346,9465.34653465346,95600,-10.3329832331911,-14.237132468,"Yes",2.53581406665347,9.46534653465346,6.929532468
"MaxDispersalDistance","Cyanistes caeruleus",470,"Cyanistes","North","Terrestrial","Latitudinal","Centroid",11.3346,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2506,3794,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2506,3.03203549588702,"Animalia","Chordata","Aves","Passeriformes","Paridae","Birds",14.6,NA,NA,32.1917808219178,32191.7808219178,470000,-3.89749697211298,4.405067532,"Yes",25.2622483539178,32.1917808219178,6.929532468
"MaxDispersalDistance","Erithacus rubecula",79.8,"Erithacus","North","Terrestrial","Latitudinal","Centroid",3.4645,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2507,3795,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2507,0.34348123838431,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Birds",19.33333333,NA,NA,4.1275862076082,4127.5862076082,79800,-6.58605122961569,-3.465032468,"No",-2.8019462603918,4.1275862076082,6.929532468
"MaxDispersalDistance","Troglodytes troglodytes",38.3,"Troglodytes","North","Terrestrial","Latitudinal","Centroid",4.1608,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2509,3797,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2509,1.18620911410854,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Birds",7,NA,NA,5.47142857142857,5471.42857142857,38300,-5.74332335389146,-2.768732468,"No",-1.45810389657143,5.47142857142857,6.929532468
"MaxDispersalDistance","Apus apus",111,"Apus","North","Terrestrial","Latitudinal","Centroid",6.4671,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2516,3804,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2516,2.14196351591143,"Animalia","Chordata","Aves","Apodiformes","Apodidae","Birds",21.1,NA,NA,5.260663507109,5260.663507109,111000,-4.78756895208857,-0.462432467999999,"No",-1.668868960891,5.260663507109,6.929532468
"MaxDispersalDistance","Pica pica",44.3,"Pica","North","Terrestrial","Latitudinal","Centroid",0.5143,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2517,3805,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2517,-0.110040637260257,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Birds",22,NA,NA,2.01363636363636,2013.63636363636,44300,-7.03957310526026,-6.415232468,"No",-4.91589610436364,2.01363636363636,6.929532468
"MaxDispersalDistance","Sylvia communis",52.4,"Sylvia","North","Terrestrial","Latitudinal","Centroid",-2.0455,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2518,4899,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2518,-0.838770796507043,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Birds",9,NA,NA,5.82222222222222,5822.22222222222,52400,-7.76830326450704,-8.975032468,"No",-1.10731024577778,5.82222222222222,6.929532468
"MaxDispersalDistance","Pyrrhula pyrrhula",24.2,"Pyrrhula","North","Terrestrial","Latitudinal","Centroid",8.8149,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2519,3807,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2519,2.45562589130361,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Birds",17.5,NA,NA,1.38285714285714,1382.85714285714,24200,-4.47390657669639,1.885367532,"No",-5.54667532514286,1.38285714285714,6.929532468
"MaxDispersalDistance","Buteo buteo",72.4,"Buteo","North","Terrestrial","Latitudinal","Centroid",-7.4135,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2520,3808,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2520,-2.82849040378952,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Birds",29,NA,NA,2.49655172413793,2496.55172413793,72400,-9.75802287178952,-14.343032468,"No",-4.43298074386207,2.49655172413793,6.929532468
"MaxDispersalDistance","Sylvia curruca",80.9,"Sylvia","North","Terrestrial","Latitudinal","Centroid",-3.7437,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2521,3809,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2521,-1.43310755509379,"Animalia","Chordata","Aves","Passeriformes","Sylviidae","Birds",9,NA,NA,8.98888888888889,8988.88888888889,80900,-8.36264002309379,-10.673232468,"Yes",2.05935642088889,8.98888888888889,6.929532468
"MaxDispersalDistance","Passer domesticus",46.7,"Passer","North","Terrestrial","Latitudinal","Centroid",2.2892,NA,6.929532468,"km/year",0.01803,0.114781216452811,"ABUND","TWO","COARSE","YES","RESURVEYED",94,1980,4.13364801313842,"endo",114,"A113_P3",2522,3810,"(1.98e+03,2e+03]","(31.3,62.4]","[1,99]",2522,0.110847042013247,"Animalia","Chordata","Aves","Passeriformes","Passeridae","Birds",23,NA,NA,2.0304347826087,2030.4347826087,46700,-6.81868542598675,-4.640332468,"No",-4.8990976853913,2.0304347826087,6.929532468
