"Code","Species","MaxDispersalDistanceKm","Genus","Hemisphere","Ecosystem","Gradient","Position","ShiftR","EleVeloT","LatVeloT","Unit","BaselineT","HFI","PrAb","Sampling","Grain","Signif","Quality","Ntaxa","Start","Area","LifeForm","Reference","Source","n_cl","n_sp","StartF","AreaF","NtaxaF","IDn","corrected_shift","scientificName","kingdom","phylum","class","order","family","ObservationTypeGeneral","Group"
"MaxDispersalDistance","Rumex crispus",0.00098,"Rumex","North","Terrestrial","Latitudinal","Leading edge",-1.016125457,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9660,23377,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9660,-0.168871002455557,"Rumex crispus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","seed dispersal","Plants"
"MaxDispersalDistance","Juncus bufonius",0.1,"Juncus","North","Terrestrial","Latitudinal","Centroid",-1.519953305,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9662,18047,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9662,-0.432995280202607,"Juncus bufonius","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","seed dispersal","Plants"
"MaxDispersalDistance","Arabidopsis thaliana",0.00025,"Arabidopsis","North","Terrestrial","Latitudinal","Centroid",1.208553333,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9665,26298,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9665,0.409247838390332,"Arabidopsis thaliana","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","seed dispersal","Plants"
"MaxDispersalDistance","Rhinanthus minor",0.00045,"Rhinanthus","North","Terrestrial","Latitudinal","Trailing edge",-0.822615029,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9673,26670,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9673,-0.0361736030028035,"Rhinanthus minor","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","seed dispersal","Plants"
"MaxDispersalDistance","Stellaria graminea",0.00025,"Stellaria","North","Terrestrial","Latitudinal","Centroid",-1.48811415,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9674,26307,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9674,-0.45113664784203,"Stellaria graminea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","seed dispersal","Plants"
"MaxDispersalDistance","Cardamine pratensis",0.0024,"Cardamine","North","Terrestrial","Latitudinal","Trailing edge",-0.214777171,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9675,26672,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9675,0.185906935975964,"Cardamine pratensis","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","seed dispersal","Plants"
"MaxDispersalDistance","Poa pratensis",0.025,"Poa","North","Terrestrial","Latitudinal","Centroid",-0.155627047,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9687,17951,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9687,-0.000696794361201621,"Poa pratensis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","seed dispersal","Plants"
"MaxDispersalDistance","Heracleum sphondylium",0.0062,"Heracleum","North","Terrestrial","Latitudinal","Leading edge",0.021671829,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9688,26321,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9688,0.135384918777717,"Heracleum sphondylium","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","seed dispersal","Plants"
"MaxDispersalDistance","Campanula rotundifolia",0.00035,"Campanula","North","Terrestrial","Latitudinal","Trailing edge",-1.4098632,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9690,25959,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9690,-0.250731463480746,"Campanula rotundifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","seed dispersal","Plants"
"MaxDispersalDistance","Valeriana officinalis",0.00485,"Valeriana","North","Terrestrial","Latitudinal","Trailing edge",-1.500516,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9692,26325,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9692,-0.28385250459223,"Valeriana officinalis","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","seed dispersal","Plants"
"MaxDispersalDistance","Sonchus asper",0.00612,"Sonchus","North","Terrestrial","Latitudinal","Centroid",0.151795466,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9693,26690,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9693,0.00430881535818343,"Sonchus asper","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Armeria maritima",0.00028,"Armeria","North","Terrestrial","Latitudinal","Trailing edge",-0.9704598,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9694,28151,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9694,-0.0901903872434332,"Armeria maritima","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","seed dispersal","Plants"
"MaxDispersalDistance","Atriplex prostrata",0.055,"Atriplex","North","Terrestrial","Latitudinal","Centroid",-2.415984009,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9697,25601,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9697,-0.851192873590563,"Atriplex prostrata","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","seed dispersal","Plants"
"MaxDispersalDistance","Cardamine pratensis",0.0024,"Cardamine","North","Terrestrial","Latitudinal","Leading edge",-2.146820657,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9698,25967,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9698,-0.340166754597992,"Cardamine pratensis","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","seed dispersal","Plants"
"MaxDispersalDistance","Silene flos-cuculi",0.00037,"Silene","North","Terrestrial","Latitudinal","Centroid",-1.271259322,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9700,25969,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9700,-0.472129901341821,"Silene flos-cuculi","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","seed dispersal","Plants"
"MaxDispersalDistance","Ulex europaeus",0.08722,"Ulex","North","Terrestrial","Latitudinal","Centroid",-0.438597852,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9701,25970,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9701,-0.0571783917855297,"Ulex europaeus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","seed dispersal","Plants"
"MaxDispersalDistance","Erica cinerea",0.081,"Erica","North","Terrestrial","Latitudinal","Leading edge",0.661259543,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9702,27675,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9702,0.155270826478256,"Erica cinerea","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","seed dispersal","Plants"
"MaxDispersalDistance","Suaeda maritima",0.38,"Suaeda","North","Terrestrial","Latitudinal","Trailing edge",1.984876771,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9704,27555,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9704,0.989575754192501,"Suaeda maritima","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","seed dispersal","Plants"
"MaxDispersalDistance","Hypochaeris radicata",1.9,"Hypochaeris","North","Terrestrial","Latitudinal","Trailing edge",-2.077079257,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9705,23422,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9705,-0.494506509084846,"Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Hypochaeris radicata",1.9,"Hypochaeris","North","Terrestrial","Latitudinal","Trailing edge",-2.077079257,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9705,23422,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9705,-0.494506509084846,"Hypochoeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Epilobium montanum",0.04964,"Epilobium","North","Terrestrial","Latitudinal","Centroid",2.269611729,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9706,23423,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9706,0.899432448627978,"Epilobium montanum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","seed dispersal","Plants"
"MaxDispersalDistance","Luzula campestris",7e-05,"Luzula","North","Terrestrial","Latitudinal","Leading edge",0.748293714,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9708,18095,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9708,0.139599693429012,"Luzula campestris","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","seed dispersal","Plants"
"MaxDispersalDistance","Hypochaeris radicata",1.9,"Hypochaeris","North","Terrestrial","Latitudinal","Leading edge",2.036502714,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9712,28452,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9712,0.454382708057344,"Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Hypochaeris radicata",1.9,"Hypochaeris","North","Terrestrial","Latitudinal","Leading edge",2.036502714,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9712,28452,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9712,0.454382708057344,"Hypochoeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Heracleum mantegazzianum",0.01,"Heracleum","North","Terrestrial","Latitudinal","Centroid",-4.680973906,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9714,26711,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9714,-1.42892188203619,"Heracleum mantegazzianum","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","seed dispersal","Plants"
"MaxDispersalDistance","Valeriana officinalis",0.00485,"Valeriana","North","Terrestrial","Latitudinal","Leading edge",1.267239314,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9719,25623,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9719,0.394772964522812,"Valeriana officinalis","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","seed dispersal","Plants"
"MaxDispersalDistance","Sinapis arvensis",0.00013,"Sinapis","North","Terrestrial","Latitudinal","Centroid",-0.670767429,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9722,26719,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9722,-0.155292881056216,"Sinapis arvensis","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","seed dispersal","Plants"
"MaxDispersalDistance","Scorzoneroides autumnalis",0.61,"Scorzoneroides","North","Terrestrial","Latitudinal","Centroid",-1.185622376,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9723,27815,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9723,-0.325916315942357,"Leontodon autumnalis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Pinus sylvestris",2,"Pinus","North","Terrestrial","Latitudinal","Trailing edge",1.176438057,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9731,29855,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9731,0.694203389714963,"Pinus sylvestris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","seed dispersal","Plants"
"MaxDispersalDistance","Pinus sylvestris",2,"Pinus","North","Terrestrial","Latitudinal","Leading edge",-0.012737829,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9732,29856,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9732,-0.00677818830340551,"Pinus sylvestris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","seed dispersal","Plants"
"MaxDispersalDistance","Cardamine pratensis",0.0024,"Cardamine","North","Terrestrial","Latitudinal","Centroid",-1.341466505,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9733,26730,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9733,-0.3757108936705,"Cardamine pratensis","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","seed dispersal","Plants"
"MaxDispersalDistance","Luzula campestris",7e-05,"Luzula","North","Terrestrial","Latitudinal","Centroid",0.059654304,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9746,17767,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9746,0.131043565773142,"Luzula campestris","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","seed dispersal","Plants"
"MaxDispersalDistance","Hypochaeris radicata",1.9,"Hypochaeris","North","Terrestrial","Latitudinal","Centroid",-1.103687758,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9747,27838,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9747,-0.351698681347615,"Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Hypochaeris radicata",1.9,"Hypochaeris","North","Terrestrial","Latitudinal","Centroid",-1.103687758,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9747,27838,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9747,-0.351698681347615,"Hypochoeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Cirsium vulgare",0.9,"Cirsium","North","Terrestrial","Latitudinal","Leading edge",-0.999375714,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9748,28204,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9748,-0.202619165234846,"Cirsium vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Rumex crispus",0.00098,"Rumex","North","Terrestrial","Latitudinal","Centroid",-1.471898798,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9755,28374,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9755,-0.446124185342652,"Rumex crispus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","seed dispersal","Plants"
"MaxDispersalDistance","Ulex europaeus",0.08722,"Ulex","North","Terrestrial","Latitudinal","Trailing edge",-2.876446429,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9758,28459,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9758,-0.786564481557652,"Ulex europaeus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","seed dispersal","Plants"
"MaxDispersalDistance","Cirsium vulgare",0.9,"Cirsium","North","Terrestrial","Latitudinal","Centroid",-0.935585538,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9759,26756,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9759,-0.329202580565438,"Cirsium vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Jacobaea vulgaris",0.036,"Jacobaea","North","Terrestrial","Latitudinal","Trailing edge",-0.252655,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9760,28216,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9760,0.172067836339519,"Senecio jacobaea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Linum catharticum",0.00063,"Linum","North","Terrestrial","Latitudinal","Centroid",-1.073837169,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9763,28463,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9763,-0.175866419008171,"Linum catharticum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","seed dispersal","Plants"
"MaxDispersalDistance","Rumex obtusifolius",0.00248,"Rumex","North","Terrestrial","Latitudinal","Centroid",2.082684589,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9767,27495,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9767,0.79791042092039,"Rumex obtusifolius","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","seed dispersal","Plants"
"MaxDispersalDistance","Ulex europaeus",0.08722,"Ulex","North","Terrestrial","Latitudinal","Leading edge",-0.2121438,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9769,26766,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9769,0.0183319062770821,"Ulex europaeus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","seed dispersal","Plants"
"MaxDispersalDistance","Linum catharticum",0.00063,"Linum","North","Terrestrial","Latitudinal","Trailing edge",-0.862747743,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9770,27133,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9770,-0.0508365507585202,"Linum catharticum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","seed dispersal","Plants"
"MaxDispersalDistance","Cerastium semidecandrum",0.00011,"Cerastium","North","Terrestrial","Latitudinal","Centroid",2.352865343,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9771,28227,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9771,0.74210966252815,"Cerastium semidecandrum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","seed dispersal","Plants"
"MaxDispersalDistance","Cirsium vulgare",0.9,"Cirsium","North","Terrestrial","Latitudinal","Trailing edge",-0.586718886,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9772,28228,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9772,0.0500137607669149,"Cirsium vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Arenaria serpyllifolia",0.00013,"Arenaria","North","Terrestrial","Latitudinal","Trailing edge",-0.044119171,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9773,27864,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9773,0.248258795311844,"Arenaria serpyllifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","seed dispersal","Plants"
"MaxDispersalDistance","Calluna vulgaris",0.081,"Calluna","North","Terrestrial","Latitudinal","Leading edge",-0.023580057,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9775,27143,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9775,0.0175571785808181,"Calluna vulgaris","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","seed dispersal","Plants"
"MaxDispersalDistance","Erythranthe guttata",0.4,"Erythranthe","North","Terrestrial","Latitudinal","Centroid",0.297700816,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9778,27869,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9778,-0.128355330785896,"Mimulus guttatus","Plantae",NA,"Magnoliopsida","Lamiales","Phrymaceae","seed dispersal","Plants"
"MaxDispersalDistance","Plantago major",0.038,"Plantago","North","Terrestrial","Latitudinal","Trailing edge",-0.360358343,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9781,26779,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9781,0.132717183614536,"Plantago major","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","seed dispersal","Plants"
"MaxDispersalDistance","Silene flos-cuculi",0.00037,"Silene","North","Terrestrial","Latitudinal","Trailing edge",-1.187104771,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9784,27998,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9784,-0.169344114332804,"Silene flos-cuculi","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","seed dispersal","Plants"
"MaxDispersalDistance","Arabis hirsuta",0.00047,"Arabis","North","Terrestrial","Latitudinal","Centroid",0.534555691,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9785,26783,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9785,0.199918661758282,"Arabis hirsuta","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","seed dispersal","Plants"
"MaxDispersalDistance","Daucus carota",0.017,"Daucus","North","Terrestrial","Latitudinal","Trailing edge",-0.2560662,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9786,28000,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9786,0.170821515261301,"Daucus carota","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","seed dispersal","Plants"
"MaxDispersalDistance","Plantago major",0.038,"Plantago","North","Terrestrial","Latitudinal","Centroid",-0.404630526,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9789,27516,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9789,-0.0770842555111517,"Plantago major","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","seed dispersal","Plants"
"MaxDispersalDistance","Holcus lanatus",0.34,"Holcus","North","Terrestrial","Latitudinal","Trailing edge",-0.023014114,NA,2.311916212,"km/year",6.86523,0.234463474761702,"OCCUR","TWO","FINE","YES","LOW",411,1975,2.82549500534257,"phanero",139,"A138_P1",9791,17811,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",9791,0.25596977015826,"Holcus lanatus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","seed dispersal","Plants"
