"Code","Species","MaxDispersalDistanceKm","Genus","Hemisphere","Ecosystem","Gradient","Position","ShiftR","EleVeloT","LatVeloT","Unit","BaselineT","HFI","PrAb","Sampling","Grain","Signif","Quality","Ntaxa","Start","Area","LifeForm","Reference","Source","n_cl","n_sp","StartF","AreaF","NtaxaF","IDn","corrected_shift","scientificName","kingdom","phylum","class","order","family","ObservationTypeGeneral","Group"
"MaxDispersalDistance","Eriophorum angustifolium",0.0242,"Eriophorum","North","Terrestrial","Latitudinal","Centroid",-1.000947452,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",16964,17817,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",16964,-0.229396157424718,"Eriophorum angustifolium","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","seed dispersal","Plants"
"MaxDispersalDistance","Mercurialis perennis",0.004,"Mercurialis","North","Terrestrial","Latitudinal","Centroid",0.05,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",16967,24124,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",16967,-0.00462467470591474,"Mercurialis perennis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","seed dispersal","Plants"
"MaxDispersalDistance","Atriplex patula",0.055,"Atriplex","North","Terrestrial","Latitudinal","Centroid",0.268775962,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",16969,25219,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",16969,0.0375958892490581,"Atriplex patula","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","seed dispersal","Plants"
"MaxDispersalDistance","Triglochin palustris",1.242,"Triglochin","North","Terrestrial","Latitudinal","Centroid",0.739321461,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",16970,15999,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",16970,0.197012899092952,"Triglochin palustris","Plantae","Tracheophyta","Liliopsida","Alismatales","Juncaginaceae","seed dispersal","Plants"
"MaxDispersalDistance","Primula veris",0.00012,"Primula","North","Terrestrial","Latitudinal","Centroid",0.157555863,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",16982,24139,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",16982,0.180325565661209,"Primula veris","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","seed dispersal","Plants"
"MaxDispersalDistance","Geranium purpureum",0.0016,"Geranium","North","Terrestrial","Latitudinal","Centroid",1.011559477,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",16985,27058,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",16985,0.347837324660387,"Geranium purpureum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","seed dispersal","Plants"
"MaxDispersalDistance","Cerastium semidecandrum",0.00011,"Cerastium","North","Terrestrial","Latitudinal","Centroid",0.499724196,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",16986,25236,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",16986,0.0427218612061181,"Cerastium semidecandrum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","seed dispersal","Plants"
"MaxDispersalDistance","Polygala vulgaris",0.24,"Polygala","North","Terrestrial","Latitudinal","Centroid",-0.587176949,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17001,24157,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17001,-0.122680539476104,"Polygala vulgaris","Plantae","Tracheophyta","Magnoliopsida","Fabales","Polygalaceae","seed dispersal","Plants"
"MaxDispersalDistance","Lactuca muralis",0.01433,"Lactuca","North","Terrestrial","Latitudinal","Centroid",0.243212424,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17005,24161,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17005,-0.0638654563175969,"Mycelis muralis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Rubus idaeus",0.9,"Rubus","North","Terrestrial","Latitudinal","Centroid",0.053578696,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17006,24162,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17006,-0.000122029585132888,"Rubus idaeus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","seed dispersal","Plants"
"MaxDispersalDistance","Tragopogon pratensis",1.9,"Tragopogon","North","Terrestrial","Latitudinal","Centroid",0.435935752,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17019,24175,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17019,0.0861491273857792,"Tragopogon pratensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Agrimonia eupatoria",0.932,"Agrimonia","North","Terrestrial","Latitudinal","Centroid",-0.081232325,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17023,25273,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17023,0.0269826358515675,"Agrimonia eupatoria","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","seed dispersal","Plants"
"MaxDispersalDistance","Filipendula vulgaris",0.24,"Filipendula","North","Terrestrial","Latitudinal","Centroid",-0.031835499,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17027,26370,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17027,0.127859965812888,"Filipendula vulgaris","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","seed dispersal","Plants"
"MaxDispersalDistance","Fraxinus excelsior",0.725,"Fraxinus","North","Terrestrial","Latitudinal","Centroid",-0.07193398,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17034,24189,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17034,-0.290774071622072,"Fraxinus excelsior","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","seed dispersal","Plants"
"MaxDispersalDistance","Geum rivale",1.242,"Geum","North","Terrestrial","Latitudinal","Centroid",0.614219271,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17039,28694,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17039,0.22605228937445,"Geum rivale","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","seed dispersal","Plants"
"MaxDispersalDistance","Viola odorata",0.07,"Viola","North","Terrestrial","Latitudinal","Centroid",0.127057144,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17042,24197,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17042,0.0860056800863975,"Viola odorata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","seed dispersal","Plants"
"MaxDispersalDistance","Allium ursinum",0.00461,"Allium","North","Terrestrial","Latitudinal","Centroid",-0.218027212,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17045,16313,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17045,-0.181359745790491,"Allium ursinum","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","seed dispersal","Plants"
"MaxDispersalDistance","Drosera rotundifolia",0.00062,"Drosera","North","Terrestrial","Latitudinal","Centroid",0.729653708,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17047,24202,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17047,0.351014035376415,"Drosera rotundifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Droseraceae","seed dispersal","Plants"
"MaxDispersalDistance","Tanacetum vulgare",0.0024,"Tanacetum","North","Terrestrial","Latitudinal","Centroid",-0.163604531,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17050,24205,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17050,-0.0777733756421827,"Tanacetum vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Narthecium ossifragum",0.00087,"Narthecium","North","Terrestrial","Latitudinal","Centroid",0.231124047,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17053,15837,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17053,0.316649090979932,"Narthecium ossifragum","Plantae","Tracheophyta","Liliopsida","Dioscoreales","Nartheciaceae","seed dispersal","Plants"
"MaxDispersalDistance","Carduus tenuiflorus",0.00212,"Carduus","North","Terrestrial","Latitudinal","Centroid",1.757364693,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17055,22023,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17055,0.583464361432407,"Carduus tenuiflorus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Hypochaeris radicata",1.9,"Hypochaeris","North","Terrestrial","Latitudinal","Centroid",-0.121244153,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17059,20934,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17059,-0.058687324618946,"Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Hypochaeris radicata",1.9,"Hypochaeris","North","Terrestrial","Latitudinal","Centroid",-0.121244153,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17059,20934,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17059,-0.058687324618946,"Hypochoeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Typha latifolia",5.4,"Typha","North","Terrestrial","Latitudinal","Centroid",0.242061793,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17069,18044,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17069,0.0939657820043898,"Typha latifolia","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","seed dispersal","Plants"
"MaxDispersalDistance","Sanguisorba officinalis",0.00083,"Sanguisorba","North","Terrestrial","Latitudinal","Centroid",1.115020245,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17079,26787,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17079,0.361323978628373,"Sanguisorba officinalis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","seed dispersal","Plants"
"MaxDispersalDistance","Eriophorum vaginatum",0.00223,"Eriophorum","North","Terrestrial","Latitudinal","Centroid",-2.182358593,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17087,17697,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17087,-0.642866931244183,"Eriophorum vaginatum","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","seed dispersal","Plants"
"MaxDispersalDistance","Potentilla argentea",3e-04,"Potentilla","North","Terrestrial","Latitudinal","Centroid",-1.091409992,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17089,27161,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17089,-0.34126088059988,"Potentilla argentea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","seed dispersal","Plants"
"MaxDispersalDistance","Agrostis stolonifera",0.061,"Agrostis","North","Terrestrial","Latitudinal","Centroid",-0.009187912,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17090,18190,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17090,0.0614944971781817,"Agrostis stolonifera","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","seed dispersal","Plants"
"MaxDispersalDistance","Ranunculus acris",0.3,"Ranunculus","North","Terrestrial","Latitudinal","Centroid",-0.038414016,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17098,27292,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17098,0.0744305303197057,"Ranunculus acris","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","seed dispersal","Plants"
"MaxDispersalDistance","Cardamine hirsuta",9e-04,"Cardamine","North","Terrestrial","Latitudinal","Centroid",-0.022647834,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17100,27294,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17100,0.0350251517849643,"Cardamine hirsuta","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","seed dispersal","Plants"
"MaxDispersalDistance","Carex remota",0.00062,"Carex","North","Terrestrial","Latitudinal","Centroid",-0.089298977,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17107,17838,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17107,-0.0247385686852022,"Carex remota","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","seed dispersal","Plants"
"MaxDispersalDistance","Geranium robertianum",0.006,"Geranium","North","Terrestrial","Latitudinal","Centroid",0.060353284,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17108,27544,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17108,0.0149337764945261,"Geranium robertianum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","seed dispersal","Plants"
"MaxDispersalDistance","Oxalis acetosella",0.00452,"Oxalis","North","Terrestrial","Latitudinal","Centroid",-0.155905222,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17115,28860,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17115,-0.0223399970403424,"Oxalis acetosella","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","seed dispersal","Plants"
"MaxDispersalDistance","Scabiosa columbaria",0.0035,"Scabiosa","North","Terrestrial","Latitudinal","Centroid",-0.499406101,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17116,27310,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17116,-0.168985011190038,"Scabiosa columbaria","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","seed dispersal","Plants"
"MaxDispersalDistance","Rhinanthus minor",0.00045,"Rhinanthus","North","Terrestrial","Latitudinal","Centroid",0.088737279,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17120,26828,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17120,0.072216347117996,"Rhinanthus minor","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","seed dispersal","Plants"
"MaxDispersalDistance","Cirsium vulgare",0.9,"Cirsium","North","Terrestrial","Latitudinal","Centroid",0.024473571,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17125,28659,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17125,-0.0440253592714874,"Cirsium vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Leontodon hispidus",0.00083,"Leontodon","North","Terrestrial","Latitudinal","Centroid",-0.034509206,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17127,27563,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17127,0.0411210669978573,"Leontodon hispidus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Linum catharticum",0.00063,"Linum","North","Terrestrial","Latitudinal","Centroid",-0.121892284,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17145,27581,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17145,0.106470982717644,"Linum catharticum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","seed dispersal","Plants"
"MaxDispersalDistance","Stellaria media",0.00032,"Stellaria","North","Terrestrial","Latitudinal","Centroid",0.052777778,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17150,27586,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17150,0.0373206905908127,"Stellaria media","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","seed dispersal","Plants"
"MaxDispersalDistance","Cerastium fontanum",0.00016,"Cerastium","North","Terrestrial","Latitudinal","Centroid",0.020522049,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17152,27588,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17152,-0.124989510102204,"Cerastium fontanum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","seed dispersal","Plants"
"MaxDispersalDistance","Jacobaea vulgaris",0.036,"Jacobaea","North","Terrestrial","Latitudinal","Centroid",0.044352348,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17162,28573,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17162,0.119908599123161,"Senecio jacobaea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Ulmus procera",0.33,"Ulmus","North","Terrestrial","Latitudinal","Centroid",-0.339366734,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17170,27606,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17170,0.309173396386597,"Ulmus procera","Plantae","Tracheophyta","Magnoliopsida","Rosales","Ulmaceae","seed dispersal","Plants"
"MaxDispersalDistance","Cytisus scoparius",0.005,"Cytisus","North","Terrestrial","Latitudinal","Centroid",-0.018031407,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17171,27243,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17171,0.000120818457178483,"Cytisus scoparius","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","seed dispersal","Plants"
"MaxDispersalDistance","Kali turgidum",4.069,"Kali","North","Terrestrial","Latitudinal","Centroid",2.950128106,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17172,27244,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17172,0.858304836401273,"Kali turgidum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","seed dispersal","Plants"
"MaxDispersalDistance","Trifolium arvense",0.00075,"Trifolium","North","Terrestrial","Latitudinal","Centroid",-0.19495758,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17197,22164,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17197,-0.0188055501399107,"Trifolium arvense","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","seed dispersal","Plants"
"MaxDispersalDistance","Anthriscus sylvestris",0.12,"Anthriscus","North","Terrestrial","Latitudinal","Centroid",0.066913061,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17209,19990,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17209,0.0729551366891922,"Anthriscus sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","seed dispersal","Plants"
"MaxDispersalDistance","Alnus glutinosa",0.06,"Alnus","North","Terrestrial","Latitudinal","Centroid",-0.004494539,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17210,19991,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17210,-0.000478688182743882,"Alnus glutinosa","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","seed dispersal","Plants"
"MaxDispersalDistance","Brassica nigra",0.00036,"Brassica","North","Terrestrial","Latitudinal","Centroid",-0.247626109,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17211,19992,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17211,-0.0499597167609883,"Brassica nigra","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","seed dispersal","Plants"
"MaxDispersalDistance","Ulex europaeus",0.08722,"Ulex","North","Terrestrial","Latitudinal","Centroid",0.056237764,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17214,26558,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17214,0.0651797134749581,"Ulex europaeus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","seed dispersal","Plants"
"MaxDispersalDistance","Cirsium dissectum",0.00925,"Cirsium","North","Terrestrial","Latitudinal","Centroid",-0.105926194,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17219,20000,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17219,-0.0896627245114911,"Cirsium dissectum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","seed dispersal","Plants"
"MaxDispersalDistance","Myosotis scorpioides",0.00012,"Myosotis","North","Terrestrial","Latitudinal","Centroid",0.089387675,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17224,21098,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17224,0.114542576668921,"Myosotis scorpioides","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","seed dispersal","Plants"
"MaxDispersalDistance","Brassica oleracea",0.00021,"Brassica","North","Terrestrial","Latitudinal","Centroid",0.242367404,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17239,20020,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17239,0.121528421411757,"Brassica oleracea","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","seed dispersal","Plants"
"MaxDispersalDistance","Corylus avellana",15,"Corylus","North","Terrestrial","Latitudinal","Centroid",0.075034614,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17240,20021,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17240,-0.0357968390346237,"Corylus avellana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","seed dispersal","Plants"
"MaxDispersalDistance","Triglochin maritima",0.00034,"Triglochin","North","Terrestrial","Latitudinal","Centroid",0.432231875,NA,0.695419389,"km/year",9.5857,0.510482780713878,"OCCUR","TWO","MEDIUM","YES","MODELED",779,1978,2.63474214687754,"phanero",19,"A19_P1",17245,15823,"(1.97e+03,1.98e+03]","(4.85,31.3]","(254,1.33e+03]",17245,0.0895375551175732,"Triglochin maritima","Plantae","Tracheophyta","Liliopsida","Alismatales","Juncaginaceae","seed dispersal","Plants"
