"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","Unit","AgeAtMaturity","Field","Source","Database","Code","GenerationLength"
"Valeriana officinalis","Valeriana officinalis","Valeriana officinalis","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","gbif","GBIF:2888763","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Verbascum thapsus","Verbascum thapsus","Verbascum thapsus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","gbif","GBIF:3171949","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Verbascum thapsus","Verbascum thapsus","Verbascum thapsus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","gbif","GBIF:3171949","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Verbascum thapsus","Verbascum thapsus","Verbascum thapsus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","gbif","GBIF:3171949","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Verbascum thapsus","Verbascum thapsus","Verbascum thapsus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","gbif","GBIF:3171949","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Verbascum thapsus","Verbascum thapsus","Verbascum thapsus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","gbif","GBIF:3171949","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Verbascum thapsus","Verbascum thapsus","Verbascum thapsus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","gbif","GBIF:3171949","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Verbena officinalis","Verbena officinalis","Verbena officinalis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","gbif","GBIF:2925529","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Verbena officinalis","Verbena officinalis","Verbena officinalis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","gbif","GBIF:2925529","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Verbena officinalis","Verbena officinalis","Verbena officinalis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","gbif","GBIF:2925529","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Verbena officinalis","Verbena officinalis","Verbena officinalis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","gbif","GBIF:2925529","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Veronica arvensis","Veronica arvensis","Veronica arvensis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3172048","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Veronica arvensis","Veronica arvensis","Veronica arvensis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3172048","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Veronica arvensis","Veronica arvensis","Veronica arvensis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3172048","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Veronica arvensis","Veronica arvensis","Veronica arvensis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3172048","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Viola arvensis","Viola arvensis","Viola arvensis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331235","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Viola canina","Viola canina","Viola canina","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331258","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Viola riviniana","Viola riviniana","Viola riviniana","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:7296321","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Vulpia ciliata","Vulpia ciliata","Vulpia ciliata","Plantae",NA,"Magnoliopsida","Poales","Poaceae","itis","ITIS:505733","yrs","1","age of first flowering","Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","70","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","70","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","56","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","56","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","42","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","56","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","42","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","63","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","84","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","56","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","70","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","70","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","70","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","70","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","70","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429","days","70","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Taraxacum ofcinale","Taraxacum ofcinale","Taraxacum officinale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5394163","days","70","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Taraxacum ofcinale","Taraxacum ofcinale","Taraxacum officinale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5394163","days","56","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Taraxacum ofcinale","Taraxacum ofcinale","Taraxacum officinale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5394163","days","98","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Taraxacum ofcinale","Taraxacum ofcinale","Taraxacum officinale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5394163","days","70","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Taraxacum ofcinale","Taraxacum ofcinale","Taraxacum officinale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5394163","days","70","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Taraxacum ofcinale","Taraxacum ofcinale","Taraxacum officinale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5394163","days","98","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Taraxacum ofcinale","Taraxacum ofcinale","Taraxacum officinale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5394163","days","70","First flowering time","Fazlioglu F, Al-Namazi A, Bonser SP. (2016) Reproductive efficiency and shade avoidance plasticity under simulated competition, Ecology and Evolution 6: 4947–4957. Doi: 10.1002/ece3.2254.","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","77","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","84","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","77","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","98","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
