"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","Unit","AgeAtMaturity","Field","Source","Database","Code","GenerationLength"
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","98","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","98","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","98","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","70","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","84","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","70","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","98","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","98","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","77","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","70","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","70","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","77","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","98","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","63","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Hypochaeris radicata","Hypochaeris radicata","Hypochaeris radicata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3093702","days","77","Flowering time","Fazlioglu F, Wan JSH, Bonser SP. (2017) Testing specialization hypothesis along a stress gradient, Austral Ecology 42: 40–47. Doi: 10.1111/aec.12399","TRY","AgeAtMaturity",NA
"Abies balsamea","Abies balsamea","Abies balsamea","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685383","yrs","25","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Acer negundo","Acer negundo","Acer negundo","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189866","yrs","11","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Acer pensylvanicum","Acer pensylvanicum","Acer pensylvanicum","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189836","yrs","10","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Acer rubrum","Acer rubrum","Acer rubrum","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189883","yrs","10","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Acer saccharinum","Acer saccharinum","Acer saccharinum","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189837","yrs","20.5","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Acer saccharum","Acer saccharum","Acer saccharum","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189859","yrs","22","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Betula alleghaniensis","Betula alleghaniensis","Betula alleghaniensis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:5331779","yrs","40","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Betula lenta","Betula lenta","Betula lenta","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:5331709","yrs","40","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Betula papyrifera","Betula papyrifera","Betula papyrifera","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:5332120","yrs","22.5","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Betula populifolia","Betula populifolia","Betula populifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:8184083","yrs","8","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Carpinus caroliniana","Carpinus caroliniana","Carpinus caroliniana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:2875842","yrs","30","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Carya cordiformis","Carya cordiformis","Carya cordiformis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","gbif","GBIF:3054299","yrs","30","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Carya glabra","Carya glabra","Carya glabra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","gbif","GBIF:3054325","yrs","30","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Carya ovata","Carya ovata","Carya ovata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","gbif","GBIF:3054296","yrs","40","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Fagus grandifolia","Fagus grandifolia","Fagus grandifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2882274","yrs","40","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Fraxinus americana","Fraxinus americana","Fraxinus americana","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","gbif","GBIF:3172327","yrs","27.5","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Larix laricina","Larix laricina","Larix laricina","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2686231","yrs","12","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Picea glauca","Picea glauca","Picea glauca","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284745","yrs","30","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Picea mariana","Picea mariana","Picea mariana","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284802","yrs","20","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Picea rubens","Picea rubens","Picea rubens","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284717","yrs","30","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Pinus banksiana","Pinus banksiana","Pinus banksiana","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285533","yrs","11.25","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Pinus resinosa","Pinus resinosa","Pinus resinosa","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285067","yrs","45","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Pinus strobus","Pinus strobus","Pinus strobus","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284982","yrs","30","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Populus balsamifera","Populus balsamifera","Populus balsamifera","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif","GBIF:3040184","yrs","25","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Populus tremuloides","Populus tremuloides","Populus tremuloides","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif","GBIF:3040215","yrs","10","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Prunus serotina","Prunus serotina","Prunus serotina","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3021850","yrs","5","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Quercus alba","Quercus alba","Quercus alba","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879737","yrs","50","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Quercus macrocarpa","Quercus macrocarpa","Quercus macrocarpa","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878213","yrs","35","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Quercus rubra","Quercus rubra","Quercus rubra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880539","yrs","25","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Quercus velutina","Quercus velutina","Quercus velutina","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:8086561","yrs","20","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Thuja occidentalis","Thuja occidentalis","Thuja occidentalis","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","gbif","GBIF:2684178","yrs","28.3333333333333","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Tilia americana","Tilia americana","Tilia americana","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3152042","yrs","15","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Tsuga canadensis","Tsuga canadensis","Tsuga canadensis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2687182","yrs","15","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Ulmus americana","Ulmus americana","Ulmus americana","Plantae","Tracheophyta","Magnoliopsida","Rosales","Ulmaceae","gbif","GBIF:5361872","yrs","15","Maturity Age","unpub.","TRY","AgeAtMaturity",NA
"Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959","years","1","plant_lifespan","Lifespan compilation","LEDA","MaturityFromLifespan",NA
"Spergularia rubra","Spergularia rubra","Spergularia rubra","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085633","years","1","plant_lifespan","Lifespan compilation","LEDA","MaturityFromLifespan",NA
"Carduus tenuiflorus","Carduus tenuiflorus","Carduus tenuiflorus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3114627","years","1","plant_lifespan","Lifespan compilation","LEDA","MaturityFromLifespan",NA
"Helianthus annuus","Helianthus annuus","Helianthus annuus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9206251","years","1","plant_lifespan","Lifespan compilation","LEDA","MaturityFromLifespan",NA
"Raphanus sativus","Raphanus sativus","Raphanus sativus","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:7678610","years","1","plant_lifespan","Lifespan compilation","LEDA","MaturityFromLifespan",NA
"Spergularia rubra","Spergularia rubra","Spergularia rubra","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085633","year","1","Life-span","Lifespan compilation","TRY","MaturityFromLifespan",NA
"Eschscholzia californica","Eschscholzia californica","Eschscholzia californica","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888380","year","1","Life-span","Lifespan compilation","TRY","MaturityFromLifespan",NA
"Helianthus annuus","Helianthus annuus","Helianthus annuus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9206251","year","1","Life-span","Lifespan compilation","TRY","MaturityFromLifespan",NA
"Helminthotheca echioides","Helminthotheca echioides","Helminthotheca echioides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3141855","year","1","Life-span","Lifespan compilation","TRY","MaturityFromLifespan",NA
"Spergularia marina","Spergularia marina","Spergularia marina","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:7736551","year","1","Life-span","Lifespan compilation","TRY","MaturityFromLifespan",NA
"Taeniatherum caput-medusae","Taeniatherum caput-medusae","Taeniatherum caput-medusae","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705666","yrs","1","Growth form","Consensus2017","TRY","MaturityFromGrowthForm",NA
"Alytes obstetricans","Alytes obstetricans","Alytes obstetricans","Animalia","Chordata","Amphibia","Anura","Alytidae","gbif","GBIF:2426612","y","2","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Bufo bufo","Bufo bufo","Bufo bufo","Animalia","Chordata","Amphibia","Anura","Bufonidae","gbif","GBIF:5217160","y","2","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Epidalea calamita","Epidalea calamita","Epidalea calamita","Animalia","Chordata","Amphibia","Anura","Bufonidae","gbif","GBIF:2422507","y","3","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Eleutherodactylus coqui","Eleutherodactylus coqui","Eleutherodactylus coqui","Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","gbif","GBIF:2424091","y","1","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Xenopus laevis","Xenopus laevis","Xenopus laevis","Animalia","Chordata","Amphibia","Anura","Pipidae","gbif","GBIF:5217334","y","2","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Pelophylax lessonae","Pelophylax lessonae","Pelophylax lessonae","Animalia","Chordata","Amphibia","Anura","Ranidae","gbif","GBIF:2426654","y","2","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Rana aurora","Rana aurora","Rana aurora","Animalia","Chordata","Amphibia","Anura","Ranidae","gbif","GBIF:2426808","y","2","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Rana iberica","Rana iberica","Rana iberica","Animalia","Chordata","Amphibia","Anura","Ranidae","gbif","GBIF:2426774","y","2","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Rana temporaria","Rana temporaria","Rana temporaria","Animalia","Chordata","Amphibia","Anura","Ranidae","gbif","GBIF:2426805","y","2","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Plethodon glutinosus","Plethodon glutinosus","Plethodon glutinosus","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","gbif","GBIF:2431539","y","2.5","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Plethodon jordani","Plethodon jordani","Plethodon jordani","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","gbif","GBIF:2431529","y","3","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Calotriton asper","Calotriton asper","Calotriton asper","Animalia","Chordata","Amphibia","Caudata","Salamandridae","gbif","GBIF:2431824","y","2","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Ichthyosaura alpestris","Ichthyosaura alpestris","Ichthyosaura alpestris","Animalia","Chordata","Amphibia","Caudata","Salamandridae","gbif","GBIF:2431783","y","2","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Lissotriton boscai","Lissotriton boscai","Lissotriton boscai","Animalia","Chordata","Amphibia","Caudata","Salamandridae","gbif","GBIF:5218408","y","3","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Lissotriton helveticus","Lissotriton helveticus","Lissotriton helveticus","Animalia","Chordata","Amphibia","Caudata","Salamandridae","gbif","GBIF:5218410","y","2","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Lissotriton vulgaris","Lissotriton vulgaris","Lissotriton vulgaris","Animalia","Chordata","Amphibia","Caudata","Salamandridae","gbif","GBIF:5218405","y","2","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Pleurodeles waltl","Pleurodeles waltl","Pleurodeles waltl","Animalia","Chordata","Amphibia","Caudata","Salamandridae","gbif","GBIF:2431875","y","1.5","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Triturus cristatus","Triturus cristatus","Triturus cristatus","Animalia","Chordata","Amphibia","Caudata","Salamandridae","gbif","GBIF:2431885","y","2","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Triturus marmoratus","Triturus marmoratus","Triturus marmoratus","Animalia","Chordata","Amphibia","Caudata","Salamandridae","gbif","GBIF:2431886","y","2","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
"Chioglossa lusitanica","Chioglossa lusitanica","Chioglossa lusitanica","Animalia","Chordata","Amphibia","Caudata","Salamandridae","gbif","GBIF:2431938","y","4","Age_at_maturity_min_y",NA,"Amphibio","MinAgeAtMaturity",NA
