publi_name,kingdom,phylum,class,order,family,genus,SpeciesChecked,temp,Locomotion_mode,Locomotion_secondary,Mobility,order_common_name
Clymenella_torquata,Animalia,Annelida,Polychaeta,Capitellida,Maldanidae,Clymenella,Clymenella torquata,ectotherm,burrowing,NA,facultatively mobile,bristle worms
Heteromastus_filiformis,Animalia,Annelida,Polychaeta,Capitellida,Capitellidae,Heteromastus,Heteromastus filiformis,ectotherm,burrowing,NA,facultatively mobile,bristle worms
Diopatra_neapolitana,Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,Diopatra neapolitana,ectotherm,swimming,crawling,mobile,bristle worms
Alitta_succinea,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Alitta,Alitta succinea,ectotherm,burrowing,swimming,facultatively mobile,ragworms
Glycera_americana,Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,Glycera americana,ectotherm,burrowing,swimming,facultatively mobile,bristle worms
Glycinde_solitaria,Animalia,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde,Glycinde multidens,ectotherm,burrowing,swimming,facultatively mobile,bristle worms
Nephtys_incisa,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,Nephtys incisa,ectotherm,burrowing,swimming,facultatively mobile,bristle worms
Nephtys_picta,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,Nephtys picta,ectotherm,burrowing,swimming,facultatively mobile,bristle worms
Podarkeopsis_levifuscina,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis,Podarkeopsis levifuscina,ectotherm,burrowing,swimming,facultatively mobile,bristle worms
Sigambra_tentaculata,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra,Sigambra tentaculata,ectotherm,burrowing,NA,facultatively mobile,segmented worms
Galeolaria_caespitosa,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Galeolaria,Galeolaria caespitosa,ectotherm,sessile,NA,sessile,bristle worms
Sabellaria_vulgaris,Animalia,Annelida,Polychaeta,Sabellida,Sabellariidae,Sabellaria,Sabellaria vulgaris,ectotherm,sessile,NA,sessile,segmented worms
Mediomastus_ambiseta,Animalia,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus,Mediomastus ambiseta,ectotherm,sessile,NA,sessile,bristle worms
Haploscoloplos_robustus,Animalia,Annelida,Polychaeta,Scolecida,Orbiniidae,Scoloplos,Scoloplos robustus,ectotherm,burrowing,crawling,facultatively mobile,bristle worms
Paraprionospio_pinnata,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio,Paraprionospio pinnata,ectotherm,sessile,swimming,sessile,bristle worms
Polydora_cornuta,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora cornuta,ectotherm,sessile,swimming,sessile,bristle worms
Spiophanes_bombyx,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,Spiophanes bombyx,ectotherm,sessile,swimming,sessile,bristle worms
Streblospio_benedicti,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Streblospio,Streblospio benedicti,ectotherm,sessile,swimming,sessile,bristle worms
Pectinaria_gouldii,Animalia,Annelida,Polychaeta,Terebellida,Pectinariidae,Pectinaria,Pectinaria gouldii,ectotherm,sessile,NA,sessile,bristle worms
Tharyx_acutus,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,Tharyx acutus,ectotherm,sessile,NA,sessile,bristle worms
Agalenatea_redii,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Agalenatea,Agalenatea redii,ectotherm,crawling,NA,mobile,spiders
Agelena_labyrinthica,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena labyrinthica,ectotherm,crawling/ballooning,ballooning,mobile,spiders
Agroeca_brunnea,Animalia,Arthropoda,Arachnida,Araneae,Liocranidae,Agroeca,Agroeca brunnea,ectotherm,crawling,NA,mobile,spiders
Agroeca_proxima,Animalia,Arthropoda,Arachnida,Araneae,Liocranidae,Agroeca,Agroeca proxima,ectotherm,crawling,NA,mobile,spiders
Agyneta_conigera,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Agyneta,Agyneta conigera,ectotherm,crawling,NA,mobile,spiders
Agyneta_decora,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Agyneta,Agyneta decora,ectotherm,crawling,NA,mobile,spiders
Agyneta_subtilis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Agyneta,Agyneta subtilis,ectotherm,crawling,NA,mobile,spiders
Allomengea_scopigera,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Allomengea,Allomengea scopigera,ectotherm,crawling,NA,mobile,spiders
Alopecosa_barbipes,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Alopecosa,Alopecosa barbipes,ectotherm,crawling,NA,mobile,spiders
Alopecosa_pulverulenta,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Alopecosa,Alopecosa pulverulenta,ectotherm,crawling,NA,mobile,spiders
Amaurobius_fenestralis,Animalia,Arthropoda,Arachnida,Araneae,Amaurobiidae,Amaurobius,Amaurobius fenestralis,ectotherm,crawling,NA,mobile,spiders
Amaurobius_ferox,Animalia,Arthropoda,Arachnida,Araneae,Amaurobiidae,Amaurobius,Amaurobius ferox,ectotherm,crawling,NA,mobile,spiders
Amaurobius_similis,Animalia,Arthropoda,Arachnida,Araneae,Amaurobiidae,Amaurobius,Amaurobius similis,ectotherm,crawling,NA,mobile,spiders
Anelosimus_vittatus,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Anelosimus,Anelosimus vittatus,ectotherm,crawling,NA,mobile,spiders
Antistea_elegans,Animalia,Arthropoda,Arachnida,Araneae,Hahniidae,Antistea,Antistea elegans,ectotherm,crawling,NA,mobile,spiders
Aphileta_misera,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Aphileta,Aphileta misera,ectotherm,crawling,NA,mobile,spiders
Araeoncus_crassiceps,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Araeoncus,Araeoncus crassiceps,ectotherm,crawling,NA,mobile,spiders
Araeoncus_humilis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Araeoncus,Araeoncus humilis,ectotherm,crawling,NA,mobile,spiders
Araneus_diadematus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,Araneus diadematus,ectotherm,crawling,NA,mobile,spiders
Araneus_quadratus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,Araneus quadratus,ectotherm,crawling,NA,mobile,spiders
Araniella_cucurbitina,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araniella,Araniella cucurbitina,ectotherm,crawling,NA,mobile,spiders
Arctosa_leopardus,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Arctosa,Arctosa leopardus,ectotherm,crawling,NA,mobile,spiders
Arctosa_perita,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Arctosa,Arctosa perita,ectotherm,crawling,NA,mobile,spiders
Argyroneta_aquatica,Animalia,Arthropoda,Arachnida,Araneae,Cybaeidae,Argyroneta,Argyroneta aquatica,ectotherm,crawling/swimming,NA,mobile,NA
Atypus_affinis,Animalia,Arthropoda,Arachnida,Araneae,Atypidae,Atypus,Atypus affinis,ectotherm,crawling,NA,mobile,NA
Baryphyma_trifrons,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Baryphyma,Baryphyma trifrons,ectotherm,crawling,NA,mobile,spiders
Bathyphantes_approximatus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,Bathyphantes approximatus,ectotherm,crawling,NA,mobile,spiders
Bathyphantes_gracilis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,Bathyphantes gracilis,ectotherm,crawling,NA,mobile,spiders
Bathyphantes_nigrinus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,Bathyphantes nigrinus,ectotherm,crawling,NA,mobile,spiders
Bathyphantes_parvulus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,Bathyphantes parvulus,ectotherm,crawling,NA,mobile,spiders
Bolyphantes_alticeps,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Bolyphantes,Bolyphantes alticeps,ectotherm,crawling,NA,mobile,spiders
Bolyphantes_luteolus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Bolyphantes,Bolyphantes luteolus,ectotherm,crawling,NA,mobile,spiders
Centromerita_bicolor,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Centromerita,Centromerita bicolor,ectotherm,crawling,NA,mobile,spiders
Centromerita_concinna,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Centromerita,Centromerita concinna,ectotherm,crawling,NA,mobile,spiders
Centromerus_arcanus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Centromerus,Centromerus arcanus,ectotherm,crawling,NA,mobile,spiders
Centromerus_dilutus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Centromerus,Centromerus dilutus,ectotherm,crawling,NA,mobile,spiders
Centromerus_prudens,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Centromerus,Centromerus prudens,ectotherm,crawling,NA,mobile,spiders
Centromerus_sylvaticus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Centromerus,Centromerus sylvaticus,ectotherm,crawling,NA,mobile,spiders
Ceratinella_brevipes,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Ceratinella,Ceratinella brevipes,ectotherm,crawling,NA,mobile,spiders
Ceratinella_brevis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Ceratinella,Ceratinella brevis,ectotherm,crawling,NA,mobile,spiders
Cercidia_prominens,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Cercidia,Cercidia prominens,ectotherm,crawling,NA,mobile,spiders
Cheiracanthium_erraticum,Animalia,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium erraticum,ectotherm,crawling ,NA,mobile,NA
Clubiona_comta,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona comta,ectotherm,crawling,NA,mobile,spiders
Clubiona_corticalis,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona corticalis,ectotherm,crawling,NA,mobile,spiders
Clubiona_diversa,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona diversa,ectotherm,crawling,NA,mobile,spiders
Clubiona_lutescens,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona lutescens,ectotherm,crawling,NA,mobile,spiders
Clubiona_neglecta,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona neglecta,ectotherm,crawling,NA,mobile,spiders
Clubiona_phragmitis,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona phragmitis,ectotherm,crawling,NA,mobile,spiders
Clubiona_reclusa,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona reclusa,ectotherm,crawling,NA,mobile,spiders
Clubiona_stagnatilis,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona stagnatilis,ectotherm,crawling,NA,mobile,spiders
Clubiona_subtilis,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona subtilis,ectotherm,crawling,NA,mobile,spiders
Clubiona_terrestris,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona terrestris,ectotherm,crawling,NA,mobile,spiders
Clubiona_trivialis,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona trivialis,ectotherm,crawling,NA,mobile,spiders
Cnephalocotes_obscurus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Cnephalocotes,Cnephalocotes obscurus,ectotherm,crawling,NA,mobile,spiders
Coelotes_atropos,Animalia,Arthropoda,Arachnida,Araneae,Amaurobiidae,Coelotes,Coelotes atropos,ectotherm,crawling,NA,mobile,spiders
Crustulina_guttata,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Crustulina,Crustulina guttata,ectotherm,crawling,NA,mobile,spiders
Cryphoeca_silvicola,Animalia,Arthropoda,Arachnida,Araneae,Hahniidae,Cryphoeca,Cryphoeca silvicola,ectotherm,crawling,NA,mobile,spiders
Dictyna_arundinacea,Animalia,Arthropoda,Arachnida,Araneae,Dictynidae,Dictyna,Dictyna arundinacea,ectotherm,crawling,NA,mobile,spiders
Dictyna_uncinata,Animalia,Arthropoda,Arachnida,Araneae,Dictynidae,Dictyna,Dictyna uncinata,ectotherm,crawling,NA,mobile,spiders
Dicymbium_brevisetosum,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Dicymbium,Dicymbium nigrum,ectotherm,crawling,NA,mobile,spiders
Dicymbium_nigrum,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Dicymbium,Dicymbium nigrum,ectotherm,crawling,NA,mobile,spiders
Dicymbium_tibiale,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Dicymbium,Dicymbium tibiale,ectotherm,crawling,NA,mobile,spiders
Diplocephalus_cristatus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Diplocephalus,Diplocephalus cristatus,ectotherm,crawling,NA,mobile,spiders
Diplocephalus_latifrons,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Diplocephalus,Diplocephalus latifrons,ectotherm,crawling,NA,mobile,spiders
Diplocephalus_permixtus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Diplocephalus,Diplocephalus permixtus,ectotherm,crawling,NA,mobile,spiders
Diplocephalus_picinus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Diplocephalus,Diplocephalus picinus,ectotherm,crawling,NA,mobile,spiders
Diplostyla_concolor,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Diplostyla,Diplostyla concolor,ectotherm,crawling,NA,mobile,spiders
Dismodicus_bifrons,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Dismodicus,Dismodicus bifrons,ectotherm,crawling,NA,mobile,spiders
Drapetisca_socialis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Drapetisca,Drapetisca socialis,ectotherm,crawling,NA,mobile,spiders
Drassodes_cupreus,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Drassodes,Drassodes cupreus,ectotherm,crawling,NA,mobile,spiders
Drassodes_lapidosus,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Drassodes,Drassodes lapidosus,ectotherm,crawling,NA,mobile,spiders
Drassyllus_pusillus,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Drassyllus,Drassyllus pusillus,ectotherm,crawling,NA,mobile,spiders
Drepanotylus_uncatus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Drepanotylus,Drepanotylus uncatus,ectotherm,crawling,NA,mobile,spiders
Dysdera_crocata,Animalia,Arthropoda,Arachnida,Araneae,Dysderidae,Dysdera,Dysdera crocata,ectotherm,crawling,NA,mobile,spider
Dysdera_erythrina,Animalia,Arthropoda,Arachnida,Araneae,Dysderidae,Dysdera,Dysdera erythrina,ectotherm,crawling,NA,mobile,spider
Enoplognatha_ovata,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Enoplognatha,Enoplognatha ovata,ectotherm,crawling,NA,mobile,spiders
Enoplognatha_thoracica,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Enoplognatha,Enoplognatha thoracica,ectotherm,crawling,NA,mobile,spiders
Entelecara_erythropus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Entelecara,Entelecara erythropus,ectotherm,crawling,NA,mobile,spiders
Episinus_angulatus,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Episinus,Episinus angulatus,ectotherm,crawling,NA,mobile,spiders
Erigone_arctica,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Erigone,Erigone arctica,ectotherm,crawling,NA,mobile,spiders
Erigone_atra,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Erigone,Erigone atra,ectotherm,crawling,NA,mobile,spiders
Erigone_dentipalpis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Erigone,Erigone dentipalpis,ectotherm,crawling,NA,mobile,spiders
Erigone_longipalpis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Erigone,Erigone longipalpis,ectotherm,crawling,NA,mobile,spiders
Erigone_promiscua,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Erigone,Erigone promiscua,ectotherm,crawling,NA,mobile,spiders
Erigonella_hiemalis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Erigonella,Erigonella hiemalis,ectotherm,crawling,NA,mobile,spiders
Ero_cambridgei,Animalia,Arthropoda,Arachnida,Araneae,Mimetidae,Ero,Ero cambridgei,ectotherm,crawling,NA,mobile,spiders
Ero_furcata,Animalia,Arthropoda,Arachnida,Araneae,Mimetidae,Ero,Ero furcata,ectotherm,crawling,NA,mobile,spiders
Euophrys_frontalis,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Euophrys,Euophrys frontalis,ectotherm,crawling,jumping/crawling,mobile,spiders
Euryopis_flavomaculata,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Euryopis,Euryopis flavomaculata,ectotherm,crawling,NA,mobile,spiders
Evarcha_falcata,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Evarcha,Evarcha falcata,ectotherm,crawling,jumping/crawling,mobile,spiders
Floronia_bucculenta,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Floronia,Floronia bucculenta,ectotherm,crawling,NA,mobile,spiders
Gnaphosa_leporina,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Gnaphosa,Gnaphosa leporina,ectotherm,crawling,NA,mobile,spiders
Gnathonarium_dentatum,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Gnathonarium,Gnathonarium dentatum,ectotherm,crawling,NA,mobile,spiders
Gonatium_rubellum,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Gonatium,Gonatium rubellum,ectotherm,crawling,NA,mobile,spiders
Gonatium_rubens,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Gonatium,Gonatium rubens,ectotherm,crawling,NA,mobile,spiders
Gongylidiellum_latebricola,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Gongylidiellum,Gongylidiellum latebricola,ectotherm,crawling,NA,mobile,spiders
Gongylidiellum_vivum,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Gongylidiellum,Gongylidiellum vivum,ectotherm,crawling,NA,mobile,spiders
Gongylidium_rufipes,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Gongylidium,Gongylidium rufipes,ectotherm,crawling,NA,mobile,spiders
Hahnia_helveola,Animalia,Arthropoda,Arachnida,Araneae,Hahniidae,Hahnia,Hahnia helveola,ectotherm,crawling,NA,mobile,spiders
Hahnia_montana,Animalia,Arthropoda,Arachnida,Araneae,Hahniidae,Hahnia,Hahnia montana,ectotherm,crawling,NA,mobile,spiders
Hahnia_nava,Animalia,Arthropoda,Arachnida,Araneae,Hahniidae,Hahnia,Hahnia nava,ectotherm,crawling,NA,mobile,spiders
Haplodrassus_dalmatensis,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Haplodrassus,Haplodrassus dalmatensis,ectotherm,crawling,NA,mobile,spiders
Haplodrassus_signifer,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Haplodrassus,Haplodrassus signifer,ectotherm,crawling,NA,mobile,spiders
Harpactea_hombergi,Animalia,Arthropoda,Arachnida,Araneae,Dysderidae,Harpactea,Harpactea hombergi,ectotherm,crawling,NA,mobile,spider
Heliophanus_cupreus,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Heliophanus,Heliophanus cupreus,ectotherm,crawling,jumping/crawling,mobile,spiders
Heliophanus_flavipes,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Heliophanus,Heliophanus flavipes,ectotherm,crawling,jumping/crawling,mobile,spiders
Helophora_insignis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Helophora,Helophora insignis,ectotherm,crawling,NA,mobile,spiders
Hilaira_excisa,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Hilaira,Hilaira excisa,ectotherm,crawling,NA,mobile,spiders
Hypomma_bituberculatum,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Hypomma,Hypomma bituberculatum,ectotherm,crawling,NA,mobile,spiders
Hypomma_cornutum,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Hypomma,Hypomma cornutum,ectotherm,crawling,NA,mobile,spiders
Hypselistes_jacksoni,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Hypselistes,Hypselistes jacksoni,ectotherm,crawling,NA,mobile,spiders
Hypsosinga_pygmaea,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Hypsosinga,Hypsosinga pygmaea,ectotherm,crawling,NA,mobile,spiders
Kaestneria_dorsalis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Kaestneria,Kaestneria dorsalis,ectotherm,crawling,NA,mobile,spiders
Kaestneria_pullata,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Kaestneria,Kaestneria pullata,ectotherm,crawling,NA,mobile,spiders
Labulla_thoracica,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Labulla,Labulla thoracica,ectotherm,crawling,NA,mobile,spiders
Larinioides_cornutus,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Larinioides,Larinioides cornutus,ectotherm,crawling,NA,mobile,spiders
Lathys_humilis,Animalia,Arthropoda,Arachnida,Araneae,Dictynidae,Lathys,Lathys humilis,ectotherm,crawling,NA,mobile,spiders
Lepthyphantes_leprosus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Lepthyphantes,Lepthyphantes leprosus,ectotherm,crawling,NA,mobile,spiders
Lepthyphantes_mengei,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Lepthyphantes,Tenuiphantes mengei,ectotherm,crawling,NA,mobile,spiders
Lepthyphantes_minutus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Lepthyphantes,Lepthyphantes minutus,ectotherm,crawling,NA,mobile,spiders
Lepthyphantes_obscurus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Lepthyphantes,Lepthyphantes obscurus,ectotherm,crawling,NA,mobile,spiders
Lepthyphantes_zimmermanni,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Lepthyphantes,Tenuiphantes zimmermanni,ectotherm,crawling,NA,mobile,spiders
Leptorhoptrum_robustum,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Leptorhoptrum,Leptorhoptrum robustum,ectotherm,crawling,NA,mobile,spiders
Linyphia_hortensis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Linyphia,Linyphia hortensis,ectotherm,crawling,NA,mobile,spiders
Linyphia_triangularis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Linyphia,Linyphia triangularis,ectotherm,crawling,NA,mobile,spiders
Lophomma_punctatum,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Lophomma,Lophomma punctatum,ectotherm,crawling,NA,mobile,spiders
Macrargus_rufus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Macrargus,Macrargus rufus,ectotherm,crawling,NA,mobile,spiders
Mangora_acalypha,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Mangora,Mangora acalypha,ectotherm,crawling,NA,mobile,spiders
Maso_sundevalli,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Maso,Maso sundevalli,ectotherm,crawling,NA,mobile,spiders
Megalepthyphantes_nebulosus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Megalepthyphantes,Megalepthyphantes nebulosus,ectotherm,crawling,NA,mobile,spiders
Meioneta_beata,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Meioneta,Agyneta affinis,ectotherm,crawling,NA,mobile,spiders
Meioneta_gulosa,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Meioneta,Agyneta gulosa,ectotherm,crawling,NA,mobile,spiders
Meioneta_rurestris,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Meioneta,Agyneta rurestris,ectotherm,crawling,NA,mobile,spiders
Meioneta_saxatilis,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Meioneta,Agyneta saxatilis,ectotherm,crawling,NA,mobile,spiders
Metellina_mengei,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Metellina,Metellina mengei,ectotherm,crawling,NA,mobile,spiders
Metellina_merianae,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Metellina,Metellina merianae,ectotherm,crawling,NA,mobile,spiders
Metellina_segmentata,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Metellina,Metellina segmentata,ectotherm,crawling,NA,mobile,spiders
Metopobactrus_prominulus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Metopobactrus,Metopobactrus prominulus,ectotherm,crawling,NA,mobile,spiders
Micaria_pulicaria,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Micaria,Micaria pulicaria,ectotherm,crawling,NA,mobile,spiders
Micrargus_apertus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Micrargus,Micrargus apertus,ectotherm,crawling,NA,mobile,spiders
Micrargus_herbigradus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Micrargus,Micrargus herbigradus,ectotherm,crawling,NA,mobile,spiders
Microlinyphia_impigra,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Microlinyphia,Microlinyphia impigra,ectotherm,crawling,NA,mobile,spiders
Microlinyphia_pusilla,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Microlinyphia,Microlinyphia pusilla,ectotherm,crawling,NA,mobile,spiders
Microneta_viaria,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Microneta,Microneta viaria,ectotherm,crawling,NA,mobile,spiders
Minyriolus_pusillus,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Minyriolus,Minyriolus pusillus,ectotherm,crawling,NA,mobile,spiders
Misumena_vatia,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Misumena,Misumena vatia,ectotherm,crawling,NA,mobile,spiders
Monocephalus_castaneipes,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Monocephalus,Monocephalus castaneipes,ectotherm,crawling,NA,mobile,spiders
Monocephalus_fuscipes,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Monocephalus,Monocephalus fuscipes,ectotherm,crawling,NA,mobile,spiders
Neon_reticulatus,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Neon,Neon reticulatus,ectotherm,crawling,jumping/crawling,mobile,spiders
Neottiura_bimaculata,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Neottiura,Neottiura bimaculata,ectotherm,crawling,NA,mobile,spiders
Neriene_clathrata,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Neriene,Neriene clathrata,ectotherm,crawling,NA,mobile,spiders
Neriene_montana,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Neriene,Neriene montana,ectotherm,crawling,NA,mobile,spiders
