publi_name,kingdom,phylum,class,order,family,genus,SpeciesChecked,temp,Locomotion_mode,Locomotion_secondary,Mobility,order_common_name
Conistra_rubiginosa,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Conistra,Conistra rubiginosa,ectotherm,flying,NA,mobile,moths
Conistra_vaccinii,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Conistra,Conistra vaccinii,ectotherm,flying,NA,mobile,moths
Coranarta_cordigera,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Coranarta,Coranarta cordigera,ectotherm,flying,NA,mobile,moths
Coscinia_cribraria,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Coscinia,Coscinia cribraria,ectotherm,flying,NA,mobile,moths
Cosmia_affinis,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cosmia,Cosmia affinis,ectotherm,flying,NA,mobile,moths
Cosmia_diffinis,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cosmia,Cosmia diffinis,ectotherm,flying,NA,mobile,moths
Cosmia_pyralina,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cosmia,Cosmia pyralina,ectotherm,flying,NA,mobile,moths
Cosmia_trapezina,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cosmia,Cosmia trapezina,ectotherm,flying,NA,mobile,moths
Cossus_cossus,Animalia,Arthropoda,Insecta,Lepidoptera,Cossidae,Cossus,Cossus cossus,ectotherm,flying,NA,mobile,moths
Costaconvexa_polygrammata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Costaconvexa,Costaconvexa polygrammata,ectotherm,flying,NA,mobile,moths
Craniophora_ligustri,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Craniophora,Craniophora ligustri,ectotherm,flying,NA,mobile,moths
Bryophila_raptricula,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cryphia,Cryphia raptricula,ectotherm,flying,NA,mobile,moths
Cryphia_domestica,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cryphia,Cryphia domestica,ectotherm,flying,NA,mobile,moths
Cryphia_muralis,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cryphia,Cryphia muralis,ectotherm,flying,NA,mobile,moths
Crypsedra_gemmea,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Crypsedra,Crypsedra gemmea,ectotherm,flying,NA,mobile,moths
Cryptocala_chardinyi,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cryptocala,Cryptocala chardinyi,ectotherm,flying,NA,mobile,moths
Cucullia_absinthii,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cucullia,Cucullia absinthii,ectotherm,flying,NA,mobile,moths
Cucullia_argentea,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cucullia,Cucullia argentea,ectotherm,flying,NA,mobile,moths
Cucullia_artemisiae,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cucullia,Cucullia artemisiae,ectotherm,flying,NA,mobile,moths
Cucullia_asteris,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cucullia,Cucullia asteris,ectotherm,flying,NA,mobile,moths
Cucullia_chamomillae,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cucullia,Cucullia chamomillae,ectotherm,flying,NA,mobile,moths
Cucullia_fraudatrix,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cucullia,Cucullia fraudatrix,ectotherm,flying,NA,mobile,moths
Cucullia_gnaphalii,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cucullia,Cucullia gnaphalii,ectotherm,flying,NA,mobile,moths
Cucullia_lactucae,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cucullia,Cucullia lactucae,ectotherm,flying,NA,mobile,moths
Cucullia_lucifuga,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cucullia,Cucullia lucifuga,ectotherm,flying,NA,mobile,moths
Cucullia_praecana,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cucullia,Cucullia praecana,ectotherm,flying,NA,mobile,moths
Cucullia_tanaceti,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cucullia,Cucullia tanaceti,ectotherm,flying,NA,mobile,moths
Cucullia_umbratica,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cucullia,Cucullia umbratica,ectotherm,flying,NA,mobile,moths
Cupido_argiades,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cupido,Cupido argiades,ectotherm,flying,NA,mobile,butterflies
Cupido_minimus,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cupido,Cupido minimus,ectotherm,flying,NA,mobile,butterflies
Plebeius_semiargus,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cyaniris,Cyaniris semiargus,ectotherm,flying,NA,mobile,butterflies
Polyommatus_semiargus,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cyaniris,Cyaniris semiargus,ectotherm,flying,NA,mobile,butterflies
Cybosia_mesomella,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Cybosia,Cybosia mesomella,ectotherm,flying,NA,mobile,moths
Cyclophora_albipunctata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,Cyclophora albipunctata,ectotherm,flying,NA,mobile,moths
Cyclophora_annularia,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,Cyclophora annularia,ectotherm,flying,NA,mobile,moths
Cyclophora_linearia,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,Cyclophora linearia,ectotherm,flying,NA,mobile,moths
Cyclophora_porata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,Cyclophora porata,ectotherm,flying,NA,mobile,moths
Cyclophora_punctaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,Cyclophora punctaria,ectotherm,flying,NA,mobile,moths
Cyclophora_quercimontaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,Cyclophora quercimontaria,ectotherm,flying,NA,mobile,moths
Cymatophorima_diluta,Animalia,Arthropoda,Insecta,Lepidoptera,Drepanidae,Cymatophorima,Cymatophorima diluta,ectotherm,flying,NA,mobile,moths
Cymatophorina_diluta,Animalia,Arthropoda,Insecta,Lepidoptera,Drepanidae,Cymatophorima,Cymatophorima diluta,ectotherm,flying,NA,mobile,moths
Dasypolia_templi,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dasypolia,Dasypolia templi,ectotherm,flying,NA,mobile,moths
Deilephila_elpenor,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Deilephila,Deilephila elpenor,ectotherm,flying,NA,mobile,moths
Deilephila_porcellus,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Deilephila,Deilephila porcellus,ectotherm,flying,NA,mobile,moths
Deileptenia_ribeata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Deileptenia,Deileptenia ribeata,ectotherm,flying,NA,mobile,moths
Deltote_bankiana,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Deltote,Deltote bankiana,ectotherm,flying,NA,mobile,moths
Deltote_deceptoria,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Deltote,Deltote deceptoria,ectotherm,flying,NA,mobile,moths
Deltote_uncula,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Deltote,Deltote uncula,ectotherm,flying,NA,mobile,moths
Sedina_pygmina,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Denticuculluspygmina,NA,ectotherm,flying,NA,mobile,moths
Diachrysia_chrysitis,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diachrysia,Diachrysia chrysitis,ectotherm,flying,NA,mobile,moths
Diachrysia_tutti,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diachrysia,Diachrysia stenochrysis,ectotherm,flying,NA,mobile,moths
Diacrisia_sannio,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Diacrisia,Diacrisia sannio,ectotherm,flying,NA,mobile,moths
Rhyparia_purpurata,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Diacrisia,Diacrisia purpurata,ectotherm,flying,NA,mobile,moths
Diaphora_mendica,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Diaphora,Diaphora mendica,ectotherm,flying,NA,mobile,moths
Diarsia_brunnea,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diarsia,Diarsia brunnea,ectotherm,flying,NA,mobile,moths
Diarsia_dahlii,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diarsia,Diarsia dahlii,ectotherm,flying,NA,mobile,moths
Diarsia_florida,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diarsia,Diarsia florida,ectotherm,flying,NA,mobile,moths
Diarsia_mendica,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diarsia,Diarsia mendica,ectotherm,flying,NA,mobile,moths
Diarsia_rubi,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diarsia,Diarsia rubi,ectotherm,flying,NA,mobile,moths
Dicallomera_fascelina,Animalia,Arthropoda,Insecta,Lepidoptera,Lymantriidae,Dicallomera,Dicallomera fascelina,ectotherm,flying,NA,mobile,NA
Dichonia_aprilina,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dichonia,Dichonia aprilina,ectotherm,flying,NA,mobile,moths
Dichorragia_nesimachus,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dichorragia,Dichorragia nesimachus,ectotherm,flying,NA,mobile,butterflies
Dicycla_oo,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dicycla,Dicycla oo,ectotherm,flying,NA,mobile,moths
Diloba_caeruleocephala,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diloba,Diloba caeruleocephala,ectotherm,flying,NA,mobile,moths
Discoloxia_blomeri,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Discoloxia,Venusia blomeri,ectotherm,flying,NA,mobile,moths
Drepana_falcataria,Animalia,Arthropoda,Insecta,Lepidoptera,Drepanidae,Drepana,Drepana falcataria,ectotherm,flying,NA,mobile,moths
Drymonia_dodonaea,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Drymonia,Drymonia dodonaea,ectotherm,flying,NA,mobile,moths
Drymonia_ruficornis,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Drymonia,Drymonia ruficornis,ectotherm,flying,NA,mobile,moths
Dryobotodes_eremita,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dryobotodes,Dryobotodes eremita,ectotherm,flying,NA,mobile,moths
Duponchelia_fovealis,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Duponchelia,Duponchelia fovealis,ectotherm,flying,NA,mobile,moths
Dypterygia_scabriuscula,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dypterygia,Dypterygia scabriuscula,ectotherm,flying,NA,mobile,moths
Dysauxes_ancilla,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Dysauxes,Dysauxes ancilla,ectotherm,flying,NA,mobile,moths
Dyscia_fagaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Dyscia,Dyscia fagaria,ectotherm,flying,NA,mobile,moths
Earias_clorana,Animalia,Arthropoda,Insecta,Lepidoptera,Nolidae,Earias,Earias clorana,ectotherm,flying,NA,mobile,moths
Earias_vernana,Animalia,Arthropoda,Insecta,Lepidoptera,Nolidae,Earias,Earias vernana,ectotherm,flying,NA,mobile,moths
Ecliptopera_silaceata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ecliptopera,Ecliptopera silaceata,ectotherm,flying,NA,mobile,moths
Ectropis_bistortata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ectropis,Ectropis crepuscularia,ectotherm,flying,NA,mobile,moths
Ectropis_crepuscularia,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ectropis,Ectropis crepuscularia,ectotherm,flying,NA,mobile,moths
Egira_conspicillaris,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Egira,Egira conspicillaris,ectotherm,flying,NA,mobile,moths
Eilema_complana,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eilema,Eilema complana,ectotherm,flying,NA,mobile,moths
Eilema_depressa,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eilema,Eilema depressa,ectotherm,flying,NA,mobile,moths
Eilema_griseola,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eilema,Eilema griseola,ectotherm,flying,NA,mobile,moths
Eilema_lurideola,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eilema,Eilema lurideola,ectotherm,flying,NA,mobile,moths
Eilema_lutarella,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eilema,Eilema lutarella,ectotherm,flying,NA,mobile,moths
Eilema_pygmaeola,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eilema,Eilema pygmaeola,ectotherm,flying,NA,mobile,moths
Eilema_pygmeola,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eilema,Eilema pygmaeola,ectotherm,flying,NA,mobile,moths
Eilema_sororcula,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eilema,Eilema sororcula,ectotherm,flying,NA,mobile,moths
Elaphria_venustula,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Elaphria,Elaphria venustula,ectotherm,flying,NA,mobile,moths
Electrophaes_corylata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Electrophaes,Electrophaes corylata,ectotherm,flying,NA,mobile,moths
Ematurga_atomaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ematurga,Ematurga atomaria,ectotherm,flying,NA,mobile,moths
Emmelia_trabealis,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Emmelia,Acontia trabealis,ectotherm,flying,NA,mobile,moths
Enargia_paleacea,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Enargia,Enargia paleacea,ectotherm,flying,NA,mobile,moths
Parastichtis_ypsillon,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Enargia,Enargia ypsillon,ectotherm,flying,NA,mobile,moths
Setina_roscida,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Endrosa,Endrosa roscida,ectotherm,flying,NA,mobile,NA
Ennomos_alniaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos alniaria,ectotherm,flying,NA,mobile,moths
Ennomos_autumnaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos autumnaria,ectotherm,flying,NA,mobile,moths
Ennomos_erosaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos erosaria,ectotherm,flying,NA,mobile,moths
Ennomos_fuscantaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos fuscantaria,ectotherm,flying,NA,mobile,moths
Ennomos_quercinaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos quercinaria,ectotherm,flying,NA,mobile,moths
Epilecta_linogrisea,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Epilecta,Epilecta linogrisea,ectotherm,flying,NA,mobile,moths
Epione_repandaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epione,Epione repandaria,ectotherm,flying,NA,mobile,moths
Epipsilia_grisescens,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Epipsilia,Epipsilia grisescens,ectotherm,flying,NA,mobile,moths
Epirrhoe_galiata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epirrhoe,Epirrhoe galiata,ectotherm,flying,NA,mobile,moths
Epirrhoe_pupillata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epirrhoe,Epirrhoe pupillata,ectotherm,flying,NA,mobile,moths
Epirrhoe_rivata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epirrhoe,Epirrhoe rivata,ectotherm,flying,NA,mobile,moths
Epirrita_autumnata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epirrita,Epirrita autumnata,ectotherm,flying,NA,mobile,moths
Epirrita_christyi,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epirrita,Epirrita christyi,ectotherm,flying,NA,mobile,moths
Epirrita_dilutata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epirrita,Epirrita dilutata,ectotherm,flying,NA,mobile,moths
Erannis_defoliaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Erannis,Erannis defoliaria,ectotherm,flying,NA,mobile,moths
Erebia_aethiops,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia aethiops,ectotherm,flying,NA,mobile,butterflies
Erebia_embla,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia embla,ectotherm,flying,NA,mobile,butterflies
Erebia_epiphron,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia epiphron,ectotherm,flying,NA,mobile,butterflies
Erebia_ligea,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia ligea,ectotherm,flying,NA,mobile,butterflies
Erebia_wanga,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia wanga,ectotherm,flying,NA,mobile,butterflies
Eremobia_ochroleuca,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eremobia,Eremobia ochroleuca,ectotherm,flying,NA,mobile,moths
Eriogaster_lanestris,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Eriogaster,Eriogaster lanestris,ectotherm,flying,NA,mobile,moths
Erynnis_tages,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,Erynnis tages,ectotherm,flying,NA,mobile,skippers
Eublemma_minutata,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eublemma,Eublemma minutata,ectotherm,flying,NA,mobile,moths
Eucarta_virgo,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eucarta,Eucarta virgo,ectotherm,flying,NA,mobile,moths
Euchoeca_nebulata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Euchoeca,Euchoeca nebulata,ectotherm,flying,NA,mobile,moths
Callistege_mi,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euclidia,Euclidia mi,ectotherm,flying,NA,mobile,moths
Euclidia_glyphica,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euclidia,Euclidia glyphica,ectotherm,flying,NA,mobile,moths
Eugnorisma_depunctum,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eugnorisma,Eugnorisma depuncta,ectotherm,flying,NA,mobile,moths
Eugnorisma_glareosum,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eugnorisma,Eugnorisma glareosa,ectotherm,flying,NA,mobile,moths
Eugraphe_sigma,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eugraphe,Eugraphe sigma,ectotherm,flying,NA,mobile,moths
Eulithis_mellinata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis,Eulithis mellinata,ectotherm,flying,NA,mobile,moths
Eulithis_prunata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis,Eulithis prunata,ectotherm,flying,NA,mobile,moths
Eulithis_pyraliata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis,Eulithis pyraliata,ectotherm,flying,NA,mobile,moths
Eulithis_pyropata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis,Eulithis pyropata,ectotherm,flying,NA,mobile,moths
Euphydryas_aurinia,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Euphydryas,Euphydryas aurinia,ectotherm,flying,NA,mobile,butterflies
Euphydryas_maturna,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Euphydryas,Euphydryas maturna,ectotherm,flying,NA,mobile,butterflies
Euphyia_biangulata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Euphyia,Euphyia biangulata,ectotherm,flying,NA,mobile,moths
Euphyia_unangulata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Euphyia,Euphyia unangulata,ectotherm,flying,NA,mobile,moths
Eupithecia_abbreviata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia abbreviata,ectotherm,flying,NA,mobile,moths
Eupithecia_absinthiata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia absinthiata,ectotherm,flying,NA,mobile,moths
Eupithecia_assimilata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia assimilata,ectotherm,flying,NA,mobile,moths
Eupithecia_cauchiata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia cauchiata,ectotherm,flying,NA,mobile,moths
Eupithecia_centaureata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia centaureata,ectotherm,flying,NA,mobile,moths
Eupithecia_distinctaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia distinctaria,ectotherm,flying,NA,mobile,moths
Eupithecia_dodoneata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia dodoneata,ectotherm,flying,NA,mobile,moths
Eupithecia_egenaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia egenaria,ectotherm,flying,NA,mobile,moths
Eupithecia_exiguata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia exiguata,ectotherm,flying,NA,mobile,moths
Eupithecia_expallidata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia expallidata,ectotherm,flying,NA,mobile,moths
Eupithecia_haworthiata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia haworthiata,ectotherm,flying,NA,mobile,moths
Eupithecia_icterata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia icterata,ectotherm,flying,NA,mobile,moths
Eupithecia_indigata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia indigata,ectotherm,flying,NA,mobile,moths
Eupithecia_innotata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia innotata,ectotherm,flying,NA,mobile,moths
Eupithecia_insigniata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia insigniata,ectotherm,flying,NA,mobile,moths
Eupithecia_inturbata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia inturbata,ectotherm,flying,NA,mobile,moths
Eupithecia_irriguata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia irriguata,ectotherm,flying,NA,mobile,moths
Eupithecia_linariata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia linariata,ectotherm,flying,NA,mobile,moths
Eupithecia_millefoliata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia millefoliata,ectotherm,flying,NA,mobile,moths
Eupithecia_nanata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia nanata,ectotherm,flying,NA,mobile,moths
Eupithecia_orphnata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia orphnata,ectotherm,flying,NA,mobile,moths
Eupithecia_phoeniceata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia phoeniceata,ectotherm,flying,NA,mobile,moths
Eupithecia_pimpinellata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia pimpinellata,ectotherm,flying,NA,mobile,moths
Eupithecia_plumbeolata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia plumbeolata,ectotherm,flying,NA,mobile,moths
Eupithecia_pulchellata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia pulchellata,ectotherm,flying,NA,mobile,moths
Eupithecia_pusillata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia pusillata,ectotherm,flying,NA,mobile,moths
Eupithecia_pygmaeata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia pygmaeata,ectotherm,flying,NA,mobile,moths
Eupithecia_selinata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia selinata,ectotherm,flying,NA,mobile,moths
Eupithecia_simpliciata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia simpliciata,ectotherm,flying,NA,mobile,moths
Eupithecia_subfuscata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia subfuscata,ectotherm,flying,NA,mobile,moths
Eupithecia_subumbrata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia subumbrata,ectotherm,flying,NA,mobile,moths
Eupithecia_succenturiata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia succenturiata,ectotherm,flying,NA,mobile,moths
Eupithecia_tantillaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia tantillaria,ectotherm,flying,NA,mobile,moths
Eupithecia_tenuiata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia tenuiata,ectotherm,flying,NA,mobile,moths
Eupithecia_tripunctaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia tripunctaria,ectotherm,flying,NA,mobile,moths
Eupithecia_trisignaria,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia trisignaria,ectotherm,flying,NA,mobile,moths
Eupithecia_valerianata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia valerianata,ectotherm,flying,NA,mobile,moths
Eupithecia_venosata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia venosata,ectotherm,flying,NA,mobile,moths
Eupithecia_virgaureata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia virgaureata,ectotherm,flying,NA,mobile,moths
Eupithecia_vulgata,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia vulgata,ectotherm,flying,NA,mobile,moths
Euplagia_quadripunctaria,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Euplagia,Euplagia quadripunctaria,ectotherm,flying,NA,mobile,moths
Euplexia_lucipara,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euplexia,Euplexia lucipara,ectotherm,flying,NA,mobile,moths
Euproctis_chrysorrhoea,Animalia,Arthropoda,Insecta,Lepidoptera,Lymantriidae,Euproctis,Euproctis chrysorrhoea,ectotherm,flying,NA,mobile,NA
