"study_id","cv_type","mean_cv_studylevel","sd_cv_studylevel","species_studyid","range_source","mean_cv_sppspecific","sd_cv_sppspecific"
"A95_P1","map_gVelEle",1.6332350675948,0.674886075930618,"Betula pubescens_A95_P1","GBIF occurrence",1.6332350675948,0.674886075930618
"A95_P1","map_gVelEle",1.6332350675948,0.674886075930618,"Pinus sylvestris_A95_P1","GBIF occurrence",1.6332350675948,0.674886075930618
"A95_P1","map_gVelLat",-0.000153592587821549,0.00798664783813159,"Betula pubescens_A95_P1","GBIF occurrence",-0.000153592587821549,0.00798664783813159
"A95_P1","map_gVelLat",-0.000153592587821549,0.00798664783813159,"Pinus sylvestris_A95_P1","GBIF occurrence",-0.000153592587821549,0.00798664783813159
"A95_P1","mat_gVelEle",3.67418259506424,0.0646273631621491,"Betula pubescens_A95_P1","GBIF occurrence",3.67418259506424,0.0646273631621491
"A95_P1","mat_gVelEle",3.67418259506424,0.0646273631621491,"Pinus sylvestris_A95_P1","GBIF occurrence",3.67418259506424,0.0646273631621491
"A95_P1","mat_gVelLat",0.00216242525544885,0.0178425649467359,"Betula pubescens_A95_P1","GBIF occurrence",0.00216242525544885,0.0178425649467359
"A95_P1","mat_gVelLat",0.00216242525544885,0.0178425649467359,"Pinus sylvestris_A95_P1","GBIF occurrence",0.00216242525544885,0.0178425649467359
