"study_id","cv_type","mean_cv_studylevel","sd_cv_studylevel","species_studyid","range_source","mean_cv_sppspecific","sd_cv_sppspecific","p10_cv_sppspecific","p90_cv_sppspecific"
"B747_P1","map_1km_gVelLat",-0.00699107662395837,0.0658964143430896,"Telestes muticellus_B747_P1","IUCN",-0.0069634221149833,0.0658515777971953,-0.082698780298233,0.0663825765252113
"B747_P1","map_1km_gVelLat",-0.00699107662395837,0.0658964143430896,"Squalius lucumonis_B747_P1","IUCN",-0.0069634221149833,0.0658515777971953,-0.082698780298233,0.0663825765252113
"B747_P1","map_25km_gVelLat",-0.354604742582887,1.0176013541498,"Telestes muticellus_B747_P1","IUCN",-0.345400693859639,1.05383611535627,-1.46785728931427,1.14758349657059
"B747_P1","map_25km_gVelLat",-0.354604742582887,1.0176013541498,"Squalius lucumonis_B747_P1","IUCN",-0.345400693859639,1.05383611535627,-1.46785728931427,1.14758349657059
"B747_P1","map_50km_gVelLat",-1.2453337278631,0.559070861402639,"Telestes muticellus_B747_P1","IUCN",-1.19243927672505,0.573091686924011,-1.76409221887588,-0.452149030566216
"B747_P1","map_50km_gVelLat",-1.2453337278631,0.559070861402639,"Squalius lucumonis_B747_P1","IUCN",-1.19243927672505,0.573091686924011,-1.76409221887588,-0.452149030566216
"B747_P1","mat_1km_gVelLat",0.00903912865569087,0.107899579181364,"Telestes muticellus_B747_P1","IUCN",0.00909054125142789,0.107821306813804,-0.0862595990300178,0.109269119054079
"B747_P1","mat_1km_gVelLat",0.00903912865569087,0.107899579181364,"Squalius lucumonis_B747_P1","IUCN",0.00909054125142789,0.107821306813804,-0.0862595990300178,0.109269119054079
"B747_P1","mat_25km_gVelLat",0.689884423689606,0.463739661790371,"Telestes muticellus_B747_P1","IUCN",0.689140385257945,0.480583008757191,0.0339026860892773,1.16841394901276
"B747_P1","mat_25km_gVelLat",0.689884423689606,0.463739661790371,"Squalius lucumonis_B747_P1","IUCN",0.689140385257945,0.480583008757191,0.0339026860892773,1.16841394901276
"B747_P1","mat_50km_gVelLat",1.16605875061618,0.713865132723641,"Telestes muticellus_B747_P1","IUCN",1.2021974530071,0.754301474723692,0.41643153578043,2.12844648361206
"B747_P1","mat_50km_gVelLat",1.16605875061618,0.713865132723641,"Squalius lucumonis_B747_P1","IUCN",1.2021974530071,0.754301474723692,0.41643153578043,2.12844648361206
"B747_P1","mat_gVelEle_1km",84.500273101181,106.778254001944,"Telestes muticellus_B747_P1","IUCN",84.2332241501665,106.680080339735,-8.20006132125854,254.479307556152
"B747_P1","mat_gVelEle_1km",84.500273101181,106.778254001944,"Squalius lucumonis_B747_P1","IUCN",84.2332241501665,106.680080339735,-8.20006132125854,254.479307556152
