"study_id","cv_type","mean_cv_studylevel","sd_cv_studylevel","species_studyid","range_source","mean_cv_sppspecific","sd_cv_sppspecific"
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Afrixalus aureus_A93_P1","IUCN",0.0148029181911865,0.0964137929901777
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Afrixalus delicatus_A93_P1","IUCN",0.0228434895707323,0.0505446950826701
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Afrixalus fornasini_A93_P1","IUCN",0.046264608874282,0.0704554080956054
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Afrixalus fornasini_A93_P1","GBIF occurrence",0.0195308538964395,0.0638595750548484
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Afrixalus knysnae_A93_P1","IUCN",NA,NA
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Afrixalus spinifrons_A93_P1","IUCN",0.0342695538011048,0.0563026457922477
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Amietia fuscigula_A93_P1","IUCN",-0.0317191021847712,0.282839347197912
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Amietia fuscigula_A93_P1","GBIF occurrence",0.0218579253069739,0.117726840848202
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Amietia vandijki_A93_P1","IUCN",-0.0510162422075295,0.0369474737181048
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Sclerophrys pantherina_A93_P1","IUCN",-0.00515465814775477,0.00639121961077128
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Sclerophrys pantherina_A93_P1","GBIF occurrence",0.00838540658712602,0.0910991015104711
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Anhydrophryne hewitti_A93_P1","IUCN",0.0240833875854843,0.0522502994539659
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Anhydrophryne rattrayi_A93_P1","IUCN",0.0429637365043163,0.0559192892927216
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Arthroleptella bicolor_A93_P1","IUCN",-0.0121975140282302,0.0285941204327149
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Arthroleptella drewesii_A93_P1","IUCN",-0.00503414077684283,NA
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Arthroleptella lightfooti_A93_P1","IUCN",NA,NA
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Arthroleptella villiersi_A93_P1","IUCN",0.00834482890257443,0.0208388942696224
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Breviceps acutirostris_A93_P1","IUCN",-0.00285128886268164,0.0183623275010489
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Breviceps adspersus_A93_P1","IUCN",0.0841237146667236,0.400522401392105
"A93_P1","map_25km_gVelLat",0.0444918650426077,0.335295420711609,"Breviceps fuscus_A93_P1","IUCN",0.0579884110484272,0.0717280093347384
